item_id,npc_id,note,ac,str,con,dex,int,wis,cha,hp,hpr,hpr_time,mp,mpr,mpr_time,mr,hit,dmg,dmg_chance,bow_hit,bow_dmg,dmg_reduction,dmg_reduction_chance,dmg_evasion_chance,weight_reduction,resist_stun,resist_stone,resist_sleep,resist_freeze,resist_hold,resist_blind,exp_bonus,make_item_id,make_time,skill_id,skill_chance,summon_time
49322,80216,聰明的 巨人魔法娃娃,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49323,80217,聰穎的 巨人魔法娃娃,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49324,80218,發光的巨人魔法娃娃,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,17,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49325,80219,光彩照人的巨人魔法娃娃,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,17,5,0,5,0,0,0,0,0,0,0,0,0,28,5,1800
49326,80220,獨眼巨人 魔法娃娃,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49327,80221,努力的獨眼巨人 魔法娃娃,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49328,80222,聰明的 獨眼巨人 魔法娃娃,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49329,80223,聰穎的 獨眼巨人 魔法娃娃,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49330,80224,發光的獨眼巨人 魔法娃娃,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49331,80225,光彩照人的獨眼巨人 魔法娃娃,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49332,80226,魔法娃娃：美人魚,0,0,0,0,0,0,0,0,0,0,0,20,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49333,80227,努力的魔法娃娃：美人魚,0,0,0,0,0,0,0,0,0,0,25,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49334,80228,聰明的魔法娃娃：美人魚,0,0,0,0,0,0,0,0,0,0,30,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49335,80229,聰穎的魔法娃娃：美人魚,0,0,0,0,0,0,0,0,0,0,35,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49336,80230,發光的魔法娃娃：美人魚,0,0,0,0,0,0,0,0,0,0,40,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49337,80231,光彩照人的魔法娃娃：美人魚,0,0,0,0,0,0,0,0,0,0,50,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,1800
49338,80232,魔法娃娃：阿魯巴,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49339,80233,努力的魔法娃娃：阿魯巴,0,0,0,0,0,0,0,0,15,64,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1800
49340,80234,聰明的魔法娃娃：阿魯巴,0,0,0,0,0,0,0,0,15,64,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1800
49341,80235,聰穎的魔法娃娃：阿魯巴,0,0,0,0,0,0,0,0,15,64,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1800
49342,80236,發光的魔法娃娃：阿魯巴,0,0,0,0,0,0,0,0,15,64,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1800
49343,80237,光彩照人的魔法娃娃：阿魯巴,0,0,0,0,0,0,0,0,15,64,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,50532,600,0,0,1800
49344,80244,德雷克魔法娃娃,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,10,0,0,0,0,0,0,0,0,0,0,1800
49345,80245,王族魔法娃娃,0,1,1,0,0,0,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49346,80246,王族魔法娃娃,0,1,1,0,0,0,0,0,0,0,0,10,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49347,80247,騎士魔法娃娃,0,0,2,0,0,0,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49348,80248,騎士魔法娃娃,0,0,2,0,0,0,0,0,0,0,0,10,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49349,80249,妖精魔法娃娃,0,0,0,2,0,0,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49350,80250,妖精魔法娃娃,0,0,0,2,0,0,0,0,0,0,0,10,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49351,80251,法師魔法娃娃,0,0,0,0,2,0,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49352,80252,法師魔法娃娃,0,0,0,0,2,0,0,0,0,0,0,10,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49353,80253,黑暗妖精魔法娃娃,0,1,0,1,0,0,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49354,80254,黑暗妖精魔法娃娃,0,1,0,1,0,0,0,0,0,0,0,10,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49355,80255,龍騎士魔法娃娃,0,2,0,0,0,0,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49356,80256,龍騎士魔法娃娃,0,2,0,0,0,0,0,0,0,0,0,10,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49357,80257,幻術士魔法娃娃,0,0,0,0,1,1,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49358,80258,幻術士魔法娃娃,0,0,0,0,1,1,0,0,0,0,0,10,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49359,80268,海獅,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49360,80269,海獅,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49361,80270,刺蝟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49362,80271,刺蝟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49363,80272,企鵝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49364,80273,企鵝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49365,80274,魔法娃娃：企鵝王子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49366,80275,努力的魔法娃娃：企鵝王子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49367,80276,聰明的魔法娃娃：企鵝王子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49368,80277,聰穎的魔法娃娃：企鵝王子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49369,80278,發光的魔法娃娃：企鵝王子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49370,80279,光彩照人的魔法娃娃：企鵝王子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49371,80280,魔法娃娃：企鵝公主,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49372,80281,努力的魔法娃娃：企鵝公主,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49373,80282,聰明的魔法娃娃：企鵝公主,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49374,80283,聰穎的魔法娃娃：企鵝公主,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49375,80284,發光的魔法娃娃：企鵝公主,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49376,80285,光彩照人的魔法娃娃：企鵝公主,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
