spr_id,act_id,frame_count,frame_rate
664,0,16,24
665,0,16,24
666,0,16,24
671,0,16,24
672,0,16,24
678,0,16,24
685,0,16,24
686,0,16,24
687,0,16,24
688,0,16,24
689,0,16,24
691,0,16,24
693,0,16,24
694,0,16,24
695,0,16,24
696,0,16,24
697,0,16,24
698,0,16,24
699,0,16,24
700,0,16,24
701,0,16,24
702,0,16,24
703,0,16,24
704,0,16,24
705,0,16,24
706,0,16,24
721,0,16,24
723,0,16,24
725,0,16,24
727,30,23,24
727,4,24,24
727,0,16,24
734,0,16,24
734,1,22,24
734,4,16,24
734,5,25,24
734,11,16,24
734,12,28,24
734,17,31,24
734,18,24,24
734,19,28,24
734,20,16,24
734,21,42,24
734,24,16,24
734,25,28,24
734,31,24,24
734,40,16,24
734,41,28,24
734,46,16,24
734,47,23,24
734,66,64,24
734,67,44,24
744,0,63,24
745,0,30,24
746,0,30,24
747,0,76,24
748,0,60,24
749,0,66,24
750,0,30,24
751,0,30,24
752,0,48,24
754,0,41,24
755,0,30,24
756,0,8,24
757,0,69,24
758,0,60,24
759,0,30,24
760,0,126,24
761,0,30,24
762,0,52,24
763,0,46,24
766,29,4,24
766,28,4,24
767,29,4,24
767,28,4,24
768,29,4,24
768,28,4,24
769,28,4,24
769,29,4,24
782,0,16,24
782,1,21,24
782,17,24,24
782,18,24,24
782,19,24,24
784,0,16,24
784,1,26,24
784,19,26,24
784,18,26,24
784,17,26,24
786,0,16,24
786,1,26,24
786,19,26,24
786,18,26,24
786,17,26,24
788,0,16,24
788,1,29,24
788,19,29,24
788,18,29,24
788,17,29,24
790,0,16,24
790,1,38,24
790,19,38,24
790,18,38,24
790,17,38,24
792,0,16,24
793,0,16,24
794,0,16,24
795,0,16,24
796,0,32,24
796,19,30,24
797,0,16,24
798,0,16,24
799,0,16,24
800,0,16,24
801,0,32,24
805,0,16,24
805,1,16,24
816,20,4,24
816,21,41,24
818,0,16,24
821,0,16,24
821,1,26,24
822,0,16,24
822,1,29,24
823,0,16,24
823,1,29,24
824,0,16,24
824,1,26,24
825,0,16,24
825,1,26,24
826,0,16,24
826,1,26,24
829,0,63,24
830,0,63,24
831,0,63,24
832,0,63,24
834,0,16,24
845,29,4,24
845,28,4,24
847,0,32,24
847,1,33,24
847,4,21,24
847,19,33,24
847,18,33,24
849,0,20,24
851,0,16,24
851,1,33,24
851,4,21,24
851,19,33,24
851,18,33,24
852,0,26,24
852,1,37,24
852,19,37,24
852,18,37,24
854,0,12,24
854,1,34,24
854,19,34,24
854,18,34,24
864,0,16,24
864,1,32,24
864,30,35,24
864,19,32,24
864,18,35,24
865,0,16,24
865,1,32,24
865,30,35,24
865,19,32,24
865,18,35,24
870,0,20,24
871,0,8,24
875,0,16,24
875,1,30,24
875,19,30,24
875,18,30,24
877,0,16,24
891,0,16,24
894,0,16,24
894,1,18,24
894,30,18,24
894,17,32,24
894,18,32,24
894,19,32,24
895,0,16,24
895,1,32,24
895,30,35,24
895,19,32,24
895,18,35,24
896,0,12,24
896,1,34,24
896,19,34,24
896,18,34,24
897,0,12,24
901,0,20,24
901,30,20,24
901,1,37,24
902,0,16,24
912,0,4,24
913,0,16,24
913,1,26,24
914,0,16,24
916,0,16,24
918,0,16,24
924,0,16,24
925,0,16,24
929,0,16,24
929,1,36,24
929,30,37,24
931,0,14,24
931,1,24,24
934,0,16,24
934,1,24,24
934,30,16,24
936,0,14,24
936,1,24,24
936,30,23,24
938,0,18,24
938,1,24,24
938,30,33,24
940,0,16,24
941,0,16,24
943,0,24,24
945,0,48,24
947,0,32,24
949,0,24,24
951,0,16,24
951,1,26,24
951,30,46,24
954,0,45,24
971,0,24,24
975,0,36,24
976,0,36,24
977,0,36,24
978,0,36,24
979,0,16,24
979,1,20,24
981,0,16,24
982,0,16,24
983,0,16,24
984,0,16,24
985,30,23,24
985,4,24,24
985,0,16,24
986,30,23,24
986,4,24,24
986,0,16,24
987,0,16,24
988,0,16,24
989,0,16,24
990,0,16,24
991,0,16,24
992,0,16,24
993,0,16,24
994,0,16,24
998,0,24,24
999,0,24,24
1000,0,24,24
1002,0,24,24
1003,0,32,24
1004,0,32,24
1007,0,8,24
1010,28,4,24
1010,29,4,24
1011,0,12,24
1011,1,19,24
1011,30,20,24
1011,18,20,24
1011,19,26,24
1014,0,32,24
1020,0,24,24
1020,1,30,24
1020,30,35,24
1020,17,35,24
1020,18,35,24
1020,19,35,24
1022,0,19,24
1022,1,23,24
1022,30,25,24
1022,17,25,24
1022,18,25,24
1022,19,25,24
1024,0,21,24
1024,4,32,24
1024,5,31,24
1024,1,31,24
1024,18,54,24
1026,28,4,24
1026,29,4,24
1027,28,4,24
1027,29,4,24
1028,28,4,24
1028,29,4,24
1029,28,4,24
1029,29,4,24
1030,28,4,24
1030,29,4,24
1037,0,16,24
1037,1,22,24
1039,0,16,24
1039,1,19,24
1041,0,23,24
1041,1,31,24
1041,18,27,24
1043,0,24,24
1044,0,28,24
1045,0,16,24
1045,19,32,24
1047,0,16,24
1047,1,20,24
1047,30,24,24
1049,0,32,24
1052,0,13,24
1052,1,26,24
1052,18,44,24
1052,19,44,24
1054,0,28,24
1059,0,32,24
1059,1,27,24
1059,17,27,24
1059,18,27,24
1059,19,27,24
1061,0,4,24
1062,0,8,24
1062,4,8,24
1062,1,24,24
1062,30,48,24
1064,0,30,24
1065,0,16,24
1066,0,21,24
1068,0,24,24
1069,0,24,24
1070,0,24,24
1071,0,24,24
1072,0,24,24
1073,0,24,24
1074,0,36,24
1075,0,36,24
1076,0,36,24
1077,0,36,24
1078,0,36,24
1079,0,40,24
1080,0,8,24
1080,4,8,24
1080,11,8,24
1080,17,36,24
1080,18,36,24
1080,19,36,24
1080,20,8,24
1080,24,8,24
1080,40,8,24
1080,46,8,24
1080,50,8,24
1080,54,8,24
1080,58,8,24
1080,62,8,24
1082,0,16,24
1082,1,18,24
1082,18,27,24
1084,0,15,24
1085,0,48,24
1086,0,14,24
1087,0,14,24
1088,0,14,24
1089,0,14,24
1090,0,32,24
1091,0,147,24
1093,0,4,24
1093,1,4,24
1093,18,4,24
1096,0,20,24
1096,30,23,24
1096,19,46,24
1096,18,46,24
1096,17,23,24
1096,1,28,24
1098,0,24,24
1098,1,30,24
1098,30,26,24
1098,17,26,24
1098,18,38,24
1098,19,38,24
1100,0,39,24
1101,0,34,24
1102,0,34,24
1103,0,34,24
1104,0,12,24
1104,1,21,24
1104,30,21,24
1104,17,21,24
1104,18,42,24
1104,19,42,24
1106,0,16,24
1106,1,22,24
1106,30,21,24
1106,17,21,24
1106,18,42,24
1106,19,42,24
1108,0,16,24
1108,1,20,24
1108,30,18,24
1108,17,18,24
1108,18,36,24
1108,19,36,24
1110,0,16,24
1110,1,21,24
1110,30,22,24
1110,17,22,24
1110,18,44,24
1110,19,44,24
1112,0,16,24
1112,1,20,24
1112,30,27,24
1112,18,36,24
1115,0,48,24
1116,0,16,24
1116,1,20,24
1116,30,27,24
1116,18,27,24
1119,0,48,24
1120,0,4,24
1120,1,4,24
1120,11,4,24
1120,12,4,24
1120,17,4,24
1120,18,4,24
1120,19,4,24
1120,20,4,24
1120,21,4,24
1120,24,4,24
1120,25,4,24
1120,28,4,24
1120,29,4,24
1120,30,4,24
1120,31,4,24
1120,40,4,24
1120,41,4,24
1121,0,36,24
1121,1,45,24
1123,0,24,24
1123,18,37,24
1123,1,28,24
1125,0,16,24
1125,1,48,24
1125,18,57,24
1127,0,62,24
1128,0,16,24
1128,1,29,24
1128,30,31,24
1128,18,29,24
1128,19,29,24
1130,0,20,24
1130,30,23,24
1130,19,46,24
1130,18,46,24
1130,17,23,24
1130,1,28,24
1132,0,12,24
1132,1,21,24
1132,30,21,24
1132,17,21,24
1132,18,42,24
1132,19,42,24
1134,0,16,24
1134,1,22,24
1134,30,21,24
1134,17,21,24
1134,18,42,24
1134,19,42,24
1150,0,8,24
1150,1,24,24
1150,17,14,24
1150,18,36,24
1150,19,36,24
1152,0,12,24
1152,1,38,24
1152,17,11,24
1152,18,35,24
1152,19,35,24
1154,0,8,24
1156,0,1,24
1158,0,24,24
1158,1,23,24
1158,17,37,24
1158,18,37,24
1158,19,37,24
1160,0,52,24
1161,0,64,24
1162,0,24,24
1162,1,27,24
1162,17,28,24
1162,18,28,24
1162,19,28,24
1168,0,32,24
1169,0,32,24
1173,0,16,24
1173,1,23,24
1173,30,20,24
1175,0,16,24
1175,1,23,24
1175,30,20,24
1180,0,16,24
1180,1,18,24
1180,18,22,24
1180,19,24,24
1180,30,44,24
1183,0,76,24
1184,0,16,24
1184,1,29,24
1186,0,16,24
1186,1,22,24
1186,4,16,24
1186,5,25,24
1186,11,16,24
1186,12,28,24
1186,17,28,24
1186,18,24,24
1186,19,28,24
1186,20,16,24
1186,21,42,24
1186,24,16,24
1186,25,28,24
1186,31,25,24
1186,40,16,24
1186,41,28,24
1186,46,16,24
1186,47,23,24
1186,66,64,24
1186,67,63,24
1202,0,24,24
1202,1,29,24
1202,30,28,24
1202,18,29,24
1202,19,29,24
1204,0,16,24
1204,1,32,24
1204,5,32,24
1204,30,37,24
1204,18,32,24
1204,19,32,24
1204,4,16,24
1206,0,16,24
1206,1,26,24
1206,30,27,24
1206,17,27,24
1206,18,27,24
1206,19,27,24
1208,0,24,24
1208,17,20,24
1208,18,127,24
1208,19,24,24
1211,0,24,24
1211,1,31,24
1211,17,54,24
1211,18,54,24
1211,19,54,24
1214,0,22,24
1216,0,24,24
1222,11,16,24
1222,0,7,24
1222,1,31,24
1222,4,7,24
1222,5,31,24
1222,30,29,24
1224,0,24,24
1224,18,36,24
1224,19,36,24
1226,28,4,24
1226,29,4,24
1228,28,4,24
1228,29,4,24
1230,28,4,24
1230,29,4,24
1232,28,4,24
1232,29,4,24
1234,28,4,24
1234,29,4,24
1236,0,32,24
1237,0,16,24
1238,0,16,24
1243,0,24,24
1243,17,87,24
1243,18,160,24
1245,0,12,24
1245,4,12,24
1245,1,56,24
1245,5,44,24
1245,12,44,24
1245,25,47,24
1245,18,71,24
1245,19,66,24
1245,11,57,24
1245,20,88,24
1245,30,49,24
1248,0,36,24
1249,0,48,24
1250,20,16,24
1250,1,46,24
1250,30,28,24
1250,0,7,24
1250,4,7,24
1254,0,24,24
1254,17,184,24
1256,0,32,24
1258,0,52,24
1259,0,40,24
1260,0,40,24
1261,0,43,24
1262,0,38,24
1263,0,48,24
1264,0,80,24
1265,0,96,24
1266,0,24,24
1271,0,24,24
1271,17,80,24
1271,18,154,24
1273,0,32,24
1276,0,28,24
1278,0,32,24
1280,0,24,24
1282,0,24,24
1286,0,32,24
1288,0,24,24
1290,0,32,24
1292,28,4,24
1292,29,4,24
1294,0,24,24
1296,0,32,24
1296,17,32,24
1298,0,32,24
1298,17,44,24
1298,18,48,24
1301,0,32,24
1303,0,32,24
1307,0,32,24
1307,17,104,24
1308,0,20,24
1310,0,16,24
1310,1,44,24
1312,0,32,24
1314,0,32,24
1314,17,43,24
1316,0,52,24
1318,0,24,24
1318,1,25,24
1318,30,36,24
1320,0,24,24
1321,0,24,24
1321,1,25,24
1321,30,36,24
1323,0,24,24
1326,28,4,24
1326,29,4,24
1327,28,4,24
1327,29,4,24
1328,28,4,24
1328,29,4,24
1329,28,4,24
1329,29,4,24
1330,28,4,24
1330,29,4,24
1331,28,4,24
1331,29,4,24
1332,28,4,24
1332,29,4,24
1333,28,4,24
1333,29,4,24
1334,28,4,24
1334,29,4,24
1335,28,4,24
1335,29,4,24
1336,28,4,24
1336,29,4,24
1337,28,4,24
1337,29,4,24
1338,28,4,24
1338,29,4,24
1339,28,4,24
1339,29,4,24
1340,28,4,24
1340,29,4,24
1341,28,4,24
1341,29,4,24
1342,28,4,24
1342,29,4,24
1343,0,16,24
1343,1,32,24
1343,30,38,24
1345,28,4,24
1345,29,4,24
1346,28,4,24
1346,29,4,24
1347,28,4,24
1347,29,4,24
1348,28,4,24
1348,29,4,24
1349,28,4,24
1349,29,4,24
1350,28,4,24
1350,29,4,24
1351,28,4,24
1351,29,4,24
1352,28,4,24
1352,29,4,24
1353,0,6,24
1353,4,6,24
1355,0,6,24
1355,4,6,24
1357,0,6,24
1357,4,6,24
1359,0,6,24
1359,4,6,24
1371,28,4,24
1371,29,4,24
1372,28,4,24
1372,29,4,24
1373,28,4,24
1373,29,4,24
1390,0,32,24
1390,1,20,24
1461,0,6,24
1461,4,6,24
1462,0,6,24
1462,4,6,24
1463,0,6,24
1463,4,6,24
1464,0,6,24
1464,4,6,24
1465,0,6,24
1465,4,6,24
1466,0,6,24
1466,4,6,24
1467,0,6,24
1467,4,6,24
1468,0,6,24
1468,4,6,24
1469,0,6,24
1469,4,6,24
1470,0,6,24
1470,4,6,24
1471,0,6,24
1471,4,6,24
1472,0,6,24
1472,4,6,24
1473,0,6,24
1473,4,6,24
1474,0,6,24
1474,4,6,24
1475,0,6,24
1475,4,6,24
1476,0,6,24
1476,4,6,24
1477,0,16,24
1477,1,22,24
1477,30,24,24
1479,0,32,24
1479,4,24,24
1479,1,28,24
1481,0,24,24
1487,28,4,24
1487,29,4,24
1505,0,16,24
1506,0,16,24
1507,0,16,24
1508,0,16,24
1509,0,16,24
1510,0,16,24
1511,0,16,24
1512,0,16,24
1513,0,16,24
1514,0,16,24
1515,0,16,24
1516,0,16,24
1517,0,16,24
1517,1,29,24
1517,30,26,24
1520,0,16,24
1520,1,29,24
1520,30,26,24
1525,0,48,24
1525,1,37,24
1525,30,42,24
1528,0,16,24
1529,0,16,24
1530,0,16,24
1531,0,16,24
1532,0,16,24
1533,0,16,24
1538,0,24,24
1538,1,24,24
1538,30,20,24
1540,0,16,24
1540,1,30,24
1540,30,36,24
1542,0,32,24
1542,1,50,24
1542,30,47,24
1542,18,39,24
1554,28,4,24
1554,29,4,24
1555,0,32,24
1555,1,50,24
1555,30,47,24
1555,18,42,24
1569,0,32,24
1569,1,50,24
1569,30,47,24
1569,18,39,24
1571,0,16,24
1571,1,48,24
1571,30,44,24
1572,0,24,24
1572,1,40,24
1572,30,31,24
1574,0,16,24
1574,1,37,24
1574,30,31,24
1576,0,24,36
1576,1,57,24
1576,30,52,24
1578,0,36,24
1578,1,48,24
1580,0,24,24
1583,0,10,24
1584,0,48,24
1590,0,12,24
1590,4,12,24
1590,1,40,24
1590,5,55,24
1590,12,46,24
1590,25,51,24
1590,18,76,24
1590,19,87,24
1590,30,87,24
1593,0,44,24
1594,0,64,24
1595,0,12,24
1595,1,29,24
1595,30,32,24
1597,0,24,24
1597,1,47,24
1597,30,68,24
1600,0,24,24
1600,1,47,24
1600,30,68,24
1603,0,24,24
1603,18,36,24
1603,19,36,24
1606,0,24,24
1607,0,36,24
1608,0,16,24
1609,0,28,24
1610,0,24,24
1610,1,25,24
1610,30,46,24
1612,0,12,24
1612,1,38,24
1612,30,34,24
1614,0,24,36
1614,1,27,24
1614,30,25,24
1616,0,24,24
1616,1,31,24
1616,18,32,24
1619,0,48,24
1621,0,36,24
1623,0,48,24
1625,0,28,24
1626,0,24,24
1626,1,34,24
1626,30,31,24
1628,0,36,24
1628,1,28,24
1632,0,36,24
1632,1,45,24
1632,30,38,24
1634,0,36,24
1636,0,60,24
1636,1,39,24
1638,0,60,24
1638,1,39,24
1640,0,36,24
1642,0,20,24
1642,1,50,24
1642,30,28,24
1644,0,24,36
1644,1,44,24
1646,0,48,24
1646,1,37,24
1649,0,48,24
1649,1,33,24
1649,30,36,24
1651,0,24,24
1651,1,74,24
1651,30,90,24
1653,0,48,24
1655,0,48,24
1657,0,48,24
1659,0,24,24
1659,1,41,24
1659,30,32,24
1659,18,31,24
1661,0,32,24
1662,0,28,24
1663,0,40,24
1664,28,4,24
1664,29,4,24
1665,28,4,24
1665,29,4,24
1666,0,16,24
1666,1,27,24
1666,30,32,24
1676,0,4,24
1679,0,4,24
1682,0,4,24
1685,28,4,24
1685,29,4,24
1686,28,4,24
1686,29,4,24
1687,28,4,24
1687,29,4,24
1688,28,4,24
1688,29,4,24
1689,28,4,24
1689,29,4,24
1690,28,4,24
1690,29,4,24
1691,28,4,24
1691,29,4,24
1692,28,4,24
1692,29,4,24
1693,0,24,24
1693,1,47,24
1693,30,68,24
1694,0,24,24
1694,1,47,24
1694,30,68,24
1695,0,48,24
1696,0,24,24
1696,1,25,24
1696,30,46,24
1697,0,24,24
1697,4,24,24
1697,1,40,24
1697,5,55,24
1697,12,46,24
1697,25,51,24
1697,18,76,24
1697,19,87,24
1698,0,36,24
1698,1,45,24
1698,30,38,24
1699,0,48,24
1699,1,33,24
1699,30,36,24
1700,28,4,24
1700,29,4,24
1701,28,4,24
1701,29,4,24
1713,0,24,36
1713,1,27,24
1713,30,25,24
1714,0,28,24
1718,28,36,24
1718,29,36,24
1729,28,4,24
1729,29,4,24
1734,28,4,24
1734,29,4,24
1735,28,4,24
1735,29,4,24
1736,28,4,24
1736,29,4,24
1737,28,4,24
1737,29,4,24
1738,28,4,24
1738,29,4,24
1739,28,4,24
1739,29,4,24
1740,28,4,24
1740,29,4,24
1741,28,4,24
1741,29,4,24
1742,28,4,24
1742,29,4,24
1743,28,4,24
1743,29,4,24
1744,28,4,24
