npc_id,note,act_no,type,tri_rnd,tri_hp,tri_companion_hp,tri_range,tri_count,change_target,range,area_width,area_height,leverage,skill_id,gfx_id,act_id,summon_id,summon_min,summon_max,poly_id,chat_id
45422,アビス タートルドラゴン(スロー),1,2,20,0,0,-6,0,0,0,0,0,0,29,-1,0,0,0,0,0,0
45422,アビス タートルドラゴン(ウィークネス),2,2,10,0,0,-6,0,0,0,0,0,0,47,-1,0,0,0,0,0,0
45422,アビス タートルドラゴン(物理攻撃),3,1,100,0,0,-1,0,0,2,0,0,50,0,-1,0,0,0,0,0,0
45423,アビスゲイザー(ウィンドシャックル),0,2,25,0,0,-4,0,0,4,0,0,0,167,-1,0,0,0,0,0,0
45424,火炎の牙(ウィークネス),0,2,10,0,0,-2,0,0,0,0,0,0,47,-1,0,0,0,0,0,0
45424,火炎の牙(ファイアーアロー),1,2,100,0,0,-8,0,0,0,0,0,0,15,-1,0,0,0,0,0,0
45425,ブラックウィザード(範囲魔法),0,2,40,0,0,-6,0,0,0,0,0,30,10044,-1,0,0,0,0,0,0
45448,ラスタバド調教師(物理攻撃),0,1,50,0,0,-2,0,0,2,0,0,2,0,-1,30,0,0,0,0,0
45450,バルログのサキュバスクイーン(単体魔法),0,2,100,0,0,-6,5,0,0,0,0,6,10031,-1,0,0,0,0,0,0
45450,バルログのサキュバスクイーン(バンパイアリックタッチ),1,2,20,0,0,-3,0,0,0,0,0,0,28,-1,0,0,0,0,0,0
45451,サキュバスクイーン(単体魔法),0,2,100,0,0,-6,5,0,0,0,0,6,10031,-1,0,0,0,0,0,0
45451,サキュバスクイーン(バンパイアリックタッチ),1,2,20,0,0,-3,0,0,0,0,0,0,28,-1,0,0,0,0,0,0
45456,ネクロマンサー(ライトニング),0,2,40,0,0,-5,0,0,0,0,0,40,17,-1,0,0,0,0,0,0
45458,ドレイク船長(範囲攻撃),0,1,30,0,0,-6,0,0,6,6,6,40,0,-1,19,0,0,0,0,0
45458,ドレイク船長(単体攻撃),1,1,30,0,0,-1,0,0,1,0,0,80,0,4222,30,0,0,0,0,0
45458,ドレイク船長(物理攻撃),2,1,100,0,0,-1,0,0,1,0,0,20,0,-1,0,0,0,0,0,0
45464,セマ(ライトニング),0,2,40,0,0,-5,0,0,0,0,0,40,17,-1,0,0,0,0,0,0
45471,ホラー ケルベロス(炎),0,2,100,0,0,-2,5,0,2,0,0,15,10142,-1,0,0,0,0,0,0
45473,バルタザール(イラプション),0,2,20,0,0,-6,0,0,0,0,0,14,45,-1,0,0,0,0,0,0
45474,ダークフォレストガード(6セル遠距離攻撃),0,2,100,0,0,-6,5,0,6,0,0,0,10093,-1,0,0,0,0,0,0
45476,ケルベロス(炎),0,2,100,0,0,-2,2,0,2,0,0,0,10142,-1,0,0,0,0,0,0
45480,インファーナルネクロマンサー(ファイアーボール),0,2,30,0,0,-6,0,0,0,0,0,20,25,-1,0,0,0,0,0,0
45480,インファーナルネクロマンサー(物理攻撃),1,1,100,0,0,-1,0,0,1,0,0,100,0,-1,0,0,0,0,0,0
45481,レッサーデーモン(火炎魔方陣),0,2,50,0,0,-2,0,0,0,0,0,0,10042,-1,0,0,0,0,0,0
45481,レッサーデーモン(物理攻撃),1,1,100,0,0,-1,0,0,1,0,0,20,0,-1,0,0,0,0,0,0
45482,バルログのレッサーデーモン(火炎魔方陣),0,2,50,0,0,-2,0,0,0,0,0,0,10042,-1,0,0,0,0,0,0
45482,バルログのレッサーデーモン(物理攻撃),1,1,100,0,0,-1,0,0,1,0,0,20,0,-1,0,0,0,0,0,0
45483,ブラックタイガー(物理攻撃),0,1,50,0,0,-2,0,0,2,0,0,0,0,-1,30,0,0,0,0,0
45485,ダークライカンスロープ(物理攻撃),0,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45487,アビスイレッカドム(ライトニング),0,2,40,0,0,-6,0,0,6,0,0,10,17,-1,0,0,0,0,0,0
45487,アビスイレッカドム(広範囲電撃攻撃),1,2,40,0,0,-2,0,0,2,0,0,0,10134,-1,0,0,0,0,0,0
45488,カスパー(ファイアーボール),0,2,40,0,0,-6,0,0,0,0,0,40,25,-1,0,0,0,0,0,0
45492,シュノーヴァ(遠距離攻撃),0,1,100,0,0,-6,0,0,6,0,0,20,0,-1,18,0,0,0,0,0
45496,レッサードラゴン(炎),0,2,100,0,0,-2,0,0,2,1,2,0,10008,2380,16,0,0,0,0,0
45497,メルキオール(エネルギーボルト),0,2,40,0,0,-6,0,0,0,0,0,50,4,-1,0,0,0,0,0,0
45498,グレイヴガーディアン(act30),0,1,50,0,0,0,0,0,2,0,0,0,0,-1,30,0,0,0,0,0
45500,水の精の主(バンパイアリックタッチ),0,2,30,0,0,-2,0,0,0,0,0,0,28,-1,0,0,0,0,0,0
45500,水の精の主(コーンオブコールド),1,2,100,0,0,-8,0,0,0,0,0,0,38,-1,0,0,0,0,0,0
45500,水の精の主(物理攻撃),2,1,100,0,0,-1,0,0,1,0,0,0,0,-1,18,0,0,0,0,0
45503,ダークブラックナイト(物理攻撃),0,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45505,ブルート(ヘイスト),0,2,20,0,0,-10,1,2,0,0,0,0,43,-1,7,0,0,0,0,0
45506,カオスエルモアウィザード(コーンオブコールド),0,2,100,0,0,-6,0,0,0,0,0,0,38,-1,0,0,0,0,0,0
45508,地の精の主(Freeze),0,2,15,0,0,-2,0,0,0,0,0,20,10071,-1,0,0,0,0,0,0
45508,地の精の主(イラプション),1,2,100,0,0,-8,0,0,0,0,0,0,45,-1,0,0,0,0,0,0
45510,風の精の主(スロー),0,2,10,0,0,-3,0,0,0,0,0,0,29,-1,0,0,0,0,0,0
45510,風の精の主(コールライトニング),1,2,100,0,0,-8,0,0,0,0,0,0,34,-1,0,0,0,0,0,0
45511,火の精の主(マナドレイン),0,2,15,0,0,-3,0,0,0,0,0,0,39,-1,0,0,0,0,0,0
45511,火の精の主(ファイアーボール),1,2,100,0,0,-6,0,0,0,0,0,0,25,-1,0,0,0,0,0,0
45512,ヘルバウンド(炎),0,1,100,0,0,2,2,0,2,0,0,30,0,4646,3,0,0,0,0,0
45513,ディストーション ゼニス クイーン(広範囲魔法),0,2,40,0,0,-6,0,0,0,0,0,10,10004,-1,0,0,0,0,0,0
45515,イフリート(槍投げ),0,2,80,0,0,-6,0,0,0,0,0,5,10014,-1,0,0,0,0,0,0
45516,イフリート(槍投げ),0,2,80,0,0,-6,0,0,0,0,0,20,10014,-1,0,0,0,0,0,0
45516,イフリート(火のシバイン召還),1,3,30,30,0,-3,0,0,0,0,0,0,0,-1,0,91431,2,5,0,0
45517,血の降霊術師(遠距離特殊攻撃),0,2,70,0,0,-8,0,0,0,0,0,0,10086,-1,0,0,0,0,0,0
45517,血の降霊術師(範囲特殊攻撃),1,2,30,0,0,-7,0,0,0,0,0,0,10087,-1,0,0,0,0,0,0
45520,炎の精霊ケルベロス(炎),0,2,100,0,0,2,16,0,2,0,0,30,10143,-1,0,0,0,0,0,0
45520,炎の精霊ケルベロス(頭突き),1,1,100,0,0,-1,0,0,1,0,0,40,0,-1,30,0,0,0,0,0
45522,ボーンドラゴン(炎),0,2,100,0,0,-2,0,0,2,1,2,15,10009,2411,16,0,0,0,0,0
45523,ダークロード(遠距離特殊攻撃),0,2,70,0,0,-8,0,0,0,0,0,0,10088,-1,0,0,0,0,0,0
45523,ダークロード(範囲特殊攻撃),1,2,30,0,0,-7,0,0,0,0,0,0,10089,-1,0,0,0,0,0,0
45526,クリムゾンドレイク(5セル範囲特殊攻撃),0,1,100,0,0,5,0,0,5,0,0,30,0,4651,3,0,0,0,0,0
45527,ブラッディ ナイト(物理攻撃),0,1,50,0,0,-1,0,0,1,0,0,5,0,4631,30,0,0,0,0,0
45528,マーシレスサーベルタイガー(物理攻撃),0,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45529,ドレイク(炎),0,1,30,0,0,-2,0,0,2,1,0,30,0,-1,30,0,0,0,0,0
45529,ドレイク(強打),1,2,20,0,0,-2,0,0,2,0,0,50,0,-1,44,0,0,0,0,0
45529,ドレイク(),2,2,20,0,0,0,0,0,0,0,0,30,0,-1,45,0,0,0,0,0
45530,グレイヴガーディアンメイジ(act1),0,1,45,0,0,0,0,0,2,0,0,0,0,-1,1,0,0,0,0,0
45530,グレイヴガーディアンメイジ(act18),1,1,50,0,0,0,0,0,2,0,0,0,0,-1,18,0,0,0,0,0
45530,グレイヴ ガーディアン メイジ(ファイアーボール),2,2,85,0,0,-6,0,0,0,0,0,45,10136,-1,0,0,0,0,0,0
45532,ダークバーニングアーチャー(弓攻撃),0,1,100,0,0,2,0,0,10,0,0,15,0,-1,0,0,0,0,0,0
45532,ダークバーニングアーチャー(近接攻撃),1,1,100,0,0,-1,0,0,1,0,0,30,0,-1,30,0,0,0,0,0
45534,マンボラビットV(トルネード),0,2,20,0,0,-4,0,0,0,0,0,30,53,-1,0,0,0,0,0,0
45534,マンボラビットV(範囲),1,2,20,0,0,-4,0,0,0,0,0,10,10036,-1,0,0,0,0,0,0
45535,マンボラビットE(アイスイラプション),0,2,20,0,0,-6,0,0,0,0,0,30,10035,-1,0,0,0,0,0,0
45535,マンボラビットE(範囲),1,2,20,0,0,-4,0,0,0,0,0,10,10037,-1,0,0,0,0,0,0
45537,グレイヴガーディアンナイト(act30),0,1,50,0,0,0,0,0,2,0,0,0,0,-1,30,0,0,0,0,0
45540,ダークバーニングウォーリア(突き),0,1,100,0,0,2,0,0,2,0,0,15,0,-1,30,0,0,0,0,0
45540,ダークバーニングウォリアー(斬り),1,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45542,死の司祭デーモン(単体魔法),0,2,100,0,0,2,0,0,0,0,0,0,10060,-1,0,0,0,0,0,0
45542,死の司祭デーモン(単体魔法),1,2,50,0,0,-1,0,0,0,0,0,0,10060,-1,0,0,0,0,0,0
45545,ブラックエルダー(範囲),0,2,50,0,0,-4,0,0,0,0,0,50,45545,-1,0,0,0,0,0,0
45545,ブラックエルダー(デスヒール),1,2,20,0,0,-4,0,0,4,4,4,10,4015,-1,19,0,0,0,0,0
45546,ドッペルゲンガー ボス(ブリザード),0,2,20,0,0,-15,0,0,0,0,0,30,59,-1,0,0,0,0,0,0
45546,ドッペルゲンガー ボス(ファイアストーム),1,2,20,0,0,-3,0,0,0,0,0,30,70,-1,0,0,0,0,0,0
45546,ドッペルゲンガー ボス(物理攻撃),2,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45547,ミストラスト シアー(魔法),0,2,40,0,0,-6,0,0,0,0,0,15,10001,-1,0,0,0,0,0,0
45547,ミストラスト シアー(物理攻撃),1,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45548,ホセ(放射スティグ範囲),0,1,20,0,0,-4,0,0,3,5,5,80,0,4700,0,0,0,0,0,0
45550,ブラックエルダー(トルネード),0,2,20,0,0,-4,0,0,0,0,0,20,53,-1,0,0,0,0,0,0
45550,ブラックエルダー(コールライトニング),1,2,60,0,0,-10,0,0,0,0,0,20,34,-1,0,0,0,0,0,0
45569,バルログのバフォメット(イラプション),0,2,20,0,0,-6,0,0,0,0,0,30,45,-1,0,0,0,0,0,0
45569,バルログのバフォメット(物理攻撃),1,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45570,コラプトプリースト(サンバースト),0,2,20,0,0,-6,0,0,0,0,0,50,46,-1,0,0,0,0,0,0
45572,炎のアシタジオ(物理攻撃),0,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45573,バフォメット(イラプション),0,2,20,0,0,-6,0,0,0,0,0,20,45,-1,0,0,0,0,0,0
45574,親衛隊長カイト(8セル遠距離特殊攻撃),0,2,80,0,0,-8,0,0,0,0,0,12,10104,-1,0,0,0,0,0,0
45575,死の司祭サキュバス(Recall),0,2,20,0,0,5,0,0,0,0,0,0,10057,-1,0,0,0,0,0,0
45575,死の司祭サキュバス(単体魔法),1,2,100,0,0,2,0,0,0,0,0,0,10058,-1,0,0,0,0,0,0
45575,死の司祭サキュバス(単体魔法),2,2,50,0,0,-1,0,0,0,0,0,0,10058,-1,0,0,0,0,0,0
45577,旅団長ダークパンサー(遠距離特殊攻撃),0,2,70,0,0,-6,0,0,0,0,0,0,10083,4630,0,0,0,0,0,0
45577,旅団長ダークパンサー(範囲特殊攻撃),1,2,30,0,0,-3,0,0,0,0,0,30,10084,-1,0,0,0,0,0,0
45579,バルログのベレス(ファイアーボール),0,2,20,0,0,-6,0,0,0,0,0,70,25,-1,0,0,0,0,0,0
45579,バルログのベレス(物理攻撃),1,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45580,ダークサキュバスクイーン(単体魔法),0,2,100,0,0,-6,5,0,0,0,0,20,10031,-1,0,0,0,0,0,0
45580,ダークサキュバスクイーン(バンパイアリックタッチ),1,2,20,0,0,-3,0,0,0,0,0,0,28,-1,0,0,0,0,0,0
45581,パートゼニスクイーン(広範囲魔法),0,2,40,0,0,-6,0,0,0,0,0,10,10004,-1,0,0,0,0,0,0
45581,パートゼニスクイーン(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45582,コラプトプリースト(範囲魔法),0,2,20,0,0,-6,0,0,0,0,0,20,10047,-1,0,0,0,0,0,0
45583,ベレス(ファイアーボール),0,2,20,0,0,-6,0,0,0,0,0,60,25,-1,0,0,0,0,0,0
45584,グレートミノタウルス(アースクエイク),0,2,20,0,0,-3,0,0,0,0,0,40,62,-1,0,0,0,0,0,0
45584,グレートミノタウルス(物理攻撃),1,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45586,シアージュニア(魔法),0,2,40,0,0,-6,0,0,0,0,0,15,10001,-1,0,0,0,0,0,0
45586,シアージュニア(物理攻撃),1,1,100,0,0,-1,0,0,1,0,0,40,0,-1,0,0,0,0,0,0
45588,師団長シンクレア(8セル遠距離特殊攻撃),0,2,80,0,0,-8,0,0,0,0,0,12,10106,-1,0,0,0,0,0,0
45588,師団長シンクレア(メテオストライク),1,2,30,0,0,-15,0,0,0,0,0,30,10107,-1,0,0,0,0,0,0
45589,フィアゾンビロード(広範囲魔法),0,2,30,0,0,-6,0,0,0,0,0,20,10000,-1,0,0,0,0,0,0
45589,フィアゾンビロード(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45591,深淵の水の精(バンパイアリックタッチ),0,2,30,0,0,-2,0,0,0,0,0,15,28,-1,0,0,0,0,0,0
45591,深淵の水の精(コーンオブコールド),1,2,100,0,0,-8,0,0,0,0,0,0,38,-1,0,0,0,0,0,0
45591,深淵の水の精(物理攻撃),2,1,100,0,0,-1,0,0,1,0,0,0,0,-1,18,0,0,0,0,0
45592,深淵の地の精(Freeze),0,2,10,0,0,-2,0,0,0,0,0,25,10071,-1,0,0,0,0,0,0
45592,深淵の地の精(イラプション),1,2,100,0,0,-8,0,0,0,0,0,0,45,-1,0,0,0,0,0,0
45593,深淵の風の精(スロー),0,2,10,0,0,-3,0,0,0,0,0,15,29,-1,0,0,0,0,0,0
45593,深淵の風の精(コールライトニング),1,2,100,0,0,-8,0,0,0,0,0,0,34,-1,0,0,0,0,0,0
45594,深淵の火の精(マナドレイン),0,2,20,0,0,-3,0,0,0,0,0,0,39,-1,0,0,0,0,0,0
45594,深淵の火の精(サンバースト),1,2,100,0,0,-6,0,0,0,0,0,0,46,-1,0,0,0,0,0,0
45594,深淵の火の精(物理攻撃),2,1,100,0,0,-1,0,0,1,0,0,0,0,-1,18,0,0,0,0,0
45595,アイリス(トルネード),0,2,30,0,0,-4,0,0,0,0,0,80,53,-1,0,0,0,0,0,0
45595,アイリス(物理攻撃),1,1,100,0,0,-3,0,0,3,0,0,30,0,-1,0,0,0,0,0,0
45597,死の司祭バフォメット(単体魔法),0,2,100,0,0,3,0,0,0,0,0,30,45,-1,0,0,0,0,0,0
45597,死の司祭バフォメット(単体魔法),1,2,50,0,0,-2,0,0,0,0,0,30,45,-1,0,0,0,0,0,0
45598,死の司祭ベレス(単体魔法),0,2,100,0,0,3,0,0,0,0,0,0,10059,-1,0,0,0,0,0,0
45598,死の司祭ベレス(単体魔法),1,2,50,0,0,-2,0,0,0,0,0,0,10059,-1,0,0,0,0,0,0
45599,混沌の司祭：騎士(ショックスタン),0,2,10,0,0,-1,0,0,0,0,0,0,87,-1,0,0,0,0,0,0
45600,カーツ(アースクエイク),0,2,20,0,0,-3,0,0,0,0,0,30,62,-1,0,0,0,0,0,0
45600,カーツ(物理攻撃),1,1,100,0,0,-1,0,0,1,0,0,20,0,-1,0,0,0,0,0,0
45601,デスナイト(バンパイアリックタッチ),0,2,20,0,0,-3,0,0,0,0,0,50,28,-1,0,0,0,0,0,0
45601,デスナイト(アースクエイク),1,2,60,0,0,-6,0,0,0,0,0,30,10056,-1,0,0,0,0,0,0
45601,デスナイト(召還:スパルトイ),2,3,5,0,0,-3,0,0,0,0,0,0,0,-1,0,45161,1,3,0,0
45601,デスナイト(物理攻撃),3,1,100,0,0,-1,0,0,1,0,0,20,0,-1,0,0,0,0,0,0
45602,魔法団長カルミエル(8セル遠距離特殊攻撃),0,2,80,0,0,-8,0,0,0,0,0,12,10105,-1,0,0,0,0,0,0
45603,ジャイアントグレイヴガーディアン(act30),0,1,50,0,0,0,0,0,5,0,0,0,0,-1,30,0,0,0,0,0
45604,マーキスバンパイア(魔法),0,2,40,0,0,-6,0,0,0,0,0,10,10006,-1,0,0,0,0,0,0
45604,マーキスバンパイア(バンパイアリックタッチ),1,2,40,0,0,-3,0,0,0,0,0,60,28,-1,0,0,0,0,0,0
45604,マーキスバンパイア(物理攻撃),2,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45606,フィア バンパイア(召還:デッドリースケルトンマークスマン),0,3,2,0,0,9,0,0,0,0,0,0,0,-1,0,45494,1,2,0,0
45606,フィア バンパイア(召還:デッドリースケルトンファイター),1,3,2,0,0,9,0,0,0,0,0,0,0,-1,0,45493,1,2,0,0
45606,フィア バンパイア(召還:デッドリースパルトイ),2,3,2,0,0,9,0,0,0,0,0,0,0,-1,0,45455,1,2,0,0
45606,フィア バンパイア(魔法),3,2,40,0,0,-6,0,0,0,0,0,10,10006,-1,0,0,0,0,0,0
45606,フィア バンパイア(バンパイアリックタッチ),4,2,40,0,0,-3,0,0,0,0,0,60,28,-1,0,0,0,0,0,0
45606,フィア バンパイア(召還:コウモリ),5,3,2,0,0,-3,0,0,0,0,0,0,0,-1,0,45290,1,3,0,0
45607,魔獣団長カイバール(遠距離特殊攻撃),0,2,70,0,0,-6,0,0,0,0,0,0,10083,4630,0,0,0,0,0,0
45607,魔獣団長カイバール(範囲特殊攻撃),1,2,30,0,0,-3,0,0,0,0,0,30,10084,-1,0,0,0,0,0,0
45608,傭兵隊長メファイスト(遠距離特殊攻撃),0,2,70,0,0,-6,0,0,0,0,0,0,10083,4630,0,0,0,0,0,0
45608,傭兵隊長メファイスト(範囲特殊攻撃),1,2,30,0,0,-3,0,0,0,0,0,30,10084,-1,0,0,0,0,0,0
45609,アイスクイーン(ブリザード),0,2,50,0,0,-15,0,0,0,0,0,40,10002,-1,0,0,0,0,0,0
45609,アイスクイーン(物理攻撃),1,1,100,0,0,-1,0,0,1,0,0,30,0,-1,0,0,0,0,0,0
45610,エンシェントジャイアント(アースクエイク),0,2,30,0,0,-15,0,0,0,0,0,30,10019,-1,0,0,0,0,0,0
45610,エンシェントジャイアント(物理攻撃),1,1,100,0,0,-2,0,0,2,0,0,30,0,-1,0,0,0,0,0,0
45612,神官長バウンティ(8セル遠距離特殊攻撃),0,2,80,0,0,-8,0,0,0,0,0,15,10103,-1,0,0,0,0,0,0
45614,ジャイアントアントクイーン(Recall),0,2,15,0,0,5,0,0,0,0,0,0,10057,-1,0,0,0,0,0,0
45614,ジャイアントアントクイーン(Freeze),1,2,10,0,0,-5,0,0,0,0,0,30,10071,-1,0,0,0,0,0,0
