id,npc_id,note,group_id,count,loc_x,loc_y,random_x,random_y,loc_x1,loc_y1,loc_x2,loc_y2,heading,min_respawn_delay,max_respawn_delay,map_id,respawn_screen,movement_distance,rest,near_spawn
271,45008,哥布林,0,1,32586,32883,10,10,0,0,0,0,0,60,120,69,0,0,0,0
273,45008,哥布林,0,1,32592,32862,10,10,0,0,0,0,0,60,120,69,0,0,0,0
275,45008,哥布林,0,1,32705,32985,10,10,0,0,0,0,0,60,120,69,0,0,0,0
277,45008,哥布林,0,1,32792,32879,10,10,0,0,0,0,0,60,120,69,0,0,0,0
279,45008,哥布林,0,1,32734,32762,10,10,0,0,0,0,0,60,120,69,0,0,0,0
281,45008,哥布林,0,1,32797,32930,10,10,0,0,0,0,0,60,120,69,0,0,0,0
283,45009,妖魔,0,1,33006,33480,6,6,0,0,0,0,0,60,120,4,0,100,0,0
285,45009,妖魔,0,1,33016,33433,6,6,0,0,0,0,0,60,120,4,0,100,0,0
287,45009,妖魔,0,1,33074,33356,10,10,0,0,0,0,0,60,120,4,0,100,0,0
289,45009,妖魔,0,1,33070,33337,10,10,0,0,0,0,0,60,120,4,0,100,0,0
291,45009,妖魔,0,1,33085,33321,10,10,0,0,0,0,0,60,120,4,0,100,0,0
293,45009,妖魔,0,1,33058,33327,10,10,0,0,0,0,0,60,120,4,0,100,0,0
295,45009,妖魔,0,1,32698,33220,10,10,0,0,0,0,0,60,120,4,0,100,0,0
297,45009,妖魔,0,1,32768,33271,10,10,0,0,0,0,0,60,120,4,0,100,0,0
299,45009,妖魔,0,1,32715,33264,10,10,0,0,0,0,0,60,120,4,0,100,0,0
301,45009,妖魔,0,1,32866,33055,10,10,0,0,0,0,0,60,120,4,0,100,0,0
303,45009,妖魔,0,1,32878,33079,10,10,0,0,0,0,0,60,120,4,0,100,0,0
305,45009,妖魔,0,1,32968,33141,10,10,0,0,0,0,0,60,120,4,0,100,0,0
307,45009,妖魔,0,1,33017,33181,10,10,0,0,0,0,0,60,120,4,0,100,0,0
309,45009,妖魔,0,1,33004,33206,10,10,0,0,0,0,0,60,120,4,0,100,0,0
311,45009,妖魔,0,1,32720,33295,10,10,0,0,0,0,0,60,120,4,0,100,0,0
317,45009,妖魔,0,1,33181,33086,10,10,0,0,0,0,0,60,120,4,0,100,0,0
319,45009,妖魔,0,1,33226,33057,10,10,0,0,0,0,0,60,120,4,0,100,0,0
321,45009,妖魔,0,1,33163,33068,10,10,0,0,0,0,0,60,120,4,0,100,0,0
323,45009,妖魔,0,1,33198,33080,10,10,0,0,0,0,0,60,120,4,0,100,0,0
325,45009,妖魔,0,1,33144,33057,10,10,0,0,0,0,0,60,120,4,0,100,0,0
327,45009,妖魔,0,1,33100,33007,10,10,0,0,0,0,0,60,120,4,0,100,0,0
329,45009,妖魔,0,1,33039,32996,10,10,0,0,0,0,0,60,120,4,0,100,0,0
331,45009,妖魔,0,1,33018,33017,10,10,0,0,0,0,0,60,120,4,0,100,0,0
377,45009,妖魔,0,1,33033,33450,10,10,0,0,0,0,0,60,120,4,0,100,0,0
379,45009,妖魔,0,1,33042,33382,10,10,0,0,0,0,0,60,120,4,0,100,0,0
381,45009,妖魔,0,1,33006,33407,10,10,0,0,0,0,0,60,120,4,0,100,0,0
383,45009,妖魔,0,1,32995,33452,10,10,0,0,0,0,0,60,120,4,0,100,0,0
385,45009,妖魔,0,1,32964,33436,10,10,0,0,0,0,0,60,120,4,0,100,0,0
387,45009,妖魔,0,1,32949,33404,10,10,0,0,0,0,0,60,120,4,0,100,0,0
389,45009,妖魔,0,1,32969,33395,10,10,0,0,0,0,0,60,120,4,0,100,0,0
391,45009,妖魔,0,1,33003,33387,10,10,0,0,0,0,0,60,120,4,0,100,0,0
393,45009,妖魔,0,1,32991,33353,10,10,0,0,0,0,0,60,120,4,0,100,0,0
395,45009,妖魔,0,1,32988,33380,10,10,0,0,0,0,0,60,120,4,0,100,0,0
397,45009,妖魔,0,1,33027,33459,10,10,0,0,0,0,0,60,120,4,0,100,0,0
399,45009,妖魔,0,1,33043,33480,10,10,0,0,0,0,0,60,120,4,0,100,0,0
401,45009,妖魔,0,1,33087,33481,10,10,0,0,0,0,0,60,120,4,0,100,0,0
403,45009,妖魔,0,1,33242,33475,10,10,0,0,0,0,0,60,120,4,0,100,0,0
405,45009,妖魔,0,1,33231,33423,10,10,0,0,0,0,0,60,120,4,0,100,0,0
407,45009,妖魔,0,1,33195,33467,10,10,0,0,0,0,0,60,120,4,0,100,0,0
409,45009,妖魔,0,1,33112,33427,10,10,0,0,0,0,0,60,120,4,0,100,0,0
411,45009,妖魔,0,1,33159,33469,10,10,0,0,0,0,0,60,120,4,0,100,0,0
413,45009,妖魔,0,1,33172,33435,10,10,0,0,0,0,0,60,120,4,0,100,0,0
415,45009,妖魔,0,1,33177,33352,10,10,0,0,0,0,0,60,120,4,0,100,0,0
417,45009,妖魔,0,1,33237,33325,10,10,0,0,0,0,0,60,120,4,0,100,0,0
419,45009,妖魔,0,1,33253,33406,10,10,0,0,0,0,0,60,120,4,0,100,0,0
421,45009,妖魔,0,1,33198,33459,10,10,0,0,0,0,0,60,120,4,0,100,0,0
423,45009,妖魔,0,1,33078,33498,10,10,0,0,0,0,0,60,120,4,0,100,0,0
425,45009,妖魔,0,1,33088,33220,10,10,0,0,0,0,0,60,120,4,0,100,0,0
427,45009,妖魔,0,1,33213,33387,10,10,0,0,0,0,0,60,120,4,0,100,0,0
429,45009,妖魔,0,1,33067,33259,10,10,0,0,0,0,0,60,120,4,0,100,0,0
431,45009,妖魔,0,1,33174,33247,10,10,0,0,0,0,0,60,120,4,0,100,0,0
433,45009,妖魔,0,1,33163,33210,10,10,0,0,0,0,0,60,120,4,0,100,0,0
435,45009,妖魔,0,1,33145,33169,10,10,0,0,0,0,0,60,120,4,0,100,0,0
437,45009,妖魔,0,1,33100,33256,10,10,0,0,0,0,0,60,120,4,0,100,0,0
439,45009,妖魔,0,1,32668,32855,10,10,0,0,0,0,0,60,120,68,0,0,0,0
441,45009,妖魔,0,1,32669,32728,10,10,0,0,0,0,0,60,120,68,0,0,0,0
443,45009,妖魔,0,1,32681,32643,10,10,0,0,0,0,0,60,120,68,0,0,0,0
445,45009,妖魔,0,1,32843,32698,10,10,0,0,0,0,0,60,120,68,0,0,0,0
447,45009,妖魔,0,1,32877,32662,10,10,0,0,0,0,0,60,120,68,0,0,0,0
449,45009,妖魔,0,1,32821,32665,10,10,0,0,0,0,0,60,120,68,0,0,0,0
451,45009,妖魔,0,1,32840,32690,10,10,0,0,0,0,0,60,120,68,0,0,0,0
453,45009,妖魔,0,1,32850,32658,10,10,0,0,0,0,0,60,120,68,0,0,0,0
455,45009,妖魔,0,1,32769,32652,10,10,0,0,0,0,0,60,120,68,0,0,0,0
457,45009,妖魔,0,1,32632,32755,10,10,0,0,0,0,0,60,120,69,0,0,0,0
459,45009,妖魔,0,1,32690,32734,10,10,0,0,0,0,0,60,120,69,0,0,0,0
461,45009,妖魔,0,1,32704,32920,10,10,0,0,0,0,0,60,120,69,0,0,0,0
463,45009,妖魔,0,1,32641,32926,10,10,0,0,0,0,0,60,120,69,0,0,0,0
465,45009,妖魔,0,1,32655,32988,10,10,0,0,0,0,0,60,120,69,0,0,0,0
467,45009,妖魔,0,1,32630,32990,10,10,0,0,0,0,0,60,120,69,0,0,0,0
469,45009,妖魔,0,1,32568,32931,10,10,0,0,0,0,0,60,120,69,0,0,0,0
471,45009,妖魔,0,1,32573,32882,10,10,0,0,0,0,0,60,120,69,0,0,0,0
473,45009,妖魔,0,1,32754,32855,10,10,0,0,0,0,0,60,120,69,0,0,0,0
475,45009,妖魔,0,1,32783,32824,10,10,0,0,0,0,0,60,120,69,0,0,0,0
477,45010,兔子,0,1,33053,33427,0,0,0,0,0,0,1,60,120,4,0,100,0,0
479,45010,兔子,0,1,33048,33469,0,0,0,0,0,0,5,60,120,4,0,100,0,0
481,45010,兔子,0,1,33021,33492,0,0,0,0,0,0,7,60,120,4,0,100,0,0
483,45010,兔子,0,1,32995,33499,0,0,0,0,0,0,3,60,120,4,0,100,0,0
485,45010,兔子,0,1,32949,33436,0,0,0,0,0,0,7,60,120,4,0,100,0,0
487,45010,兔子,0,1,32996,33380,0,0,0,0,0,0,3,60,120,4,0,100,0,0
489,45010,兔子,0,1,33030,33325,0,0,0,0,0,0,3,60,120,4,0,100,0,0
491,45010,兔子,0,1,33092,33363,0,0,0,0,0,0,0,60,120,4,0,100,0,0
493,45010,兔子,0,1,33120,33330,0,0,0,0,0,0,3,60,120,4,0,100,0,0
495,45010,兔子,0,1,33145,33356,0,0,0,0,0,0,7,60,120,4,0,100,0,0
497,45010,兔子,0,1,33162,33383,0,0,0,0,0,0,3,60,120,4,0,100,0,0
499,45010,兔子,0,1,33180,33414,0,0,0,0,0,0,3,60,120,4,0,100,0,0
501,45010,兔子,0,1,33172,33440,0,0,0,0,0,0,4,60,120,4,0,100,0,0
503,45010,兔子,0,1,33194,33488,0,0,0,0,0,0,3,60,120,4,0,100,0,0
505,45010,兔子,0,1,33275,33467,0,0,0,0,0,0,7,60,120,4,0,100,0,0
507,45010,兔子,0,1,33269,33421,0,0,0,0,0,0,7,60,120,4,0,100,0,0
509,45010,兔子,0,1,33214,33354,0,0,0,0,0,0,5,60,120,4,0,100,0,0
511,45010,兔子,0,1,33198,33323,0,0,0,0,0,0,0,60,120,4,0,100,0,0
513,45010,兔子,0,1,33199,33290,0,0,0,0,0,0,1,60,120,4,0,100,0,0
515,45010,兔子,0,1,33198,33213,0,0,0,0,0,0,7,60,120,4,0,100,0,0
517,45010,兔子,0,1,33196,33173,0,0,0,0,0,0,7,60,120,4,0,100,0,0
519,45010,兔子,0,1,33160,33138,0,0,0,0,0,0,5,60,120,4,0,100,0,0
521,45010,兔子,0,1,33124,33189,0,0,0,0,0,0,5,60,120,4,0,100,0,0
523,45010,兔子,0,1,33119,33213,0,0,0,0,0,0,7,60,120,4,0,100,0,0
525,45010,兔子,0,1,33659,33210,0,0,0,0,0,0,3,60,120,4,0,100,0,0
527,45010,兔子,0,1,33664,33245,0,0,0,0,0,0,3,60,120,4,0,100,0,0
529,45010,兔子,0,1,33694,33268,0,0,0,0,0,0,3,60,120,4,0,100,0,0
531,45010,兔子,0,1,33750,33305,0,0,0,0,0,0,5,60,120,4,0,100,0,0
533,45010,兔子,0,1,33763,33332,0,0,0,0,0,0,3,60,120,4,0,100,0,0
535,45010,兔子,0,1,33853,33387,0,0,0,0,0,0,3,60,120,4,0,100,0,0
537,45010,兔子,0,1,33832,33449,0,0,0,0,0,0,3,60,120,4,0,100,0,0
539,45010,兔子,0,1,34004,33224,0,0,0,0,0,0,3,60,120,4,0,100,0,0
541,45010,兔子,0,1,33978,33289,0,0,0,0,0,0,5,60,120,4,0,100,0,0
543,45010,兔子,0,1,33969,33332,0,0,0,0,0,0,7,60,120,4,0,100,0,0
545,45010,兔子,0,1,33927,33336,0,0,0,0,0,0,5,60,120,4,0,100,0,0
547,45010,兔子,0,1,33879,33354,0,0,0,0,0,0,7,60,120,4,0,100,0,0
549,45010,兔子,0,1,33886,33259,0,0,0,0,0,0,7,60,120,4,0,100,0,0
551,45010,兔子,0,1,34008,33142,0,0,0,0,0,0,7,60,120,4,0,100,0,0
553,45010,兔子,0,1,34020,33117,0,0,0,0,0,0,1,60,120,4,0,100,0,0
555,45010,兔子,0,1,34067,33143,0,0,0,0,0,0,3,60,120,4,0,100,0,0
557,45010,兔子,0,1,34118,33134,0,0,0,0,0,0,3,60,120,4,0,100,0,0
559,45010,兔子,0,1,33451,32783,0,0,0,0,0,0,3,60,120,4,0,100,0,0
561,45010,兔子,0,1,33409,32797,0,0,0,0,0,0,0,60,120,4,0,100,0,0
563,45010,兔子,0,1,33400,32777,0,0,0,0,0,0,7,60,120,4,0,100,0,0
565,45010,兔子,0,1,33446,32730,0,0,0,0,0,0,7,60,120,4,0,100,0,0
567,45010,兔子,0,1,33440,32649,0,0,0,0,0,0,5,60,120,4,0,100,0,0
569,45010,兔子,0,1,33389,32675,0,0,0,0,0,0,4,60,120,4,0,100,0,0
571,45010,兔子,0,1,33358,32662,0,0,0,0,0,0,3,60,120,4,0,100,0,0
573,45010,兔子,0,1,33323,32736,0,0,0,0,0,0,5,60,120,4,0,100,0,0
575,45010,兔子,0,1,33493,32781,0,0,0,0,0,0,3,60,120,4,0,100,0,0
577,45010,兔子,0,1,33057,32742,0,0,0,0,0,0,5,60,120,4,0,100,0,0
579,45010,兔子,0,1,33048,32774,0,0,0,0,0,0,3,60,120,4,0,100,0,0
581,45010,兔子,0,1,32722,32450,0,0,0,0,0,0,7,60,120,4,0,100,0,0
643,45010,兔子,0,1,33081,33327,0,0,0,0,0,0,1,60,120,4,0,100,0,0
645,45010,兔子,0,1,32694,32876,0,0,0,0,0,0,2,60,120,69,0,0,0,0
647,45010,兔子,0,1,32711,32883,0,0,0,0,0,0,5,60,120,69,0,0,0,0
649,45010,兔子,0,1,32692,32852,0,0,0,0,0,0,7,60,120,69,0,0,0,0
651,45010,兔子,0,1,32648,32865,0,0,0,0,0,0,0,60,120,69,0,0,0,0
653,45010,兔子,0,1,32674,32854,0,0,0,0,0,0,6,60,120,69,0,0,0,0
655,45010,兔子,0,1,32677,32893,0,0,0,0,0,0,2,60,120,69,0,0,0,0
657,45010,兔子,0,1,32684,32889,0,0,0,0,0,0,0,60,120,69,0,0,0,0
659,45010,兔子,0,1,33067,33413,0,0,0,0,0,0,4,60,120,4,0,100,0,0
661,45010,兔子,0,1,32654,32434,0,0,0,0,0,0,7,60,120,4,0,100,0,0
663,45010,兔子,0,1,32648,32398,0,0,0,0,0,0,1,60,120,4,0,100,0,0
665,45010,兔子,0,1,32592,32367,0,0,0,0,0,0,7,60,120,4,0,100,0,0
667,45010,兔子,0,1,32557,32356,0,0,0,0,0,0,7,60,120,4,0,100,0,0
669,45010,兔子,0,1,32594,32410,0,0,0,0,0,0,3,60,120,4,0,100,0,0
671,45010,兔子,0,1,32610,32484,0,0,0,0,0,0,2,60,120,4,0,100,0,0
673,45010,兔子,0,1,32671,32504,0,0,0,0,0,0,0,60,120,4,0,100,0,0
675,45010,兔子,0,1,32709,32505,0,0,0,0,0,0,1,60,120,4,0,100,0,0
677,45010,兔子,0,1,32683,32481,0,0,0,0,0,0,7,60,120,4,0,100,0,0
679,45010,兔子,0,1,32797,32347,0,0,0,0,0,0,3,60,120,4,0,100,0,0
681,45010,兔子,0,1,32841,32358,0,0,0,0,0,0,3,60,120,4,0,100,0,0
683,45010,兔子,0,1,32816,32432,0,0,0,0,0,0,5,60,120,4,0,100,0,0
685,45010,兔子,0,1,32808,32462,0,0,0,0,0,0,1,60,120,4,0,100,0,0
687,45010,兔子,0,1,32841,32481,0,0,0,0,0,0,5,60,120,4,0,100,0,0
689,45010,兔子,0,1,32786,32510,0,0,0,0,0,0,6,60,120,4,0,100,0,0
691,45010,兔子,0,1,32762,32489,0,0,0,0,0,0,7,60,120,4,0,100,0,0
693,45010,兔子,0,1,32693,32477,0,0,0,0,0,0,1,60,120,4,0,100,0,0
695,45010,兔子,0,1,32695,32380,0,0,0,0,0,0,1,60,120,4,0,100,0,0
697,45010,兔子,0,1,32709,32310,0,0,0,0,0,0,1,60,120,4,0,100,0,0
699,45010,兔子,0,1,32701,32258,0,0,0,0,0,0,5,60,120,4,0,100,0,0
701,45010,兔子,0,1,32650,32294,0,0,0,0,0,0,5,60,120,4,0,100,0,0
711,45010,兔子,0,1,32844,32646,0,0,0,0,0,0,7,60,120,68,0,0,0,0
713,45010,兔子,0,1,32814,32634,0,0,0,0,0,0,5,60,120,68,0,0,0,0
715,45010,兔子,0,1,32797,32639,0,0,0,0,0,0,1,60,120,68,0,0,0,0
717,45010,兔子,0,1,32863,32692,0,0,0,0,0,0,5,60,120,68,0,0,0,0
719,45010,兔子,0,1,32864,32738,0,0,0,0,0,0,5,60,120,68,0,0,0,0
721,45010,兔子,0,1,32863,32707,0,0,0,0,0,0,1,60,120,68,0,0,0,0
723,45010,兔子,0,1,32874,32635,0,0,0,0,0,0,1,60,120,68,0,0,0,0
725,45010,兔子,0,1,32875,32611,0,0,0,0,0,0,7,60,120,68,0,0,0,0
727,45010,兔子,0,1,32930,32636,0,0,0,0,0,0,3,60,120,68,0,0,0,0
729,45010,兔子,0,1,32898,32625,0,0,0,0,0,0,5,60,120,68,0,0,0,0
731,45010,兔子,0,1,32868,32641,0,0,0,0,0,0,7,60,120,68,0,0,0,0
733,45010,兔子,0,1,32787,32768,0,0,0,0,0,0,3,60,120,68,0,0,0,0
735,45010,兔子,0,1,32812,32754,0,0,0,0,0,0,3,60,120,68,0,0,0,0
737,45010,兔子,0,1,32817,32726,0,0,0,0,0,0,0,60,120,68,0,0,0,0
739,45010,兔子,0,1,32837,32752,0,0,0,0,0,0,5,60,120,68,0,0,0,0
741,45010,兔子,0,1,32833,32753,0,0,0,0,0,0,0,60,120,68,0,0,0,0
743,45010,兔子,0,1,32776,32756,0,0,0,0,0,0,0,60,120,68,0,0,0,0
745,45010,兔子,0,1,32768,32709,0,0,0,0,0,0,3,60,120,68,0,0,0,0
747,45010,兔子,0,1,32686,32712,0,0,0,0,0,0,5,60,120,68,0,0,0,0
749,45010,兔子,0,1,32681,32729,0,0,0,0,0,0,7,60,120,68,0,0,0,0
