npc_id,item_id,note,min,max,chance
45079,40045,紅寶石,1,1,10000
45079,40046,藍寶石,1,1,10000
45079,40047,綠寶石,1,1,10000
45079,40307,沙哈之石,1,1,10000
45079,40308,金幣,20,45,1000000
45079,40496,粗糙的米索莉塊,1,1,100000
45082,20034,歐西斯頭盔,1,1,10000
45082,20056,抗魔法斗篷,1,1,5000
45082,20072,歐西斯斗篷,1,1,5000
45082,20110,抗魔法鏈甲,1,1,5000
45082,20135,歐西斯環甲,1,1,10000
45082,20136,歐西斯鏈甲,1,1,10000
45082,20237,阿克海盾牌,1,1,100000
45082,40001,燈,1,1,3000
45082,40010,治癒藥水,1,1,100000
45082,40267,黑暗精靈水晶(影之防護),1,1,1000
45082,40305,帕格里奧之石,1,1,10000
45082,40308,金幣,20,45,1000000
45082,220135,歐西斯環甲,1,1,5000
45082,220237,阿克海盾牌,1,1,5000
45083,20182,手套,1,1,10000
45083,20187,力量手套,1,1,1000
45083,40307,沙哈之石,1,1,10000
45083,40308,金幣,20,45,1000000
45084,40308,金幣,20,45,1000000
45085,49232,初級秘籍書,1,1,25000
45086,49232,初級秘籍書,1,1,25000
45088,40079,傳送回家的卷軸,1,1,100000
45088,40088,變形卷軸,1,1,100000
45088,40090,空的魔法卷軸(等級1),1,1,50000
45088,40091,空的魔法卷軸(等級2),1,1,50000
45088,40092,空的魔法卷軸(等級3),1,1,50000
45088,40100,瞬間移動卷軸,1,1,100000
45088,40126,鑑定卷軸,1,1,100000
45088,40308,金幣,20,45,1000000
45089,20182,手套,1,1,10000
45089,40306,伊娃之石,1,1,10000
45089,40308,金幣,20,45,1000000
45090,49232,初級秘籍書,1,1,25000
45091,49232,初級秘籍書,1,1,25000
45092,26,小侏儒短劍,1,1,500
45092,144,侏儒鐵斧,1,1,1000
45092,20007,侏儒鐵盔,1,1,100000
45092,20052,侏儒斗篷,1,1,5000
45092,20223,侏儒圓盾,1,1,10000
45092,40013,自我加速藥水,1,1,50000
45092,40018,強化 綠色藥水,1,1,50000
45092,40304,馬普勒之石,1,1,10000
45092,40308,金幣,22,50,1000000
45092,40408,金屬塊,1,1,100000
45093,31,長劍,1,1,100
45093,20147,銀釘皮甲,1,1,1000
45093,40029,象牙塔治癒藥水,1,1,50000
45093,40056,肉,1,1,50000
45093,40173,魔法書(吸血鬼之吻),1,1,10000
45093,40308,金幣,22,50,1000000
45093,220122,鱗甲,1,1,1000
45093,220125,鏈甲,1,1,1000
45093,220147,銀釘皮甲,1,1,1000
45094,31,長劍,1,1,1000
45094,20032,黑暗頭飾,1,1,1000
45094,20147,銀釘皮甲,1,1,10000
45094,20213,短統靴,1,1,10000
45094,20239,小盾牌,1,1,100000
45094,40025,黑色藥水,1,1,10000
45094,40056,肉,1,1,300000
45094,40171,魔法書(通暢氣脈術),1,1,10000
45094,40173,魔法書(吸血鬼之吻),1,1,10000
45094,40265,黑暗精靈水晶(暗隱術),1,1,10000
45094,40267,黑暗精靈水晶(影之防護),1,1,10000
45094,40274,黑暗精靈水晶(敏捷提升),1,1,10000
45094,40308,金幣,22,50,1000000
45094,40739,飛刀,1,1,10000
45094,220147,銀釘皮甲,1,1,1000
45094,220213,短統靴,1,1,5000
45095,49232,初級秘籍書,1,1,25000
45096,49232,初級秘籍書,1,1,25000
45097,40017,翡翠藥水,1,1,100000
45097,40306,伊娃之石,1,1,10000
45097,40308,金幣,109,186,1000000
45098,40005,蠟燭,1,1,500
45098,40010,治癒藥水,1,1,100000
45098,40056,肉,1,1,50000
45098,40060,胡蘿蔔,1,1,100000
45098,40131,甘地圖騰,1,1,300000
45098,40308,金幣,25,54,1000000
45098,40609,甘地妖魔魔法書,1,1,50000
45100,40308,金幣,25,54,1000000
45100,40581,不死族的鑰匙,1,1,100000
45101,20014,治癒魔法頭盔,1,1,1000
45101,40014,勇敢藥水,1,1,100000
45101,40047,綠寶石,1,1,100000
45101,40179,魔法書(極道落雷),1,1,10000
45101,40306,伊娃之石,1,1,10000
45101,40308,金幣,25,54,1000000
45102,40308,金幣,25,54,1000000
45102,40568,神秘的袋子,1,1,1000000
45103,40017,翡翠藥水,1,1,100000
45103,40306,伊娃之石,1,1,10000
45104,2,骰子匕首,1,1,1000
45104,20034,歐西斯頭盔,1,1,30000
45104,20135,歐西斯環甲,1,1,10000
45104,20136,歐西斯鏈甲,1,1,5000
45104,40089,復活卷軸,1,1,50000
45104,40265,黑暗精靈水晶(暗隱術),1,1,10000
45104,40266,黑暗精靈水晶(附加劇毒),1,1,10000
45104,40269,黑暗精靈水晶(力量提升),1,1,10000
45104,40308,金幣,25,54,1000000
45104,140100,瞬間移動卷軸,1,1,100000
45105,40029,象牙塔治癒藥水,1,1,50000
45105,40308,金幣,15,38,1000000
45107,27,彎刀,1,1,1000
45107,20043,鋼盔,1,1,10000
45107,20056,抗魔法斗篷,1,1,5000
45107,20242,大盾牌,1,1,1000
45107,40006,松木魔杖,1,1,100
45107,40013,自我加速藥水,1,1,100000
45107,40018,強化 綠色藥水,1,1,50000
45107,40171,魔法書(通暢氣脈術),1,1,10000
45107,40308,金幣,25,54,1000000
45107,40407,骨頭碎片,1,1,10000
45107,40605,骷髏頭,1,1,50000
45107,40899,鋼鐵原石,1,1,10000
45107,140100,瞬間移動卷軸,1,1,10000
45107,200027,彎刀,1,1,5000
45107,220043,鋼盔,1,1,5000
45107,220056,抗魔法斗篷,1,1,1000
45108,27,彎刀,1,1,100
45108,20043,鋼盔,1,1,500
45108,20056,抗魔法斗篷,1,1,3000
45108,20242,大盾牌,1,1,500
45108,40006,松木魔杖,1,1,50
45108,40013,自我加速藥水,1,1,10000
45108,40018,強化 綠色藥水,1,1,10000
45108,40029,象牙塔治癒藥水,1,1,50000
45108,40082,指定傳送卷軸(歌唱之島),1,1,50000
45108,40098,象牙塔鑑定卷軸,1,1,50000
45108,40308,金幣,25,54,1000000
45108,40407,骨頭碎片,1,1,1000
45108,200027,彎刀,1,1,1000
45109,2,骰子匕首,1,1,1000
45109,69,青銅 雙刀,1,1,5000
45109,71,鋼鐵 雙刀,1,1,10000
45109,152,青銅 鋼爪,1,1,10000
45109,153,鋼鐵 鋼爪,1,1,10000
45109,20070,黑暗斗蓬,1,1,1000
45109,40089,復活卷軸,1,1,100000
45109,40265,黑暗精靈水晶(暗隱術),1,1,10000
45109,40266,黑暗精靈水晶(附加劇毒),1,1,10000
45109,40269,黑暗精靈水晶(力量提升),1,1,10000
45109,40308,金幣,25,54,1000000
45109,40444,黑色米索莉原石,1,1,10000
45109,140100,瞬間移動卷軸,1,1,100000
45111,49237,史塔利的證明,1,1,10000
45113,49236,庫卡斯的證明,1,1,10000
45114,27,彎刀,1,1,500
45114,69,青銅 雙刀,1,1,5000
45114,71,鋼鐵 雙刀,1,1,10000
45114,152,青銅 鋼爪,1,1,10000
45114,153,鋼鐵 鋼爪,1,1,10000
45114,20043,鋼盔,1,1,5000
45114,20056,抗魔法斗篷,1,1,5000
45114,20070,黑暗斗蓬,1,1,1000
45114,20242,大盾牌,1,1,1000
45114,40006,松木魔杖,1,1,100
45114,40013,自我加速藥水,1,1,50000
45114,40018,強化 綠色藥水,1,1,50000
45114,40171,魔法書(通暢氣脈術),1,1,10000
45114,40181,魔法書(迷魅術),1,1,10000
45114,40265,黑暗精靈水晶(暗隱術),1,1,10000
45114,40266,黑暗精靈水晶(附加劇毒),1,1,10000
45114,40269,黑暗精靈水晶(力量提升),1,1,10000
45114,40308,金幣,25,54,1000000
45114,40407,骨頭碎片,1,1,10000
45114,200027,彎刀,1,1,5000
45114,220043,鋼盔,1,1,5000
45114,220056,抗魔法斗篷,1,1,1000
45115,20014,治癒魔法頭盔,1,1,10000
45115,40013,自我加速藥水,1,1,100000
45115,40014,勇敢藥水,1,1,50000
45115,40018,強化 綠色藥水,1,1,50000
45115,40047,綠寶石,1,1,50000
45115,40179,魔法書(極道落雷),1,1,1000
45115,40304,馬普勒之石,1,1,10000
45115,40308,金幣,33,65,1000000
45115,41274,螞蟻腿,1,1,0
45115,49106,龍騎士書板(覺醒：安塔瑞斯),1,1,10000
45115,49162,古代黑妖之秘笈,1,1,50000
45115,140100,瞬間移動卷軸,1,1,300000
45116,20011,抗魔法頭盔,1,1,10000
45116,20056,抗魔法斗篷,1,1,5000
45116,40013,自我加速藥水,1,1,100000
45116,40017,翡翠藥水,1,1,300000
45116,40018,強化 綠色藥水,1,1,50000
45116,40049,品質紅寶石,1,1,1600
45116,40304,馬普勒之石,1,1,10000
45116,40308,金幣,33,65,1000000
45117,40010,治癒藥水,1,1,100000
45117,40017,翡翠藥水,1,1,100000
45117,40046,藍寶石,1,1,10000
45117,40088,變形卷軸,1,1,10000
45117,40305,帕格里奧之石,1,1,10000
45117,40308,金幣,33,65,1000000
45117,40496,粗糙的米索莉塊,1,1,50000
45117,40522,藍水晶,1,1,10000
45117,49169,污濁妖魔之心,1,1,100000
45118,40010,治癒藥水,1,1,100000
45118,40017,翡翠藥水,1,1,100000
45118,40088,變形卷軸,1,1,10000
45118,40234,精靈水晶(世界樹的呼喚),1,1,10000
45118,40240,精靈水晶(三重矢),1,1,10000
45118,40305,帕格里奧之石,1,1,10000
45118,40308,金幣,33,65,1000000
45118,40492,綠水晶,1,1,10000
45118,40496,粗糙的米索莉塊,1,1,50000
45118,49169,污濁妖魔之心,1,1,100000
45119,40308,金幣,33,65,1000000
45119,40585,妖魔長老首級,1,1,1000000
45120,158,黑暗 鋼爪,1,1,10000
45120,20032,黑暗頭飾,1,1,1000
45120,20070,黑暗斗蓬,1,1,1000
45120,20110,抗魔法鏈甲,1,1,5000
45120,40001,燈,1,1,1000
45120,40267,黑暗精靈水晶(影之防護),1,1,10000
45120,40308,金幣,20,45,1000000
45120,40408,金屬塊,1,1,50000
45121,128,橡木魔法杖,1,1,5000
45121,129,美基魔法杖,1,1,1000
45121,131,力量魔法杖,1,1,1000
45121,40015,藍色藥水,1,1,100000
45121,40180,魔法書(高級治癒術),1,1,10000
45121,40191,魔法書(烈炎術),1,1,10000
45121,40224,魔法書(靈魂昇華),1,1,100
45121,40305,帕格里奧之石,1,1,10000
45121,40308,金幣,33,65,1000000
45121,49105,龍騎士書板(岩漿噴吐),1,1,10000
45122,172,弓,1,1,10000
45122,20043,鋼盔,1,1,10000
45122,20056,抗魔法斗篷,1,1,50000
45122,40013,自我加速藥水,1,1,100000
45122,40018,強化 綠色藥水,1,1,50000
45122,40171,魔法書(通暢氣脈術),1,1,10000
45122,40240,精靈水晶(三重矢),1,1,10000
45122,40308,金幣,33,65,1000000
45122,40407,骨頭碎片,1,1,10000
45124,172,弓,1,1,1000
45124,20043,鋼盔,1,1,1000
45124,20056,抗魔法斗篷,1,1,5000
45124,40013,自我加速藥水,1,1,10000
45124,40018,強化 綠色藥水,1,1,10000
45124,40029,象牙塔治癒藥水,1,1,50000
45124,40082,指定傳送卷軸(歌唱之島),1,1,50000
45124,40098,象牙塔鑑定卷軸,1,1,50000
45124,40308,金幣,33,65,1000000
45124,40407,骨頭碎片,1,1,10000
45125,40307,沙哈之石,1,1,10000
45125,40308,金幣,33,65,1000000
45125,40405,皮革,1,1,10000
45126,136,斧,1,1,1000
45126,137,亞連,1,1,10000
45126,138,木棒,1,1,10000
45126,139,弗萊爾,1,1,10000
45126,143,戰斧,1,1,2000
45126,40007,烏木魔杖,1,1,5000
45126,40015,藍色藥水,1,1,10000
45126,40045,紅寶石,1,1,50000
45126,40049,品質紅寶石,1,1,10000
45126,40053,高品質紅寶石,1,1,1000
45126,40177,魔法書(岩牢),1,1,10000
45126,40234,精靈水晶(世界樹的呼喚),1,1,10000
45126,40265,黑暗精靈水晶(暗隱術),1,1,50000
45126,40267,黑暗精靈水晶(影之防護),1,1,1000
45126,40304,馬普勒之石,1,1,10000
45126,40308,金幣,37,72,1000000
45126,40494,純粹的米索莉塊,1,1,10000
45126,40496,粗糙的米索莉塊,1,1,100000
45126,40564,生命的卷軸,1,1,300000
45127,20011,抗魔法頭盔,1,1,10000
45127,20056,抗魔法斗篷,1,1,5000
45127,20110,抗魔法鏈甲,1,1,5000
45127,40001,燈,1,1,1000
45127,40002,燈籠,1,1,1000
45127,40010,治癒藥水,1,1,100000
45127,40013,自我加速藥水,1,1,10000
45127,40018,強化 綠色藥水,1,1,10000
45127,40045,紅寶石,1,1,10000
45127,40056,肉,1,1,100000
45127,40059,蛋,1,1,100000
45127,40134,羅孚圖騰,1,1,300000
45127,40308,金幣,37,72,1000000
45128,40088,變形卷軸,1,1,10000
45128,40233,精靈水晶(心靈轉換),1,1,10000
45128,40234,精靈水晶(世界樹的呼喚),1,1,10000
45128,40305,帕格里奧之石,1,1,10000
45128,40308,金幣,37,72,1000000
45128,40496,粗糙的米索莉塊,1,1,50000
45128,40523,白水晶,1,1,10000
45128,49169,污濁妖魔之心,1,1,100000
45129,69,青銅 雙刀,1,1,5000
45129,71,鋼鐵 雙刀,1,1,10000
45129,152,青銅 鋼爪,1,1,10000
45129,153,鋼鐵 鋼爪,1,1,10000
45129,172,弓,1,1,10000
45129,20043,鋼盔,1,1,5000
45129,20056,抗魔法斗篷,1,1,10000
45129,20180,黑暗手套,1,1,10000
45129,40013,自我加速藥水,1,1,100000
45129,40018,強化 綠色藥水,1,1,50000
45129,40171,魔法書(通暢氣脈術),1,1,10000
45129,40265,黑暗精靈水晶(暗隱術),1,1,10000
45129,40266,黑暗精靈水晶(附加劇毒),1,1,10000
45129,40274,黑暗精靈水晶(敏捷提升),1,1,10000
45129,40308,金幣,33,65,1000000
45129,40407,骨頭碎片,1,1,10000
45130,136,斧,1,1,1000
45130,20056,抗魔法斗篷,1,1,50000
45130,40006,松木魔杖,1,1,100
45130,40013,自我加速藥水,1,1,50000
45130,40018,強化 綠色藥水,1,1,50000
45130,40171,魔法書(通暢氣脈術),1,1,10000
45130,40187,魔法書(體魄強健術),1,1,10000
45130,40308,金幣,37,72,1000000
45130,40407,骨頭碎片,1,1,10000
45131,96,矛,1,1,1000
45131,20056,抗魔法斗篷,1,1,20000
45131,40013,自我加速藥水,1,1,50000
45131,40018,強化 綠色藥水,1,1,50000
45131,40171,魔法書(通暢氣脈術),1,1,10000
45131,40308,金幣,37,72,1000000
45131,40407,骨頭碎片,1,1,10000
45131,40739,飛刀,1,1,10000
45133,20174,雪人手套,1,1,10000
45133,40088,變形卷軸,1,1,50000
45133,40237,精靈水晶(釋放元素),1,1,10000
45133,40306,伊娃之石,1,1,10000
45133,40308,金幣,41,78,1000000
45133,140100,瞬間移動卷軸,1,1,100000
45134,69,青銅 雙刀,1,1,5000
45134,71,鋼鐵 雙刀,1,1,10000
45134,136,斧,1,1,1000
45134,137,亞連,1,1,10000
45134,138,木棒,1,1,1000
45134,139,弗萊爾,1,1,1000
45134,143,戰斧,1,1,1000
45134,152,青銅 鋼爪,1,1,10000
45134,153,鋼鐵 鋼爪,1,1,10000
45134,20032,黑暗頭飾,1,1,1000
45134,40007,烏木魔杖,1,1,5000
45134,40010,治癒藥水,1,1,50000
45134,40011,強力治癒藥水,1,1,50000
45134,40015,藍色藥水,1,1,50000
45134,40265,黑暗精靈水晶(暗隱術),1,1,10000
45134,40267,黑暗精靈水晶(影之防護),1,1,10000
45134,40269,黑暗精靈水晶(力量提升),1,1,10000
45134,40304,馬普勒之石,1,1,10000
45134,40308,金幣,37,72,1000000
45134,40740,重飛刀,1,1,10000
45135,40002,燈籠,1,1,1000
45135,40260,精靈水晶(風之神射),1,1,10000
45135,40308,金幣,41,78,1000000
45136,40006,松木魔杖,1,1,100
45136,40007,烏木魔杖,1,1,5000
45136,40013,自我加速藥水,1,1,100000
45136,40018,強化 綠色藥水,1,1,50000
45136,40174,魔法書(緩速術),1,1,50000
45136,40190,魔法書(地裂術),1,1,10000
45136,40211,魔法書(沉睡之霧),1,1,10000
45136,40273,黑暗精靈水晶(毒性抵抗),1,1,10000
45136,40304,馬普勒之石,1,1,10000
45136,40308,金幣,41,78,1000000
45136,49046,蜘蛛腿肉,1,1,0
45136,140100,瞬間移動卷軸,1,1,100000
45137,40044,鑽石,1,1,10000
45137,40045,紅寶石,1,1,10000
45137,40048,品質鑽石,1,1,1000
45137,40068,精靈餅乾,1,1,10000
45137,40088,變形卷軸,1,1,10000
45137,40233,精靈水晶(心靈轉換),1,1,10000
45137,40234,精靈水晶(世界樹的呼喚),1,1,10000
45137,40235,精靈水晶(淨化精神),1,1,10000
45137,40248,精靈水晶(地面障礙),1,1,10000
45137,40260,精靈水晶(風之神射),1,1,10000
45137,40308,金幣,41,78,1000000
45137,40696,遠征隊的遺物,1,1,100000
45138,40002,燈籠,1,1,1000
45138,40260,精靈水晶(風之神射),1,1,10000
45138,40305,帕格里奧之石,1,1,10000
45138,40308,金幣,41,78,1000000
45139,20217,藍海賊長靴,1,1,5000
45139,20425,詛咒的綠色耳環,1,1,1000
45139,40010,治癒藥水,1,1,100000
45139,40045,紅寶石,1,1,10000
45139,40056,肉,1,1,100000
45139,40079,傳送回家的卷軸,1,1,100000
45139,40088,變形卷軸,1,1,100000
45139,40305,帕格里奧之石,1,1,10000
45139,40308,金幣,41,78,1000000
45139,40405,皮革,1,1,10000
45139,41276,山豬肉,1,1,0
45139,140329,原住民圖騰,1,1,10000
45140,23,闊劍,1,1,10000
45140,20043,鋼盔,1,1,10000
45140,40001,燈,1,1,1000
45140,40013,自我加速藥水,1,1,100000
45140,40018,強化 綠色藥水,1,1,100000
45140,40020,濃縮強力體力恢復劑,1,1,100000
45140,40304,馬普勒之石,1,1,10000
45140,40308,金幣,41,78,1000000
45140,40408,金屬塊,1,1,100000
45140,40899,鋼鐵原石,1,1,10000
45141,20011,抗魔法頭盔,1,1,10000
45141,40013,自我加速藥水,1,1,50000
45141,40014,勇敢藥水,1,1,100000
45141,40016,慎重藥水,1,1,100000
45141,40018,強化 綠色藥水,1,1,50000
45141,40090,空的魔法卷軸(等級1),1,1,50000
45141,40091,空的魔法卷軸(等級2),1,1,50000
45141,40171,魔法書(通暢氣脈術),1,1,10000
45141,40187,魔法書(體魄強健術),1,1,10000
45141,40277,黑暗精靈水晶(暗影之牙),1,1,10000
45141,40308,金幣,45,86,1000000
45141,40524,黑色血痕,1,1,10000
45142,143,戰斧,1,1,1000
45142,148,巨斧,1,1,1000
45142,40015,藍色藥水,1,1,50000
45142,40017,翡翠藥水,1,1,50000
45142,40047,綠寶石,1,1,50000
45142,40051,品質綠寶石,1,1,10000
45142,40055,高品質綠寶石,1,1,10000
45142,40174,魔法書(緩速術),1,1,10000
45142,40196,魔法書(召喚術),1,1,1000
45142,40221,魔法書(集體緩速術),1,1,10000
45142,40272,黑暗精靈水晶(暗黑盲咒),1,1,10000
45142,40308,金幣,41,78,1000000
45143,20011,抗魔法頭盔,1,1,10000
45143,20110,抗魔法鏈甲,1,1,10000
45143,20237,阿克海盾牌,1,1,100000
45143,20263,妖魔戰士護身符,1,1,20000
45143,40002,燈籠,1,1,1000
45143,40011,強力治癒藥水,1,1,100000
45143,40016,慎重藥水,1,1,10000
45143,40045,紅寶石,1,1,50000
45143,40049,品質紅寶石,1,1,1600
45143,40133,都達瑪拉圖騰,1,1,300000
45143,40308,金幣,45,86,1000000
45143,40611,都達瑪拉妖魔魔法書,1,1,50000
45144,25,銀劍,1,1,5000
45144,20011,抗魔法頭盔,1,1,10000
