item_id,note,crystal_count
20132,黑暗披肩,2000
20143,被遺忘的金屬盔甲,3700
20142,被遺忘的鱗甲,3700
20140,被遺忘的皮盔甲,3700
20141,被遺忘的長袍,3700
20154,金屬盔甲,3700
120154,金屬盔甲,3700
220154,金屬盔甲,3700
20052,侏儒斗篷,10
120052,侏儒斗篷,10
20056,抗魔法斗篷,20
120056,抗魔法斗篷,20
220056,抗魔法斗篷,20
20058,武官斗篷,500
20063,保護者斗篷,2000
20070,黑暗斗蓬,1000
20072,歐西斯斗篷,5
20073,精靈斗篷,120
20199,拉斯塔巴德長靴,150
20205,長靴,200
20207,深水長靴,200
20210,黑暗長靴,1000
20213,短統靴,30
220213,短統靴,30
20217,藍海賊長靴,300
20223,侏儒圓盾,25
120223,侏儒圓盾,25
20224,拉斯塔巴德圓盾,100
20229,反射之盾,1000
20231,塔盾,700
20237,阿克海盾牌,9
220237,阿克海盾牌,9
20239,小盾牌,6
20242,大盾牌,120
120242,大盾牌,120
20306,小型身體腰帶,1500
120306,小型身體腰帶,1500
20307,小型靈魂腰帶,1500
120307,小型靈魂腰帶,1500
20308,小型精神腰帶,1500
120308,小型精神腰帶,1500
20312,身體腰帶,1600
120312,身體腰帶,1600
20316,靈魂腰帶,3000
120316,靈魂腰帶,3000
20319,精神腰帶,3000
120319,精神腰帶,3000
20321,多羅皮帶,3000
120321,多羅皮帶,3000
20254,魅力項鍊,1000
120254,魅力項鍊,1000
20256,敏捷項鍊,1000
120256,敏捷項鍊,1000
20264,力量項鍊,1000
120264,力量項鍊,1000
20266,智力項鍊,1000
120266,智力項鍊,1000
20267,精神項鍊,1000
120267,精神項鍊,1000
20268,體質項鍊,1000
120268,體質項鍊,1000
20263,妖魔戰士護身符,6500
20281,變形控制戒指,200000
20288,傳送控制戒指,400000
20284,召喚控制戒指,200000
20293,受詛咒的鑽石戒指,2000
20294,受詛咒的紅寶石戒指,2000
20295,受詛咒的藍寶石戒指,2000
20296,受詛咒的綠寶石戒指,2000
220293,受詛咒的鑽石戒指,2000
220294,受詛咒的紅寶石戒指,2000
220295,受詛咒的藍寶石戒指,2000
220296,受詛咒的綠寶石戒指,2000
20285,水靈戒指,200
20300,地靈戒指,200
20302,風靈戒指,200
20304,火靈戒指,200
120285,水靈戒指,200
120300,地靈戒指,200
120302,風靈戒指,200
120304,火靈戒指,200
20303,抗魔戒指,200
40010,治癒藥水,3
140010,治癒藥水,3
240010,治癒藥水,3
40011,強力治癒藥水,25
140011,強力治癒藥水,25
40012,終極治癒藥水,37
140012,終極治癒藥水,37
40019,濃縮體力恢復劑,4
40020,濃縮強力體力恢復劑,25
40021,濃縮終極體力恢復劑,56
40017,翡翠藥水,7
40013,自我加速藥水,20
140013,自我加速藥水,20
40018,強化 綠色藥水,150
140018,強化 綠色藥水,150
40016,慎重藥水,60
140016,慎重藥水,60
40014,勇敢藥水,80
140014,勇敢藥水,80
40015,藍色藥水,100
140015,藍色藥水,100
40068,精靈餅乾,50
140068,精靈餅乾,50
40317,磨刀石,15
40126,鑑定卷軸,5
40100,瞬間移動卷軸,7
140100,瞬間移動卷軸,7
40119,解除咀咒的卷軸,10
140119,解除咀咒的卷軸,10
40079,傳送回家的卷軸,12
40089,復活卷軸,100
140089,復活卷軸,100
40088,變形卷軸,130
140088,變形卷軸,130
40090,空的魔法卷軸(等級1),10
40091,空的魔法卷軸(等級2),40
40092,空的魔法卷軸(等級3),100
40093,空的魔法卷軸(等級4),250
40094,空的魔法卷軸(等級5),500
40170,魔法書(燃燒的火球),160
40171,魔法書(通暢氣脈術),160
40172,魔法書(壞物術),160
40173,魔法書(吸血鬼之吻),160
40174,魔法書(緩速術),160
40175,魔法書(魔法屏障),160
40176,魔法書(冥想術),160
40177,魔法書(岩牢),160
40178,魔法書(木乃伊的詛咒),180
40179,魔法書(極道落雷),180
40180,魔法書(高級治癒術),180
40181,魔法書(迷魅術),180
40182,魔法書(聖潔之光),180
40183,魔法書(冰錐),180
40184,魔法書(魔力奪取),180
40185,魔法書(黑闇之影),180
40186,魔法書(造屍術),200
40187,魔法書(體魄強健術),200
40188,魔法書(加速術),200
40189,魔法書(魔法相消術),200
40190,魔法書(地裂術),200
40191,魔法書(烈炎術),200
40192,魔法書(弱化術),200
40193,魔法書(祝福魔法武器),200
40194,魔法書(體力回復術),220
40195,魔法書(冰矛圍籬),220
40196,魔法書(召喚術),220
40197,魔法書(神聖疾走),220
40198,魔法書(龍捲風),220
40199,魔法書(強力加速術),220
40200,魔法書(狂暴術),220
40201,魔法書(疾病術),220
40202,魔法書(全部治癒術),240
40203,魔法書(火牢),240
40204,魔法書(冰雪暴),240
40205,魔法書(隱身術),240
40206,魔法書(返生術),240
40207,魔法書(震裂術),240
40208,魔法書(治癒能量風暴),240
40209,魔法書(魔法封印),240
40210,魔法書(雷霆風暴),260
40211,魔法書(沉睡之霧),260
40212,魔法書(變形術),260
40213,魔法書(聖結界),260
40214,魔法書(集體傳送術),260
40215,魔法書(火風暴),260
40216,魔法書(藥水霜化術),260
40217,魔法書(強力無所遁形術),260
40218,魔法書(創造魔法武器),280
40219,魔法書(流星雨),280
40220,魔法書(終極返生術),280
40221,魔法書(集體緩速術),280
40222,魔法書(究極光裂術),280
40223,魔法書(絕對屏障),280
40224,魔法書(靈魂昇華),280
40225,魔法書(冰雪颶風),280
40265,黑暗精靈水晶(暗隱術),50
40266,黑暗精靈水晶(附加劇毒),50
40267,黑暗精靈水晶(影之防護),50
40268,黑暗精靈水晶(提煉魔石),50
40269,黑暗精靈水晶(力量提升),50
40270,黑暗精靈水晶(行走加速),200
40271,黑暗精靈水晶(燃燒鬥志),200
40272,黑暗精靈水晶(暗黑盲咒),200
40273,黑暗精靈水晶(毒性抵抗),200
40274,黑暗精靈水晶(敏捷提升),200
40275,黑暗精靈水晶(雙重破壞),500
40276,黑暗精靈水晶(暗影閃避),500
40277,黑暗精靈水晶(暗影之牙),500
40278,黑暗精靈水晶(會心一擊),500
40279,黑暗精靈水晶(閃避提升),500
42106,黑暗精靈水晶(Armor Break),1000
40164,技術書(衝擊之暈),1000
40165,技術書(增幅防禦),1000
40166,技術書(尖刺盔甲),1000
41147,技術書(堅固防護),1000
41148,技術書(反擊屏障),1000
40232,精靈水晶(魔法防禦),100
40233,精靈水晶(心靈轉換),100
40234,精靈水晶(世界樹的呼喚),100
40235,精靈水晶(淨化精神),200
40236,精靈水晶(屬性防禦),200
40237,精靈水晶(釋放元素),300
40238,精靈水晶(魂體轉換),300
40239,精靈水晶(單屬性防禦),300
40240,精靈水晶(三重矢),300
40247,精靈水晶(大地防護),300
40248,精靈水晶(地面障礙),300
40253,精靈水晶(水之元氣),300
40256,精靈水晶(火焰武器),300
40260,精靈水晶(風之神射),300
40261,精靈水晶(風之疾走),300
40241,精靈水晶(弱化屬性),400
40242,精靈水晶(魔法消除),400
40243,精靈水晶(召喚屬性精靈),400
40249,精靈水晶(大地屏障),400
40250,精靈水晶(大地的祝福),400
40254,精靈水晶(生命之泉),400
41151,精靈水晶(水之防護),400
40257,精靈水晶(烈炎氣息),400
40262,精靈水晶(暴風之眼),400
40244,精靈水晶(封印禁地),500
40245,精靈水晶(召喚強力屬性精靈),500
40246,精靈水晶(鏡反射),500
40251,精靈水晶(鋼鐵防護),500
40252,精靈水晶(體能激發),500
40258,精靈水晶(烈炎武器),500
40259,精靈水晶(屬性之火),500
41149,精靈水晶(烈焰之魂),500
41150,精靈水晶(能量激發),500
40263,精靈水晶(暴風神射),500
40264,精靈水晶(風之枷鎖),500
41153,精靈水晶(精準射擊),500
41152,精靈水晶(污濁之水),500
40255,精靈水晶(生命的祝福),500
40007,烏木魔杖,2
40006,松木魔杖,2
140006,松木魔杖,2
40008,楓木魔杖,2
140008,楓木魔杖,2
40041,人魚之鱗,20
40524,黑色血痕,2
40515,元素石,10
40040,威士忌,20
40044,鑽石,100
40047,綠寶石,100
40045,紅寶石,100
40046,藍寶石,100
40048,品質鑽石,200
40051,品質綠寶石,200
40049,品質紅寶石,200
40050,品質藍寶石,200
40052,高品質鑽石,1000
40055,高品質綠寶石,1000
40053,高品質紅寶石,1000
40054,高品質藍寶石,1000
40163,黃金鑰匙,1
41435,封印的傲慢之塔傳送符1F,20
40280,封印的傲慢之塔傳送符(11F),20
40281,封印的傲慢之塔傳送符(21F),20
40282,封印的傲慢之塔傳送符(31F),20
40283,封印的傲慢之塔傳送符(41F),20
40284,封印的傲慢之塔傳送符(51F),20
40285,封印的傲慢之塔傳送符(61F),20
40286,封印的傲慢之塔傳送符(71F),20
40287,封印的傲慢之塔傳送符(81F),20
40288,封印的傲慢之塔傳送符(91F),20
40329,原住民圖騰,10
140329,原住民圖騰,10
40397,奇美拉之皮(龍),2
40398,奇美拉之皮(山羊),2
40399,奇美拉之皮(獅子),2
40400,奇美拉之皮(蛇),2
40407,骨頭碎片,2
40408,金屬塊,2
40419,巨大莫妮亞蜘蛛絲,150
40424,狼皮,5
40431,鼴鼠的皮,3
40432,狄亞得卷軸碎片,5
40434,犰狳的尾巴,3
40437,深淵花枝條,2
40438,蝙蝠之牙,2
40443,黑色米索莉,8
40444,黑色米索莉原石,100
40442,布拉伯的胃液,2
40452,喚獸師戒指,3
40453,喚獸師長鞭,3
40454,馴獸師戒指,3
40458,光明的鱗片,2
40459,毒蠍之皮,10
40460,阿西塔基奧的灰燼,100
40461,惡魔的黑色腳鐐,4
40462,惡魔的紅色腳鐐,4
40463,惡魔的藍色腳鐐,4
40464,惡魔的白色腳鐐,4
40465,精靈使戒指,3
40468,銀原石,10
40470,原石碎片,500
40472,地獄犬之皮,120
40477,墮落的惡魔書1冊,3
40478,墮落的惡魔書2冊,3
40479,墮落的惡魔書3冊,3
40480,墮落的惡魔書4冊,3
40483,金屬蜈蚣的皮,2
40486,火山灰,2
40490,黑暗元素石,8
40496,粗糙的米索莉塊,2
40499,蘑菇汁,2
40510,污濁安特的樹皮,3
40511,污濁安特的水果,105
40512,污濁安特的樹枝,2
40514,精靈之淚,10
40516,品質綠水晶,10
40517,品質紅水晶,10
40518,品質藍水晶,10
40540,古老的交易文件,2
40609,甘地妖魔魔法書,2
40610,那魯加妖魔魔法書,2
40611,都達瑪拉妖魔魔法書,2
40612,阿吐巴妖魔魔法書,2
40646,蜥蜴的角,18
40675,黑暗礦石,75
40678,靈魂石碎片,1000
40696,遠征隊的遺物,2
40703,心靈支配石,75
40714,藍尾蜥蜴之皮,2
40718,血石碎片,1000
40853,大洞穴移動卷軸,20
40899,鋼鐵原石,2
40959,冥法軍王徽印,7
40960,法令軍王徽印,7
40961,魔獸軍王徽印,7
40962,暗殺軍王徽印,7
40968,修行者經典,10
40969,黑暗妖精的靈魂水晶,1000
40986,守護者之牙,50
40987,受詛咒的黑色耳環,10
40988,受詛咒的黑色耳環,10
40989,受詛咒的黑色耳環,10
40978,土之守護者的尾巴,100
40979,水之守護者的尾巴,100
40980,火之守護者的尾巴,100
40981,風之守護者的尾巴,100
40982,土之守護者的皮,200
40983,水之守護者的皮,200
40984,火之守護者的皮,200
40985,風之守護者的皮,200
40999,黑暗妖精士兵的徽章,2
41000,黑暗妖精將軍的徽章,5
41038,航海日誌第1頁,10
41039,航海日誌第2頁,10
41040,航海日誌第3頁,10
41041,航海日誌第4頁,10
41042,航海日誌第5頁,10
41043,航海日誌第6頁,10
41044,航海日誌第7頁,10
41045,航海日誌第8頁,10
41046,航海日誌第9頁,10
41047,航海日誌第10頁,10
41154,暗之鱗,50
41155,火之鱗,50
41156,叛之鱗,50
41157,恨之鱗,50
41206,少了刀刃的武器,600
41207,船員遺體,2
41208,微弱的靈魂,20
41217,[jp]王族袋子,100
41218,[jp]騎士袋子,100
41219,[jp]妖精袋子,100
41220,[jp]法師袋子,100
41221,黑暗妖精袋子,100
41342,梅杜莎之血,200
41343,法利昂的血痕,2
41344,水中的水,10
41352,神聖獨角獸之角,100
41399,屏風,10
