id,name,unidentified_name_id,identified_name_id,item_type,use_type,material,weight,inv_gfx_id,grd_gfx_id,item_desc_id,stackable,max_change_count,dmg_small,dmg_large,min_level,max_level,loc_x,loc_y,map_id,bless,tradable,deletable,sealable,delay_id,delay_time,delay_effect,food_volume,save_at_once,charge_time,expiration_time
40013,속도 향상 물약,$234,$264,potion,haste,glass,3900,77,42,17,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40014,용기의 물약,$943,$943,potion,brave,glass,4500,79,44,296,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40015,마력 회복 물약,$232,$507,potion,magic_regeneration,glass,7800,75,20,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40016,지혜의 물약,$944,$944,potion,wisdom,glass,4500,1529,3836,297,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40017,해독제,$233,$233,potion,cure,glass,1000,76,41,126,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40018,강화 속도향상 물약,$1652 $234,$1652 $264,potion,haste,glass,7050,621,42,17,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40019,농축 체력 회복제,$1251,$1251,potion,healing,glass,1950,535,3041,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1000,0,0,0,0,\N
40020,농축 고급 체력 회복제,$1252,$1252,potion,healing,glass,2450,532,3042,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1000,0,0,0,0,\N
40021,농축 강력 체력 회복제,$1253,$1253,potion,healing,glass,2950,536,3043,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1000,0,0,0,0,\N
40022,고대의 체력 회복제,$2575,$2575,potion,healing,glass,2900,1161,3041,915,1,0,0,0,0,0,0,0,0,0,1,1,1,2,500,0,0,0,0,\N
40023,고대의 고급 체력 회복제,$2576,$2576,potion,healing,glass,4900,1162,3042,916,1,0,0,0,0,0,0,0,0,0,1,1,1,2,500,0,0,0,0,\N
40024,고대의 강력 체력 회복제,$2577,$2577,potion,healing,glass,5850,1163,3043,917,1,0,0,0,0,0,0,0,0,0,1,1,1,2,500,0,0,0,0,\N
40025,눈멀기 물약,$239,$242,potion,normal,glass,15600,82,47,16,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40026,바나나 쥬스,$107 $2372,$107 $2372,potion,healing,glass,2930,1033,47,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1000,0,0,0,0,\N
40027,오렌지 쥬스,$85 $2372,$85 $2372,potion,healing,glass,2930,1034,47,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1000,0,0,0,0,\N
40028,사과 쥬스,$106 $2372,$106 $2372,potion,healing,glass,2930,1032,47,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1000,0,0,0,0,\N
40029,상아탑의 체력 회복제,$3301,$3301,potion,healing,glass,7800,80,45,1342,1,0,0,0,0,51,0,0,0,0,0,1,1,2,500,0,0,0,0,\N
40030,상아탑의 속도향상 물약,$3302,$3302,potion,haste,glass,7800,77,42,1343,1,0,0,0,0,51,0,0,0,0,0,1,1,0,0,0,0,0,0,\N
40031,악마의 피,$3372,$3372,potion,brave,glass,0,1761,4338,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40032,에바의 축복,$1507,$1507,potion,bless_eva,glass,2000,557,1733,411,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40033,엘릭서 (STR),$2530,$2530,potion,normal,glass,20000,1143,2983,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,\N
40034,엘릭서 (CON),$2531,$2531,potion,normal,glass,20000,1140,2987,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,\N
40035,엘릭서 (DEX),$2532,$2532,potion,normal,glass,20000,1141,2984,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,\N
40036,엘릭서 (INT),$2533,$2533,potion,normal,glass,20000,1142,2985,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,\N
40037,엘릭서 (WIS),$2534,$2534,potion,normal,glass,20000,1144,2986,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,\N
40038,엘릭서 (CHA),$2535,$2535,potion,normal,glass,20000,1139,2988,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,\N
40039,와인,$3405,$3405,potion,haste,glass,160,1646,4249,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40040,위스키,$3406,$3406,potion,haste,glass,160,1647,4250,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40041,인어의 비늘,$1508,$1508,potion,bless_eva,bone,3900,556,1732,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40042,정신력의 물약,$3370,$3370,potion,magic_healing,glass,31000,1730,4324,1406,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40043,토끼의 간,$1943,$1943,potion,healing,glass,19500,904,3041,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1000,0,0,0,0,\N
40044,다이아몬드,$512,$512,gem,none,gemstone,40,236,771,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40045,루비,$513,$513,gem,none,gemstone,40,242,774,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40046,사파이어,$514,$514,gem,none,gemstone,40,245,775,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40047,에메랄드,$515,$515,gem,none,gemstone,40,239,772,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40048,고급 다이아몬드,$799 $512,$799 $512,gem,none,gemstone,40,237,771,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40049,고급 루비,$799 $513,$799 $513,gem,none,gemstone,40,243,774,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40050,고급 사파이어,$799 $514,$799 $514,gem,none,gemstone,40,246,775,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40051,고급 에메랄드,$799 $515,$799 $515,gem,none,gemstone,40,240,772,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40052,최고급 다이아몬드,$800 $512,$800 $512,gem,none,gemstone,40,238,771,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40053,최고급 루비,$800 $513,$800 $513,gem,none,gemstone,40,244,774,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40054,최고급 사파이어,$800 $514,$800 $514,gem,none,gemstone,40,247,775,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40055,최고급 에메랄드,$800 $515,$800 $515,gem,none,gemstone,40,241,772,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40056,고기,$23,$23,food,normal,animalmatter,10000,124,36,10,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,100,0,0,\N
40057,괴물 눈 고기,$6 $23,$6 $23,food,normal,animalmatter,10000,1205,3176,9,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40058,그을린 빵조각,$3403,$3403,potion,healing,vegetation,4000,1648,4251,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1000,0,0,0,0,\N
40059,달걀,$72,$72,food,normal,animalmatter,1000,40,69,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,80,0,0,\N
40060,당근,$68,$68,food,normal,vegetation,2000,25,67,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,50,0,0,\N
40061,레몬,$82,$82,food,normal,vegetation,2000,63,72,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,50,0,0,\N
40062,바나나,$107,$107,food,normal,vegetation,2000,127,80,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,80,0,0,\N
40063,발렌타인데이 초콜릿,$1619 $1622,$1619 $1622,food,normal,vegetation,1000,608,2058,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40064,사과,$106,$106,food,normal,vegetation,2000,995,2723,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,50,0,0,\N
40065,사탕,$1179,$1179,food,normal,vegetation,1000,936,73,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,30,0,0,\N
40066,찹살떡,$2578,$2578,potion,magic_healing,vegetation,6000,1157,3037,918,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40067,쑥송편,$2579,$2579,potion,magic_healing,vegetation,12000,1158,3038,919,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40068,엘븐 와퍼,$110,$110,potion,brave,vegetation,5000,130,81,86,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40069,오렌지,$85,$85,food,normal,vegetation,2000,71,73,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,80,0,0,\N
40070,진화의 열매,$2810,$2810,other,normal,vegetation,10000,1316,3350,969,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40071,타다남은 빵조각,$3404,$3404,potion,healing,vegetation,5000,1649,4251,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1000,0,0,0,0,\N
40072,팬케익,$86,$86,food,normal,vegetation,2000,125,74,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,200,0,0,\N
40073,화이트데이 사탕,$1622 $1181,$1622 $1181,food,normal,vegetation,1000,614,73,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40074,갑옷 마법 주문서,$249,$249,scroll,zel,paper,630,467,22,26,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40075,갑옷 파괴 주문서,$254,$254,scroll,zel,paper,630,476,22,27,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40076,고대의 주문서,$1957,$1957,scroll,normal,paper,5000,911,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40077,고대인의 연금술 두루마리,$3363,$3363,scroll,dai,paper,630,1690,4286,1396,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40078,고대인의 주술 두루마리,$3366,$3366,scroll,zel,paper,630,1693,4289,1395,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40079,귀환 주문서,$505,$505,scroll,normal,paper,630,474,22,1338,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1500,0,0,0,0,\N
40080,글루딘 마을 귀환 주문서,$3304,$3304,scroll,normal,paper,630,474,22,1345,1,0,0,0,0,0,32612,32734,4,0,1,1,1,4,1500,0,0,0,0,\N
40081,기란 마을 귀환 주문서,$1410,$1410,scroll,normal,paper,630,474,22,1351,1,0,0,0,0,0,33442,32797,4,0,1,1,1,4,1500,0,0,0,0,\N
40082,노래하는 섬 귀환 주문서,$1411,$1411,scroll,normal,paper,630,474,22,0,1,0,0,0,0,13,32831,32838,8011,0,1,1,1,4,1500,0,0,0,0,\N
40083,대 공동 이동 주문서,대공동 $203,대공동 $203,scroll,normal,paper,630,1813,22,0,1,0,0,0,0,0,32572,32663,400,0,1,1,1,4,1500,0,0,0,0,\N
40084,디아드 이동주문서,$3554,$3554,scroll,normal,paper,630,474,22,0,1,0,0,0,0,0,32723,32851,320,0,1,1,1,4,1500,0,0,0,0,\N
40085,말하는 섬 이동 주문서,$3303,$3303,scroll,normal,paper,630,474,22,0,1,0,0,0,0,0,32580,32931,0,0,1,1,1,4,1500,0,0,0,0,\N
40086,매스 텔레포트 주문서,$618,$618,scroll,ntele,paper,630,469,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1500,0,0,0,0,\N
40087,무기 마법 주문서,$244,$244,scroll,dai,paper,630,468,22,25,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40088,변신 주문서,$971,$971,scroll,sosc,paper,630,472,22,1341,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40089,부활 주문서,$257,$257,scroll,res,paper,630,471,22,28,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40090,빈 주문서 (레벨 1),$1486,$1486,scroll,blank,paper,630,859,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40091,빈 주문서 (레벨 2),$1892,$1892,scroll,blank,paper,630,860,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40092,빈 주문서 (레벨 3),$1893,$1893,scroll,blank,paper,630,858,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40093,빈 주문서 (레벨 4),$1894,$1894,scroll,blank,paper,630,862,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40094,빈 주문서 (레벨 5),$1895,$1895,scroll,blank,paper,630,864,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40095,상아탑의 귀환 주문서,$3297,$3297,scroll,normal,paper,630,474,22,1353,1,0,0,0,0,51,0,0,0,0,0,1,1,4,1500,0,0,0,0,\N
40096,상아탑의 변신 주문서,$3300,$3300,scroll,sosc,paper,630,472,22,1341,1,0,0,0,0,51,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40097,상아탑의 저주 풀기 주문서,$3299,$3299,scroll,normal,paper,630,470,22,1340,1,0,0,0,0,51,0,0,0,0,0,1,1,0,0,0,0,0,0,\N
40098,상아탑의 확인 주문서,$3298,$3298,scroll,identify,paper,630,475,22,1339,1,0,0,0,0,51,0,0,0,0,0,1,1,0,0,0,0,0,0,\N
40099,상아탑의 순간이동 주문서,$3296,$3296,scroll,ntele,paper,630,473,22,1337,1,0,0,0,0,51,0,0,0,0,0,1,1,4,1500,0,0,0,0,\N
40100,순간이동 주문서,$230,$230,scroll,ntele,paper,630,473,22,1337,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1500,0,0,0,0,\N
40101,(구)숨겨진 계곡 귀환 주문서,(구) $1424,(구) $1424,scroll,npc_talk,paper,630,474,22,0,1,0,0,0,0,12,32671,32836,69,0,1,1,1,4,1500,0,0,0,0,\N
40102,아덴 마을 귀환 주문서,$3314,$3314,scroll,normal,paper,630,474,22,1355,1,0,0,0,0,0,33966,33253,4,0,1,1,1,4,1500,0,0,0,0,\N
40103,오렌 마을 귀환 주문서,$3312,$3312,scroll,normal,paper,630,474,22,0,1,0,0,0,0,0,34061,32276,4,0,1,1,1,4,1500,0,0,0,0,\N
40104,오만의 탑 11층 이동주문서,$2169,$2169,scroll,normal,paper,630,5488,2878,0,1,0,0,0,0,0,32631,32935,111,0,1,1,1,4,1500,0,0,0,0,\N
40105,오만의 탑 21층 이동주문서,$2168,$2168,scroll,normal,paper,630,5489,2878,0,1,0,0,0,0,0,32631,32935,121,0,1,1,1,4,1500,0,0,0,0,\N
40106,오만의 탑 31층 이동주문서,$2404,$2404,scroll,normal,paper,630,5490,2878,0,1,0,0,0,0,0,32631,32935,131,0,1,1,1,4,1500,0,0,0,0,\N
40107,오만의 탑 41층 이동주문서,$2405,$2405,scroll,normal,paper,630,5491,2878,0,1,0,0,0,0,0,32631,32935,141,0,1,1,1,4,1500,0,0,0,0,\N
40108,오만의 탑 51층 이동주문서,$2673,$2673,scroll,normal,paper,630,5492,2878,0,1,0,0,0,0,0,32669,32814,151,0,1,1,1,4,1500,0,0,0,0,\N
40109,오만의 탑 61층 이동주문서,$2674,$2674,scroll,normal,paper,630,5493,2878,0,1,0,0,0,0,0,32669,32814,161,0,1,1,1,4,1500,0,0,0,0,\N
40110,오만의 탑 71층 이동주문서,$2675,$2675,scroll,normal,paper,630,5494,2878,0,1,0,0,0,0,0,32669,32814,171,0,1,1,1,4,1500,0,0,0,0,\N
40111,오만의 탑 81층 이동주문서,$2676,$2676,scroll,normal,paper,630,5495,2878,0,1,0,0,0,0,0,32669,32814,181,0,1,1,1,4,1500,0,0,0,0,\N
40112,오만의 탑 91층 이동주문서,$2677,$2677,scroll,normal,paper,630,5496,2878,0,1,0,0,0,0,0,32669,32814,191,0,1,1,1,4,1500,0,0,0,0,\N
40113,오만의 탑 100층 이동주문서,$2862,$2862,scroll,normal,paper,630,5497,2878,0,1,0,0,0,0,0,32731,32856,200,0,1,1,1,4,1500,0,0,0,0,\N
40114,요정숲 귀환 주문서,$3308,$3308,scroll,normal,paper,630,474,22,1349,1,0,0,0,0,0,33050,32341,4,0,1,1,1,4,1500,0,0,0,0,\N
40115,우드벡 마을 귀환 주문서,$3306,$3306,scroll,normal,paper,630,474,22,1347,1,0,0,0,0,0,32617,33201,4,0,1,1,1,4,1500,0,0,0,0,\N
40116,웰던 마을 귀환 주문서,$3313,$3313,scroll,normal,paper,630,474,22,1354,1,0,0,0,0,0,33705,32504,4,0,1,1,1,4,1500,0,0,0,0,\N
40117,은기사 마을 귀환 주문서,$3309,$3309,scroll,normal,paper,630,474,22,1350,1,0,0,0,0,0,33080,33392,4,0,1,1,1,4,1500,0,0,0,0,\N
40118,은둔자 마을 귀환 주문서,$3547,$3547,scroll,normal,paper,630,1815,22,0,1,0,0,0,0,0,32601,32908,400,0,1,1,1,4,1500,0,0,0,0,\N
40119,저주 풀기 주문서,$243,$243,scroll,normal,paper,630,470,22,1340,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40120,저항군 마을 귀환 주문서,$3546,$3546,scroll,normal,paper,630,1814,22,0,1,0,0,0,0,0,32571,32673,400,0,1,1,1,4,1500,0,0,0,0,\N
40121,블랙 미스릴 광산 주문서,블랙 미스릴 광산 $230,블랙 미스릴 광산 $230,scroll,normal,paper,630,474,22,0,1,0,0,0,0,0,32733,32985,330,0,1,1,1,4,1500,0,0,0,0,\N
40122,켄트 마을 귀환 주문서,$3305,$3305,scroll,normal,paper,630,474,22,1346,1,0,0,0,0,0,33050,32780,4,0,1,1,1,4,1500,0,0,0,0,\N
40123,하이네 마을 귀환 주문서,$3311,$3311,scroll,normal,paper,630,474,22,1352,1,0,0,0,0,0,33614,33253,4,0,1,1,1,4,1500,0,0,0,0,\N
40124,혈맹 귀환 주문서,$2380,$2380,scroll,normal,paper,630,474,22,806,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1500,0,0,0,0,\N
40125,화전민 마을 귀환 주문서,$3307,$3307,scroll,normal,paper,630,474,22,1348,1,0,0,0,0,0,32752,32441,4,0,1,1,1,4,1500,0,0,0,0,\N
40126,확인 주문서,$55,$55,scroll,identify,paper,630,475,22,1339,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40127,환상의 갑옷 마법 주문서,$2001,$2001,scroll,zel,paper,18000,928,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40128,환상의 무기 마법 주문서,$2000,$2000,scroll,dai,paper,13000,929,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40129,기안의 두루마리,$3359,$3359,scroll,zel,paper,630,1686,4282,1395,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40130,칼바스의 두루마리,$3360,$3360,scroll,dai,paper,630,1687,4283,1396,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40131,간디의 토템,$501,$501,totem,none,bone,1000,261,732,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40132,네루가의 토템,$500,$500,totem,none,bone,1000,259,730,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40133,두다-마라의 토템,$503,$503,totem,none,bone,1000,260,731,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40134,로바의 토템,$502,$502,totem,none,bone,1000,262,733,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40135,아투바의 토템,$499,$499,totem,none,bone,1000,258,729,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,\N
40136,3연발 폭죽,$1654 $1616,$1654 $1616,firecracker,normal,wood,0,596,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40137,6연발 폭죽,$1655 $1616,$1655 $1616,firecracker,normal,wood,0,598,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40138,고급 3연발 폭죽,$799 $1655 $1616,$799 $1655 $1616,firecracker,normal,wood,0,597,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40139,남색 2단 폭죽,$1627 $1630 $1616,$1627 $1630 $1616,firecracker,normal,wood,0,595,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40140,남색 스파크,$1627 $1656,$1627 $1656,firecracker,normal,wood,0,599,2057,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40141,남색 폭죽,$1627 $1616,$1627 $1616,firecracker,normal,wood,0,593,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40142,남색 하트 폭죽,$1627 $1631 $1616,$1627 $1631 $1616,firecracker,normal,wood,0,594,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40143,적색 2단 폭죽,$1625 $1630 $1616,$1625 $1630 $1616,firecracker,normal,wood,0,595,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40144,적색 스파크,$1625 $1656,$1625 $1656,firecracker,normal,wood,0,599,2057,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40145,적색 폭죽,$1625 $1616,$1625 $1616,firecracker,normal,wood,0,593,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40146,적색 하트 폭죽,$1625 $1631 $1616,$1625 $1631 $1616,firecracker,normal,wood,0,594,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40147,청색 2단 원형 폭죽,$1626 $1630 $1629 $1616,$1626 $1630 $1629 $1616,firecracker,normal,wood,0,595,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40148,청색 2단 폭죽,$1626 $1630 $1616,$1626 $1630 $1616,firecracker,normal,wood,0,595,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40149,청색 눈꽃 폭죽,$1626 $1632 $1616,$1626 $1632 $1616,firecracker,normal,wood,0,594,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40150,청색 스파크,$1626 $1656,$1626 $1656,firecracker,normal,wood,0,599,2057,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40151,청색 원형 폭죽,$1626 $1629 $1616,$1626 $1629 $1616,firecracker,normal,wood,0,593,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40152,청색 폭죽,$1626 $1616,$1626 $1616,firecracker,normal,wood,0,593,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40153,청색 하트 폭죽,$1626 $1631 $1616,$1626 $1631 $1616,firecracker,normal,wood,0,594,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40154,크리스마스 폭죽,$2683,$2683,firecracker,normal,wood,0,1207,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40155,황색 2단 원형 폭죽,$1628 $1630 $1629 $1616,$1628 $1630 $1629 $1616,firecracker,normal,wood,0,595,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40156,황색 2단 폭죽,$1628 $1630 $1616,$1628 $1630 $1616,firecracker,normal,wood,0,595,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40157,황색 눈꽃 폭죽,$1628 $1632 $1616,$1628 $1632 $1616,firecracker,normal,wood,0,594,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40158,황색 스파크,$1628 $1656,$1628 $1656,firecracker,normal,wood,0,599,2057,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40159,황색 원형 폭죽,$1628 $1629 $1616,$1628 $1629 $1616,firecracker,normal,wood,0,593,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40160,황색 폭죽,$1628 $1616,$1628 $1616,firecracker,normal,wood,0,593,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
40161,황색 하트 폭죽,$1628 $1631 $1616,$1628 $1631 $1616,firecracker,normal,wood,0,594,2009,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,\N
