npc_id,note,room_number,key_id,lodger_id,hall,due_time
70065,오렌 마을 - 엔케,8,0,0,0,2011-05-19 05:46:37
70065,오렌 마을 - 엔케,9,0,0,0,2011-05-19 05:46:37
70065,오렌 마을 - 엔케,10,0,0,0,2011-05-19 05:46:37
70065,오렌 마을 - 엔케,11,0,0,0,2011-05-19 05:16:07
70065,오렌 마을 - 엔케,12,0,0,0,2011-05-19 05:46:37
70065,오렌 마을 - 엔케,13,0,0,0,2011-05-19 05:46:37
70065,오렌 마을 - 엔케,14,0,0,0,2011-05-19 05:46:37
70065,오렌 마을 - 엔케,15,0,0,0,2011-05-19 05:46:37
70070,윈 폴더 우드 - 베릿사,0,0,0,0,2011-05-19 05:46:37
70070,윈 폴더 우드 - 베릿사,1,0,0,0,2011-05-19 05:16:07
70070,윈 폴더 우드 - 베릿사,2,0,0,0,2011-05-19 05:46:37
70070,윈 폴더 우드 - 베릿사,3,0,0,0,2011-05-19 05:46:37
70070,윈 폴더 우드 - 베릿사,4,0,0,0,2011-05-19 05:16:07
70070,윈 폴더 우드 - 베릿사,5,0,0,0,2011-05-19 05:46:37
70070,윈 폴더 우드 - 베릿사,6,0,0,0,2011-05-19 05:46:37
70070,윈 폴더 우드 - 베릿사,7,0,0,0,2011-05-19 05:46:37
70070,윈 폴더 우드 - 베릿사,8,0,0,0,2011-05-19 05:46:37
70070,윈 폴더 우드 - 베릿사,9,0,0,0,2011-05-19 05:46:37
70070,윈 폴더 우드 - 베릿사,10,0,0,0,2011-05-19 05:46:37
70070,윈 폴더 우드 - 베릿사,11,0,0,0,2011-05-19 05:46:37
70070,윈 폴더 우드 - 베릿사,12,0,0,0,2011-05-19 05:46:37
70070,윈 폴더 우드 - 베릿사,13,0,0,0,2011-05-19 05:46:37
70070,윈 폴더 우드 - 베릿사,14,0,0,0,2011-05-19 05:16:07
70070,윈 폴더 우드 - 베릿사,15,0,0,0,2011-05-19 05:46:37
70075,수련 - 미란다,0,0,0,0,2011-05-19 05:46:37
70075,수련 - 미란다,1,0,0,0,2011-05-19 05:46:37
70075,수련 - 미란다,2,0,0,0,2011-05-19 05:46:37
70075,수련 - 미란다,3,0,0,0,2011-05-19 05:46:37
70075,수련 - 미란다,4,0,0,0,2011-05-19 05:16:07
70075,수련 - 미란다,5,0,0,0,2011-05-19 05:46:37
70075,수련 - 미란다,6,0,0,0,2011-05-19 05:46:37
70075,수련 - 미란다,7,0,0,0,2011-05-19 05:16:07
70075,수련 - 미란다,8,0,0,0,2011-05-19 05:46:37
70075,수련 - 미란다,9,0,0,0,2011-05-19 05:46:37
70075,수련 - 미란다,10,0,0,0,2011-05-19 05:46:37
70075,수련 - 미란다,11,0,0,0,2011-05-19 05:46:37
70075,수련 - 미란다,12,0,0,0,2011-05-19 05:46:37
70075,수련 - 미란다,13,0,0,0,2011-05-19 05:46:37
70075,수련 - 미란다,14,0,0,0,2011-05-19 05:46:37
70075,수련 - 미란다,15,0,0,0,2011-05-19 05:46:37
70084,하이네 - 엘리,0,0,0,0,2011-05-19 05:46:37
70084,하이네 - 엘리,1,0,0,0,2011-05-19 05:16:07
70084,하이네 - 엘리,2,0,0,0,2011-05-19 05:46:37
70084,하이네 - 엘리,3,0,0,0,2011-05-19 05:46:37
70084,하이네 - 엘리,4,0,0,0,2011-05-19 05:46:37
70084,하이네 - 엘리,5,0,0,0,2011-05-19 05:46:37
70084,하이네 - 엘리,6,0,0,0,2011-05-19 05:46:37
70084,하이네 - 엘리,7,0,0,0,2011-05-19 05:16:07
70084,하이네 - 엘리,8,0,0,0,2011-05-19 05:46:37
70084,하이네 - 엘리,9,0,0,0,2011-05-19 05:46:37
70084,하이네 - 엘리,10,0,0,0,2011-05-19 05:16:07
70084,하이네 - 엘리,11,0,0,0,2011-05-19 05:46:37
70084,하이네 - 엘리,12,0,0,0,2011-05-19 05:16:07
70084,하이네 - 엘리,13,0,0,0,2011-05-19 05:46:37
70084,하이네 - 엘리,14,0,0,0,2011-05-19 05:46:37
70084,하이네 - 엘리,15,0,0,0,2011-05-19 05:16:07
