id,name,name_id,note,impl,gfx_id,level,hp,mp,ac,str,con,dex,wis,int,mr,exp,lawful,size,weak_attr,ranged,tamable,move_speed,atk_speed,alt_atk_speed,atk_magic_speed,sub_magic_speed,undead,poison_atk,paralysis_atk,agro,agro_sosc,agro_coi,family,agro_family,agro_gfx_id1,agro_gfx_id2,pickup_item,digest_item,brave_speed,hpr_interval,hpr,mpr_interval,mpr,teleport,random_level,random_hp,random_mp,random_ac,random_exp,random_lawful,damage_reduction,hard,doppel,enable_tu,enable_erase,bow_act_id,karma,transform_id,transform_gfx_id,light_size,amount_fixed,change_head,cant_resurrect,is_equality_drop,boss
45040,곰,$1495,애완 동물,L1Monster,1642,5,50,0,28,16,16,8,8,8,0,26,0,small,2,1,1,800,2000,1120,2000,2000,0,0,0,0,0,0,bear,1,-1,-1,0,0,0,5000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45041,난쟁이,$58,보통,L1Monster,54,5,30,5,10,10,12,10,7,10,2,26,0,small,2,1,1,600,1480,0,1480,1480,0,0,0,0,0,0,dwarf,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,6,0,0,0,0,0
45042,도베르만,$905,애완 동물,L1Monster,931,5,20,5,25,16,10,16,6,8,1,37,0,small,4,1,1,560,960,0,960,960,0,0,0,0,0,0,dog,1,-1,-1,0,0,0,5000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45043,늑대,$268,애완 동물,L1Monster,96,5,30,5,18,13,13,16,7,8,1,37,0,small,1,1,1,480,1000,720,1480,1480,0,0,0,0,0,0,wolf,1,-1,-1,0,0,0,5000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45044,라쿤,$3508,애완 동물,L1Monster,4038,5,30,20,20,15,10,12,12,14,15,26,0,small,0,1,1,640,880,1600,720,960,0,0,0,0,0,0,animal,0,-1,-1,0,0,0,5000,2,5000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0
45045,미완성 골렘,$1698,,L1Monster,49,5,45,20,8,58,16,10,6,5,0,26,-1,large,2,1,0,1280,2640,0,2640,2640,0,0,0,0,0,0,golem,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0
45046,비글,$908,애완 동물,L1Monster,938,5,20,30,25,11,10,10,13,14,15,26,0,small,0,1,1,720,960,1320,960,960,0,0,0,0,0,0,dog,1,-1,-1,0,0,0,5000,2,5000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45047,세인트 버나드,$904,애완 동물,L1Monster,929,5,30,30,23,10,13,10,14,13,15,26,0,small,0,1,1,640,1440,1480,1440,1440,0,0,0,0,0,0,dog,1,-1,-1,0,0,0,5000,2,5000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45048,여우,$1397,애완 동물,L1Monster,1540,5,15,30,25,10,10,15,10,15,15,26,0,small,2,1,1,640,1200,1440,1200,1200,0,0,0,0,0,0,animal,1,-1,-1,0,0,0,5000,2,5000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45049,열혈 토끼,$2563,애완 동물,L1Monster,3783,5,20,30,20,9,10,9,16,16,15,26,0,small,0,1,1,800,1040,1120,1040,1040,0,0,0,0,0,0,manborabbit,1,-1,-1,0,0,0,5000,2,5000,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0
45050,오크 궁수,$267,SC,L1Monster,3860,3,12,4,10,12,11,12,7,8,2,10,-3,small,4,10,1,800,1880,720,1440,1760,0,0,0,0,0,0,orc,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,0,-1,0,0,0,0,0,0,0
45051,임프,$1044,(폐지),L1Monster,1152,5,20,40,6,9,10,14,7,8,1,26,-3,small,1,6,1,480,1520,0,1400,1400,0,0,0,1,0,0,imp,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1156,0,-1,0,0,0,0,0,0,0
45052,지친 랫맨,$1713,(폐지),L1Monster,1612,5,30,10,6,12,16,12,11,6,10,26,-6,small,2,2,1,480,1520,1360,1520,1520,0,0,0,1,0,0,ratman,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45053,허스키,$1788,애완 동물,L1Monster,2145,5,50,5,20,10,17,15,7,7,0,37,0,small,0,1,1,640,1040,800,1040,1040,0,0,0,0,0,0,dog,1,-1,-1,0,0,0,5000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45054,콜리,$906,애완 동물,L1Monster,934,5,40,5,25,10,16,14,10,6,1,26,0,small,0,1,1,640,960,640,960,960,0,0,0,0,0,0,dog,1,-1,-1,0,0,0,5000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45055,시호 스,$1412,,L1Monster,1584,5,30,0,9,7,12,15,3,0,0,26,20,small,0,1,0,1920,1000,0,1000,1000,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45056,계곡 아울 베어,$1695,(폐지),L1Monster,1162,6,40,10,7,18,13,14,8,7,0,37,-6,small,0,1,0,960,1080,0,1120,1120,0,0,0,1,0,0,bear,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45057,돌연변이 도마뱀,$1703,(폐지),L1Monster,1173,6,35,10,7,15,13,10,5,5,0,37,-7,small,0,1,0,640,920,800,920,920,0,0,0,1,0,0,lizardman,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45058,멧돼지,$931,SI (미 배치),L1Monster,979,6,20,5,7,11,12,10,5,6,1,37,0,small,2,1,1,640,800,0,800,800,0,0,0,0,0,0,animal,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45059,배회하는 웅 골리 언트,$1748,,L1Monster,146,6,55,30,6,18,16,14,6,5,0,37,-8,large,2,2,0,480,840,0,1680,1680,0,1,0,0,0,0,spider,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45060,슬라임,$8,,L1Monster,31,6,60,10,-10,10,16,10,7,7,10,37,-6,small,8,1,1,840,640,0,640,640,0,0,0,0,0,0,,0,-1,-1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45061,썩어가는 해골,$1749,,L1Monster,145,6,45,10,7,16,14,15,14,6,0,37,-8,small,0,1,0,800,920,0,1440,1440,1,0,0,1,0,0,skeleton,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0
45062,썩어가는 해골 근위병,$1708,(폐지),L1Monster,1134,6,40,10,7,16,14,16,16,6,25,37,-8,small,0,2,0,640,880,840,1680,1680,1,0,0,1,0,0,skeleton,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0
45063,썩어가는 해골 저격병,$1706,(폐지),L1Monster,1130,6,40,10,7,9,11,14,7,7,25,37,-8,small,0,10,0,800,1120,920,1840,1840,1,0,0,1,0,0,skeleton,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,66,0,-1,0,0,0,0,0,0,0
45064,임프 장로,$1045,,L1Monster,1158,6,100,50,10,9,11,14,12,12,30,37,-10,small,1,1,1,960,920,0,1480,1480,0,0,0,0,1,0,imp,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45065,좀비,$57,보통,L1Monster,52,6,45,12,8,14,16,6,5,2,5,37,-8,small,2,1,1,2000,1040,0,1600,1600,1,0,0,1,0,1,zombie,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0
45066,좀비,$57,SC,L1Monster,52,6,45,12,8,16,16,6,5,2,5,37,-8,small,2,1,1,2000,1040,0,1600,1600,1,0,0,0,0,1,zombie,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0
45067,계곡 하피,$1704,(폐지),L1Monster,1024,7,40,15,6,18,16,16,8,8,0,50,-8,small,0,1,0,840,1240,0,2160,1240,0,0,0,1,0,0,harpy,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45068,괴물 눈,$6,보통,L1Monster,29,7,40,30,5,10,13,12,7,9,20,50,-8,small,0,1,1,960,1720,0,1680,1720,0,0,1,0,0,0,,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45069,굶주린 트롤,$1716,(폐지),L1Monster,1098,7,50,30,6,17,18,16,8,8,0,50,-8,large,0,1,0,960,1200,1040,1520,1520,0,0,0,1,0,0,troll,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45070,배회하는 무리 안,$1747,(폐지),L1Monster,1082,7,60,20,4,17,16,15,2,2,0,50,-8,small,0,1,0,640,720,0,1080,720,0,0,0,1,0,0,murrian,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45071,섬 가스트,$1696,(폐지),L1Monster,255,7,40,15,6,18,14,14,14,6,0,50,-9,small,0,1,0,1000,640,760,760,760,0,2,0,1,0,0,ghast,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45072,시군 바 쿠쿠,$1743,(폐지),L1Monster,1595,7,65,0,5,15,15,12,12,10,0,50,-9,small,0,1,0,480,1160,1280,1160,1160,0,1,0,1,0,0,cockroach,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45073,썩어가는 해골 돌격 병,$1707,(폐지),L1Monster,1132,7,50,10,3,18,15,12,6,5,0,50,-9,small,0,1,0,480,840,840,1680,1680,1,0,0,1,0,0,skeleton,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0
45074,지하 라미아,$1742,녹색 · (폐지),L1Monster,1597,7,65,30,5,15,15,12,12,10,0,50,-9,large,0,1,0,960,1880,2720,1880,1880,0,1,0,1,0,0,lahmia,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45075,지하 크랩 맨,$1741,(폐지),L1Monster,1610,7,65,0,3,18,15,12,6,5,0,50,-10,small,0,2,0,960,1000,1840,1000,1000,0,0,0,1,0,0,crab,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45076,지하 라미아,$1742,파랑 (폐지),L1Monster,1600,7,65,30,5,15,15,12,12,10,0,50,-9,large,0,1,0,960,1880,2720,1880,1880,0,1,0,1,0,0,lahmia,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45077,가오리,$1489,,L1Monster,1623,8,40,5,8,12,11,15,7,8,2,65,-4,small,0,1,0,1920,0,0,0,0,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45078,계곡 오우거,$1714,(폐지),L1Monster,1020,8,65,20,6,20,18,12,12,4,0,65,-8,large,0,2,0,960,1200,1400,1400,1400,0,0,0,1,0,0,ogre,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45079,놀,$1391,보통,L1Monster,1477,8,60,5,4,18,15,10,6,8,1,65,-6,small,1,1,1,640,880,960,880,880,0,0,0,0,0,0,nord,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45080,봉인 된 서큐버스,$1746,(폐지),L1Monster,1112,8,70,50,2,15,15,18,25,18,0,65,-10,small,0,1,0,640,800,1080,1440,800,2,0,0,1,0,0,succubus,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0
45081,섬 가스트로드,$1697,(폐지),L1Monster,257,8,55,25,4,18,16,16,12,6,0,65,-10,small,0,1,0,1080,640,760,760,760,0,2,0,1,0,0,ghast,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45082,오크 전사,$266,보통,L1Monster,3864,8,50,8,5,14,14,14,8,10,5,65,-8,small,4,1,1,640,920,760,1400,1400,0,0,0,0,0,0,orc,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45083,크로 울링 크로,$405,MLC,L1Monster,246,8,30,15,0,12,11,17,5,9,5,65,-10,small,1,1,1,640,1240,0,1240,1240,0,0,0,1,0,0,,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45084,크로 울링 크로,$405,SC,L1Monster,246,8,30,15,0,12,11,17,5,9,5,65,-10,small,1,1,0,640,1240,0,1240,1240,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45085,저주받은 버그 베어,$1740,(폐지),L1Monster,152,8,80,30,2,19,18,12,12,10,0,65,-10,large,0,1,0,640,840,720,1640,1640,0,0,0,1,0,0,bugbear,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45086,퇴화 한 비홀더,$1710,(폐지),L1Monster,1123,8,45,20,6,10,13,12,18,18,0,65,-10,large,0,1,0,960,1120,0,1480,1120,0,0,1,1,0,0,gazer,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45088,페이퍼 맨,$1396,(폐지),L1Monster,1538,8,40,5,-10,11,16,10,8,10,5,65,-8,small,2,1,1,960,960,800,960,960,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45089,실라칸스,$1491,,L1Monster,1628,8,35,10,2,12,10,15,9,15,10,65,-10,small,8,1,0,1440,1120,0,1120,1120,0,0,0,0,0,0,,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45090,계곡 그리폰,$1718,(폐지),L1Monster,1204,9,70,30,4,30,18,17,12,5,0,82,-10,large,0,1,0,640,1280,1480,1280,1280,0,0,0,1,0,0,griffon,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
45091,계곡 바실리스크,$1723,(폐지),L1Monster,1041,9,80,30,4,30,18,17,12,5,0,82,-12,large,0,1,0,920,1240,0,1080,1240,0,0,0,1,0,0,basilisk,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
