item_id,note,selling_price,purchasing_price
99,요정족 창,1,-1
100,오리하루콘 도금 뿔,1,-1
101,라스타바드 한손창,-1,500
102,루선해머,-1,5000
103,미늘창,-1,1000
104,포챠드,-1,4000
105,상아탑의 창,1,-1
106,벡드코빈,16000,8000
107,크림슨 랜스,200000,100000
108,마력을 잃은 데몬의 지팡이,1,-1
109,마력을 잃은 바포메트의 지팡이,1,-1
110,마력을 잃은 베레스의 지팡이,1,-1
111,마력을 잃은 얼음 여왕의 지팡이,1,-1
112,요정족 검,1,-1
113,민첩도 향상 요정족 검,1,-1
114,위엄의 상징,1,-1
115,수정 지팡이,1,-1
116,블랙 위자드의 스태프,1500,750
117,라이아의 완드,1,-1
118,칠흑의 수정구,1,-1
119,데몬의 지팡이,1,-1
120,상아탑의 지팡이,1,-1
121,얼음 여왕의 지팡이,1,-1
122,라스타바드 스태프,-1,5000
123,베레스의 지팡이,1,-1
124,바포메트의 지팡이,1,-1
125,마력의 지팡이,9000,4500
126,마나의 지팡이,9000,4500
127,강철 마나의 지팡이,9000,4500
128,참나무 지팡이,-1,150
129,마법사의 지팡이,-1,1250
130,붉은 수정의 지팡이,100000,50000
131,힘의 지팡이,1,-1
132,신관의 지팡이,100000,50000
133,고대인의 지혜,1,-1
134,수정 결정체 지팡이,1,-1
135,알려지지 않은 도끼,1,-1
136,도끼,-1,10
137,아탐,-1,7
138,몽둥이,-1,15
139,도리깨,-1,20
140,철퇴,-1,45
141,워해머,-1,500
142,은도끼,8000,4000
143,전투 도끼,-1,350
144,난쟁이족 도끼,-1,1500
145,광전사의 도끼,1000,500
146,모닝스타,-1,1750
147,상아탑의 도끼,1,-1
148,대형 도끼,12000,6000
149,미노타우르스 도끼,12000,6000
150,천상의 망치,1,-1
151,데몬 액스,200000,100000
152,구리빛 크로우,-1,500
153,강철 크로우,-1,1000
154,그림자 크로우,-1,4000
155,마수군왕의 크로우,1,-1
156,상아탑의 크로우,1,-1
157,은색의 크로우,1,-1
158,어둠의 크로우,3000,1500
159,짧은 크로우,-1,6000
160,야수왕의 크로우,1,-1
161,다마스커스 크로우,40000,20000
162,흑빛의 크로우,1,-1
163,바란카의 크로우,1,-1
164,흑왕아,1,-1
165,악마의 크로우,1,-1
166,증오의 발톱,1,-1
167,잊혀진 보우건,1,-1
168,다크 크로스 보우,3000,1500
169,사냥꾼 활,5000,2500
170,요정족 활,1,-1
171,오크족 활,-1,15
172,활,-1,25
173,작은 활,1,-1
174,상아탑의 석궁,1,-1
175,상아탑의 활,1,-1
176,라스타바드 보우,-1,2500
177,흑빛의 활,1,-1
178,침묵의 크로스보우,1,-1
179,고대 요정의 활,1,-1
180,크로스 보우,1,-1
181,장궁,1,-1
182,고대의 보우건,1,-1
183,환상의 활,1,-1
184,화염의 활,1,-1
185,악마의 크로스보우,1,-1
186,디아드요새 크로스보우,1,-1
187,라스타바드 크로스 보우,-1,5000
188,라스타바드 헤비 크로스 보우,1,-1
189,흑왕궁,1,-1
190,사이하의 활,1,-1
191,살천의 활,1,-1
192,고대인의 활,1,-1
193,건틀렛,10000,5000
194,진 건틀렛,1,-1
195,저주받은 단테스의 검,1,-1
196,발록의 양손 검,1,-1
197,발록의 양손 검,1,-1
198,발록의 양손 검,1,-1
199,발록의 양손 검,1,-1
200,발록의 양손 검,1,-1
201,발록의 양손 검,1,-1
202,발록의 양손 검,1,-1
203,발록의 양손 검,1,-1
204,진홍의 크로스보우,1,-1
205,달의 장궁,1,-1
206,다크 엘프의 견습용 검,1,-1
207,연옥의 크로우,1,-1
208,마력 향상 요정족 검,1,-1
209,생명력 향상 요정족 검,1,-1
210,시버인의 창,1,-1
211,유니콘뿔,1,-1
212,해신의 삼지창,1,-1
213,기르타스의 지팡이,1,-1
214,%i의 요정 활,1,-1
215,민첩도 향상 요정족 활,1,-1
216,요정의 견습용 활,1,-1
217,기르타스의 검,1,-1
218,앙가스의 철퇴,1,-1
219,마프르의 도끼,1,-1
220,마법사의 견습용 지팡이,1,-1
223,신비한 지팡이,1,-1
224,상아탑의 지팡이,1,-1
225,견습용 검,1,-1
226,기사의 견습용 검,1,-1
228,전설의 검,1,-1
231,창천의 단검,1,-1
232,창천의 검,1,-1
233,창천의 대검,1,-1
234,창천의 창,1,-1
235,창천의 도끼,1,-1
236,창천의 이도류,1,-1
237,창천의 크로우,1,-1
238,창천의 지팡이,1,-1
239,창천의 활,1,-1
240,창천의 건틀렛,1,-1
241,역전의 검,1,-1
242,역전의 석궁,1,-1
243,역전의 스태프,1,-1
244,역전의 크로우,1,-1
245,행복의 작은 망치,1,-1
246,시련의 검,1,-1
247,시련의 검,1,-1
248,시련의 검,1,-1
249,시련의 검,1,-1
250,환영의 단검,1,-1
251,환영의 쯔바이 핸더,1,-1
252,환영의 스피어,1,-1
253,환영의 도끼,1,-1
254,환상의 이도류,1,-1
255,환상의 스태프,1,-1
256,할로윈 호박 장검,1,-1
257,할로윈 장검,1,-1
258,궁극 할로윈 검,1,-1
259,마나 마력의 단검,1,-1
260,광풍의 도끼,1,-1
261,천사의 지팡이,1,-1
262,파멸,1,-1
263,프리 징 랜서,1,-1
264,뇌 신검,1,-1
265,테베 오시리스의 이도류,1,-1
266,테베 오시리스 양손 검,1,-1
267,테베 오시리스의 활,1,-1
268,테베 오시리스 직원,1,-1
269,환 술사 전투 스틱,1,-1
270,사파이어 키 링크,1,-1
271,흑요석 키 링크,1,-1
272,소멸자의 체인 소드,1,-1
273,파멸 자의 체인 소드,1,-1
274,켄라우헬의 골든 스틱,1,-1
275,용 기사의 양손 검,1,-1
276,마리스 엘리먼트 키 링크,1,-1
277,마리스 엘리먼트 체인 소드,1,-1
278,마리스 엘리먼트 크로우,1,-1
279,마리스 엘리먼트 스태프,1,-1
280,마리스 엘리먼트 보우,1,-1
281,마리스 엘리먼트 소드,1,-1
282,쿠 쿨칸 스피어,1,-1
283,쿠 쿨칸 건틀렛,1,-1
284,엘모어 단검,1,-1
285,엘모어 검,1,-1
286,엘모어 양손 검,1,-1
287,엘모어 크로우,1,-1
288,엘모어 직원,1,-1
289,엘모어 보우건,1,-1
290,엘모어 체인 소드,1,-1
291,엘모어 키 링크,1,-1
292,9 주년 애니버서리 검,1,-1
293,9 주년 애니버서리 크로우,1,-1
294,9 주년 애니버서리 체인 소드,1,-1
295,9 주년 애니버서리 직원,1,-1
296,9 주년 애니버서리 보우,1,-1
297,9 주년 애니버서리 열쇠 고리,1,-1
298,10 주년 양손 검,1,-1
299,10 주년 스피어,1,-1
300,10 주년 이도류,1,-1
301,10 주년 직원,1,-1
302,10 주년 보우,1,-1
303,행운의 도끼,1,-1
304,숨겨 지은 마족의 소드,1,-1
305,숨겨 지은 마족의 보우,1,-1
306,숨겨 지은 마족의 스태프,1,-1
307,숨겨진 마족의 크로우,1,-1
308,숨겨진 마족의 체인 소드,1,-1
309,숨겨진 마족의 키 링크,1,-1
701,한랭의 키 링크,1,-1
702,극한의 체인 소드,1,-1
703,얼음 여왕의 지팡이,1,-1
704,엔젤 슬레이어,1,-1
705,파괴의 이도류,1,-1
706,파괴의 크로우,1,-1
707,파괴의 장궁,1,-1
708,할로윈 호박 지팡이,1,-1
709,할로윈 호박 양손 검,1,-1
710,할로윈 호박 장궁,1,-1
721,호박 장검 2012,1,-1
722,호박 대검 2012,1,-1
723,호박 장궁 2012,1,-1
724,호박 지팡이 2012,1,-1
725,호박 체인 소드 2012,1,-1
726,호박 키 링크 2012,1,-1
727,호박 크로우 2012,1,-1
728,메디테이션 스태프,1,-1
729,브래드 사커,1,-1
20001,가죽 모자,1,-1
20002,가죽 투구,1,-1
20003,강철 면갑,1,-1
20004,그림자 가면,1,-1
20005,기사의 두건,1,-1
20006,기사의 면갑,5000,2500
20007,난쟁이족 철 투구,-1,250
20008,낡은 바람의 투구,22000,11000
20009,데몬의 투구,1,-1
20010,데스나이트의 투구,1,-1
20011,마법 방어 투구,2500,1250
20012,마법사의 모자,1,-1
20013,마법의 투구: 신속,20000,10000
20014,마법의 투구: 치유,15000,7500
20015,마법의 투구: 힘,18000,9000
20016,맘보 모자,1,-1
20017,머미로드의 왕관,1,-1
20018,메르키오르의 모자,1,-1
20019,면류관,1,-1
20020,무관의 투구,3500,1750
20021,민첩함의 투구,1,-1
20022,바란카의 투구,1,-1
20023,바람의 투구,1,-1
20024,반왕의 투구,1,-1
20025,발터자르의 모자,1,-1
20026,밤의 시야,1,-1
20027,붉은 기사의 두건,1,-1
20028,상아탑의 가죽 투구,1,-1
20029,세마의 모자,1,-1
20030,신관의 투구,1,-1
20031,야히의 투구,1,-1
20032,어둠의 머리띠,10000,5000
20033,엘름의 축복,1,-1
20034,오크족 투구,-1,75
20035,요정족 가죽 투구,1,-1
20036,인프라비젼 투구,12000,6000
20037,진실의 가면,1,-1
20038,징박은 가죽모자,1,-1
20039,체력의 투구,1,-1
20040,카스파의 모자,1,-1
20041,커츠의 투구,1,-1
20042,케레니스의 서클릿,1,-1
20043,투구,-1,100
20044,푸른 해적 두건,1,-1
20045,해골투구,1,-1
20046,호박 가면,1,-1
20047,호박 투구,1,-1
20048,혼돈의 투구,1,-1
20049,거대 여왕 개미의 금빛 날개,1,-1
20050,거대 여왕 개미의 은빛 날개,1,-1
20051,군주의 위엄,1,-1
20052,난쟁이족 망토,-1,52
20053,늑대가죽 망토,1,-1
20054,대지의 망토,1,-1
20055,마나 망토,1,-1
20056,마법 망토,200,100
20057,명법군왕의 망토,1,-1
20058,무관의 망토,5000,2500
20059,물결의 망토,1,-1
20060,바다의 망토,1,-1
20061,바람의 망토,1,-1
20062,발록의 핏빛 망토,1,-1
20063,보호 망토,20000,10000
20064,붉은 기사의 망토,1,-1
20065,붉은 망토,1,-1
20066,블랙 티거 가죽 망토,1,-1
20067,신관의 망토,1,-1
20068,아덴 기사단의 망토,1,-1
20069,야히의 망토,1,-1
20070,어둠의 망토,10000,5000
20071,열화의 망토,1,-1
20072,오크족 망토,-1,25
20073,요정족 망토,1200,600
20074,은색의 망토,1,-1
20075,죽음의 망토,1,-1
20076,타락의 망토,1,-1
20077,투명 망토,1,-1
20078,혼돈의 망토,1,-1
20079,뱀파이어의 망토,1,-1
20080,치환 망토,1,-1
20081,기름 망토,1,-1
20082,상아탑의 티셔츠,1,-1
20083,야히의 셔츠,1,-1
20084,요정족 티셔츠,1,-1
20085,티셔츠,1,-1
20086,디 폰 더블릿 슈지츠,1,-1
20087,디 폰 더블릿 슈뷔츠,1,-1
20088,디 폰 더블릿 슈체츠,1,-1
20089,가죽 갑옷,-1,50
20090,가죽 조끼,1,-1
20091,강철 판금 갑옷,1,-1
20092,고대의 가죽 갑옷,1,-1
20093,고대의 로브,1,-1
20094,고대의 비늘 갑옷,1,-1
20095,고대의 판금 갑옷,1,-1
20096,고리 갑옷,-1,250
20097,나무 갑옷,1,-1
20098,다크 포레스터의 갑옷,1,-1
20099,데몬의 갑옷,42000,21000
20100,데스나이트의 갑옷,1,-1
20101,띠 갑옷,-1,5750
20102,라스타바드 레더 아머,-1,750
20103,라스타바드 로브,15000,7500
20104,라스타바드 징박힌 레더 아머,-1,1000
20105,라스타바드 체인 메일,-1,2500
20106,라이아의 로브,1,-1
20107,리치 로브,1,-1
20108,린드비오르의 마갑주,1,-1
20109,마령군왕의 로브,1,-1
20110,마법 방어 사슬 갑옷,8000,4000
20111,마법사의 옷,1,-1
20112,맘보 코트,1,-1
20113,무관의 갑옷,1,-1
20114,무명 로브,1000,500
20115,미늘 갑옷,-1,10000
20116,바란카의 갑옷,1,-1
20117,바포메트의 갑옷,1,-1
20118,반왕의 갑옷,1,-1
20119,발라카스의 마갑주,1,-1
20120,벨트달린 가죽조끼,1,-1
20121,블랙 위자드의 로브,1,-1
20122,비늘 갑옷,-1,1000
20123,비스트 서머너의 로브,1,-1
20124,뼈갑옷,2000,1000
20125,사슬 갑옷,-1,3000
20126,상아탑의 가죽 갑옷,1,-1
20127,수룡 비늘 갑옷,1,-1
20128,수정 갑옷,80000,40000
20129,신관의 로브,1,-1
20130,안타라스의 마갑주,1,-1
20131,야히의 갑옷,1,-1
20132,어둠의 로브,20000,10000
20133,어둠의 집행자 판금 갑옷,1,-1
20134,얼음 여왕의 매력적인 드레스,1,-1
20135,오크족 고리 갑옷,-1,100
20136,오크족 사슬 갑옷,-1,400
20137,요정족 사슬 갑옷,1,-1
20138,요정족 판금 갑옷,1,-1
20139,요정족 흉갑,1000,500
20140,잊혀진 가죽 갑옷,37000,18500
20141,잊혀진 로브,37000,18500
20142,잊혀진 비늘 갑옷,37000,18500
20143,잊혀진 판금 갑옷,37000,18500
20144,죽음의 갑옷,1,-1
20145,중갑 가죽 조끼,1,-1
20146,지룡 비늘 갑옷,1,-1
20147,징박힌 가죽 갑옷,-1,150
20148,징박은 가죽조끼,1,-1
20149,청동 판금 갑옷,-1,9000
20150,커츠의 갑옷,1,-1
20151,케레니스의 로브,1,-1
20152,타락의 로브,1,-1
20153,파푸리온의 마갑주,1,-1
20154,판금 갑옷,37000,18500
20155,푸른 해적 가죽갑옷,1,-1
20156,풍룡 비늘 갑옷,1,-1
20157,플레이트웜 껍질 갑옷,1,-1
20158,혼돈의 문장,1,-1
20159,화룡 비늘 갑옷,1,-1
20160,흑장로의 로브,1,-1
20161,환상의 갑옷,1,-1
20162,가죽 장갑,8000,4000
20163,강철 장갑,1,-1
20164,그림자 장갑,1,-1
20165,데몬의 장갑,1,-1
20166,데스나이트의 장갑,1,-1
20167,리자드맨 영웅의 장갑,1,-1
20168,무관의 장갑,260,130
20169,바란카의 장갑,1,-1
20170,반왕의 건틀릿,1,-1
20171,보호 장갑,1,-1
20172,빙령의 장갑,100000,50000
20173,상아탑의 가죽 장갑,1,-1
20174,설인 장갑,1,-1
20175,수정 장갑,8000,4000
20176,신관의 장갑,1,-1
20177,암령의 장갑,100000,50000
20178,암살군왕의 장갑,1,-1
20179,야히의 장갑,1,-1
20180,어둠의 장갑,10000,5000
20181,염령의 장갑,100000,50000
20182,장갑,8000,4000
20183,죽음의 비늘,1,-1
20184,커츠의 장갑,1,-1
20185,케레니스의 장갑,1,-1
20186,타락의 장갑,1,-1
20187,파워 글로브,1,-1
20188,푸른 해적 장갑,8000,4000
20189,풍령의 장갑,100000,50000
20190,혼돈의 손길,1,-1
20191,활 골무,1,-1
20192,가죽 부츠,1,-1
20193,가죽 샌달,1,-1
20194,강철 부츠,1,-1
20195,그림자 부츠,1,-1
20196,다크 포레스터의 부츠,1,-1
20197,데몬의 부츠,1,-1
20198,데스나이트의 부츠,1,-1
20199,라스타바드 부츠,-1,750
20200,마수군왕의 부츠,1,-1
20201,무관의 부츠,1,-1
20202,바란카의 부츠,1,-1
20203,반왕의 부츠,1,-1
20204,베레스의 부츠,1,-1
20205,부츠,2000,1000
20206,상아탑의 가죽 샌달,1,-1
20207,수중 부츠,2000,1000
20208,신관의 부츠,1,-1
20209,야히의 부츠,1,-1
20210,어둠의 부츠,10000,5000
20211,얼음 여왕의 매력적인 샌달,1,-1
20212,징박은 가죽샌달,1,-1
20213,짧은 부츠,-1,150
20214,커츠의 부츠,1,-1
20215,케레니스의 부츠,1,-1
20216,타락의 부츠,1,-1
20217,푸른 해적 부츠,3000,1500
20218,흑장로의 샌달,1,-1
20219,가죽 방패,1,-1
20220,강철 방패,1,-1
20221,골각 방패,1,-1
20222,나무 방패,1,-1
20223,난쟁이족 둥근 방패,-1,125
20224,라스타바드 라운드 실드,-1,500
20225,마나 수정구,1,-1
20226,마력서,1,-1
20227,메두사 방패,1,-1
20228,무관의 방패,1,-1
20229,반사 방패,10000,5000
20230,붉은 기사의 방패,1,-1
20231,사각 방패,7000,3500
20232,상아탑의 가죽 방패,1,-1
20233,신관의 마력서,1,-1
20234,신의의 방패,1,-1
20235,에바의 방패,1,-1
20236,요정족 방패,1,-1
20237,우럭하이 방패,-1,45
20238,은기사의 방패,1,-1
20239,작은 방패,-1,30
20240,죽음의 보호구 조각,1,-1
20241,징박은 가죽방패,1,-1
20242,큰 방패,-1,600
20243,계곡의 증표,1,-1
20244,낡은 매력의 목걸이,1,-1
20245,낡은 민첩의 목걸이,1,-1
20246,낡은 완력의 목걸이,1,-1
20247,낡은 지식의 목걸이,1,-1
20248,낡은 지혜의 목걸이,1,-1
20249,낡은 체력의 목걸이,1,-1
20250,도펠겡어 보스의 목걸이,1,-1
20251,듀펠게넌의 목걸이,1,-1
20252,라이아의 목걸이,1,-1
20253,마령군왕의 목걸이,1,-1
20254,매력의 목걸이,10000,5000
20255,명법군왕의 반지,1,-1
20256,민첩의 목걸이,10000,5000
20257,블랙 위자드의 목걸이,1,-1
20258,비스트 서머너의 목걸이,1,-1
20259,섬의 증표,1,-1
20260,아이리스의 목걸이,1,-1
20261,야히의 목걸이,1,-1
20262,영양 만점 목걸이,1,-1
20263,오크 투사의 목걸이,65000,32500
20264,완력의 목걸이,10000,5000
20265,조화의 인장,1,-1
20266,지식의 목걸이,10000,5000
20267,지혜의 목걸이,10000,5000
20268,체력의 목걸이,10000,5000
20269,해골 목걸이,1,-1
20277,도펠겡어 보스의 오른쪽 반지,1,-1
20278,도펠겡어 보스의 왼쪽 반지,1,-1
20279,라이아의 반지,1,-1
20280,멸마의 반지,1,-1
20281,변신 조종 반지,2000000,1000000
20282,상아탑의 반지,1,-1
20284,소환 조종 반지,2000000,1000000
20285,수령의 반지,2000,1000
20286,수호 단원의 반지,1,-1
20287,수호자의 반지,1,-1
20288,순간이동 조종 반지,4000000,2000000
20289,심연의 반지,1,-1
20290,야히의 반지,1,-1
20291,영양 만점 반지,1,-1
20293,저주받은 다이아몬드 반지,20000,10000
20294,저주받은 루비 반지,20000,10000
20295,저주받은 사파이어 반지,20000,10000
20296,저주받은 에메랄드 반지,20000,10000
20297,정신력의 인장,1,-1
20298,제니스의 반지,1,-1
20299,죽음의 대가,1,-1
20300,지령의 반지,2000,1000
20301,체력의 인장,1,-1
20302,풍령의 반지,2000,1000
20303,항마의 반지,2000,1000
20304,화령의 반지,2000,1000
20305,사이하의 반지,1,-1
20306,낡은 신체의 벨트,15000,7500
20307,낡은 영혼의 벨트,15000,7500
20308,낡은 정신의 벨트,15000,7500
20309,빛나는 신체의 벨트,1,-1
20310,빛나는 영혼의 벨트,1,-1
20311,빛나는 정신의 벨트,1,-1
20312,신체의 벨트,16000,8000
20313,어둠의 벨트,1,-1
20314,에이션트 자이언트의 반지,1,-1
20315,영양 만점 허리끈,1,-1
20316,영혼의 벨트,30000,15000
20317,오우거의 벨트,1,-1
20318,용기의 벨트,1,-1
20319,정신의 벨트,30000,15000
20320,타이탄의 벨트,1,-1
20321,트롤의 벨트,30000,15000
20322,가죽 재킷,-1,10
20342,사신의 망토,1,-1
20343,토끼 투구,1,-1
20344,토끼 투구,1,-1
20345,하이콜리 목걸이,1,-1
20346,하이라쿤 목걸이,1,-1
20347,유카타,1,-1
20348,기모노,1,-1
20349,비글의 초커,1,-1
20350,눈사람의 목걸이,1,-1
20351,눈사람의 헬멧,1,-1
20352,눈사람의 양말,1,-1
20353,황금 전사의 갑옷,1,-1
20354,황금 전사의 부츠,1,-1
20355,황금 전사의 장갑,1,-1
20356,황금 전사의 투구,1,-1
20357,황금 전사의 방패,1,-1
20358,노예의 목걸이,1,-1
20359,약속의 목걸이,1,-1
20360,해방의 목걸이,1,-1
20361,사냥개의 목걸이,1,-1
20362,마족의 목걸이,1,-1
20363,용사의 목걸이,1,-1
20364,장군의 목걸이,1,-1
20365,대장군의 목걸이,1,-1
20366,군주의 비늘 갑옷,1,-1
20367,기사의 판금 갑옷,1,-1
20368,요정의 가죽 갑옷,1,-1
20369,마법사의 로브,1,-1
20370,역전의 망토,1,-1
20371,역전의 부츠,1,-1
20372,역전의 장갑,1,-1
20373,역전의 투구,1,-1
20374,역전의 방패,1,-1
20375,역전의 더블릿,1,-1
20376,군주의 목걸이,1,-1
20377,기사의 견습용 목걸이,1,-1
20378,요정의 견습용 목걸이,1,-1
20379,마법사의 견습용 목걸이,1,-1
20380,할로윈 축복 모자,1,-1
20381,선명의 머리띠,1,-1
20382,붉은 오크의 마스크,1,-1
20383,기마용 투구,1000000,500000
20384,군주의 견습용 투구,1,-1
20385,기사의 견습용 투구,1,-1
20386,요정의 견습용 투구,1,-1
20387,마법사의 견습용 모자,1,-1
20388,다크엘프의 견습용 투구,1,-1
20389,%i의 요정 투구,1,-1
20390,진명황의 투구,1,-1
20391,군주의 견습용 갑옷,1,-1
20392,요정의 견습용 갑옷,1,-1
20393,%i의 요정 갑옷,1,-1
20394,기사의 견습용 갑옷,1,-1
20395,진명황의 갑옷,1,-1
20396,시버인의 방패,1,-1
20397,군주의 견습용 방패,1,-1
20398,기사의 견습용 방패,1,-1
20399,마법사의 견습용 망토,1,-1
20400,다크 엘프의 견습용 망토,1,-1
20401,%i의 요정 망토,1,-1
20402,진명황의 망토,1,-1
20403,요정의 견습용 부츠,1,-1
20404,마법사의 견습용 부츠,1,-1
20405,다크 엘프의 견습용 부츠,1,-1
20406,%i의 요정 부츠,1,-1
20407,미리티아 부츠,1,-1
20408,진명황의 부츠,1,-1
20409,%i의 요정 장갑,1,-1
20410,진명황의 장갑,1,-1
20411,고통의 목걸이,1,-1
20412,고뇌의 목걸이,1,-1
20413,희망의 목걸이,1,-1
20414,행운의 목걸이,1,-1
20415,정열의 목걸이,1,-1
20416,진실의 목걸이,1,-1
20417,기적의 목걸이,1,-1
20418,자애의 목걸이,1,-1
20419,하이 베어의 초커,1,-1
20420,럭키 캣 스카프,1,-1
20421,이리스의 목걸이,1,-1
20422,빛나는 고대의 목걸이,1,-1
20423,붉은 저주의 목걸이,1,-1
20424,푸른 저주의 목걸이,1,-1
20425,녹색 저주의 목걸이,1,-1
20426,빛의 부적,1,-1
20427,부적,1,-1
20428,희망의 반지,1,-1
20429,정열의 반지,1,-1
20430,행운의 반지,1,-1
20431,진실의 반지,1,-1
20432,기적의 반지,1,-1
20433,용기의 반지,1,-1
20434,이리스의 반지,1,-1
20435,남작의 지령 반지,1,-1
20436,남작의 수령 반지,1,-1
20437,남작의 화령 반지,1,-1
20438,남작의 풍령 반지,1,-1
20439,백작의 지령 반지,1,-1
20440,백작의 수령 반지,1,-1
20441,백작의 화령 반지,1,-1
20442,백작의 풍령 반지,1,-1
20443,공작의 지령 반지,1,-1
20444,공작의 수령 반지,1,-1
20445,공작의 화령 반지,1,-1
20446,공작의 풍령 반지,1,-1
20447,군왕의 지령 반지,1,-1
20448,군왕의 수령 반지,1,-1
20449,군왕의 화령 반지,1,-1
20450,군왕의 풍령 반지,1,-1
20451,영웅의 반지,1,-1
20452,드레이크 선장 변신 터번,1,-1
20453,아이리스 변신 터번,1,-1
20454,나이트발드 변신 터번,1,-1
20455,서큐버스퀸 변신 터번,1,-1
20456,붉은색 축구복,1,-1
20457,푸른색 축구복,1,-1
20458,붉은 오크의 마스크,1,-1
20459,붉은 오크의 귀걸이,1,-1
20460,영광의 목걸이,1,-1
20461,하이 폭스의 초커,1,-1
20462,하이 래빗의 초커,1,-1
20463,피어 팬더 머플러,1,-1
20464,시어의 심안,1,-1
20465,공포의 뱀파이어 망토,1,-1
21000,사큐버스 의상,1,-1
21001,스노우 맨 의상,1,-1
21002,아이스 골렘 의상,1,-1
21003,용사의 귀걸이,1,-1
21004,전사의 귀걸이,1,-1
21005,영웅의 귀걸이,1,-1
21006,영혼의 귀걸이 (P/K),1,-1
21007,영혼의 귀걸이 (D),1,-1
21008,분노의 귀걸이,1,-1
21009,열정의 귀걸이,1,-1
21010,용맹의 귀걸이,1,-1
21011,불사의 귀걸이,1,-1
21012,명예의 귀걸이,1,-1
21013,관용의 귀걸이,1,-1
21014,영혼의 귀걸이 (E/W),1,-1
21015,지혜의 귀걸이,1,-1
21016,진실의 귀걸이,1,-1
21017,지배의 귀걸이,1,-1
21018,헤리오챠무,1,-1
21019,정화의 귀걸이,1,-1
21020,춤추는 귀걸이,1,-1
21021,쌍둥이의 귀걸이,1,-1
21022,축제의 귀걸이,1,-1
21023,절정의 귀걸이,1,-1
21024,폭주의 귀걸이,1,-1
21025,환마의 귀걸이,1,-1
21026,일족의 귀걸이,1,-1
21027,노예의 귀걸이,1,-1
21028,캐릭터명의 힘의 티셔츠,1,-1
21029,캐릭터명의 민첩의 티셔츠,1,-1
21030,캐릭터명의 매력의 티셔츠,1,-1
21031,캐릭터명의 마력의 티셔츠,1,-1
21032,캐릭터명의 체력의 티셔츠,1,-1
21033,캐릭터명의 마나의 티셔츠,1,-1
21034,토끼 반지,1,-1
21035,일루젼 투구,1,-1
21036,일루젼 셔츠,1,-1
21037,일루젼 방패,1,-1
21038,일루젼 부츠,1,-1
21039,작열의 서클렛,1,-1
21040,작열의 방패,1,-1
21041,작열의 부츠,1,-1
21042,작열의 글로브,1,-1
21043,철벽의 부적,1,-1
21044,혜지의 부적,1,-1
