id,name,unidentified_name_id,identified_name_id,type,material,grade,weight,inv_gfx_id,grd_gfx_id,item_desc_id,ac,safe_enchant,use_royal,use_knight,use_wizard,use_elf,use_darkelf,use_dragonknight,use_illusionist,str,con,dex,int,wis,cha,hp,mp,hpr,mpr,sp,min_level,max_level,mr,is_haste,damage_reduction,weight_reduction,hit_modifier,dmg_modifier,bow_hit_modifier,bow_dmg_modifier,bless,tradable,deletable,charge_time,expiration_time,defense_water,defense_wind,defense_fire,defense_earth,resist_stun,resist_stone,resist_sleep,resist_freeze,resist_hold,resist_blind,exp_bonus,potion_recovery_rate
20033,엘름의 축복,$790,$790,helm,leather,-1,13000,267,18,275,-2,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20034,오크족 투구,$120,$120,helm,iron,-1,30000,54,18,0,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20035,요정족 가죽 투구,$118,$118,helm,leather,-1,3000,53,18,0,-1,6,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20036,인프라비젼 투구,$1008,$1008,helm,mithril,-1,50000,167,18,304,-1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20037,진실의 가면,$2651,$2651,helm,wood,-1,10000,1319,3372,1051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20038,징박은 가죽모자,$1022,$1022,helm,leather,-1,20000,445,18,0,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20039,체력의 투구,$1904,$1904,helm,leather,-1,13000,908,18,0,-1,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20040,카스파의 모자,$2747,$2747,helm,cloth,-1,20000,1232,3256,981,-2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20041,커츠의 투구,$2776,$2776,helm,iron,-1,50000,1245,3261,1010,-3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20042,케레니스의 서클릿,$2199,$2199,helm,iron,-1,5000,969,18,0,-3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20043,투구,$128,$128,helm,iron,-1,30000,55,18,0,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20044,푸른 해적 두건,$3495,$3495,helm,leather,-1,15000,1764,4342,1449,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20045,해골투구,$1024,$1024,helm,bone,-1,30000,453,18,0,-3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20046,호박 가면,$2067,$2067,helm,vegetation,-1,25000,950,2474,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20047,호박 투구,$2072,$2072,helm,vegetation,-1,20000,951,2474,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20048,혼돈의 투구,$3741,$3741,helm,bone,-1,5000,1993,5044,1710,-1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,9,0,0,0,0,0,0,0
20049,거대 여왕 개미의 금빛 날개,$2769,$2769,cloak,gold,-1,10000,1248,3311,1003,-4,4,1,1,0,1,0,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20050,거대 여왕 개미의 은빛 날개,$2770,$2770,cloak,silver,-1,1000,1249,3312,1004,0,4,0,0,1,1,1,0,1,0,0,0,0,1,0,0,50,0,3,0,0,0,10,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20051,군주의 위엄,$2076,$2076,cloak,cloth,-1,10000,941,13,0,-2,4,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20052,난쟁이족 망토,$174,$174,cloak,cloth,-1,10000,27,3812,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20053,늑대가죽 망토,$2918,$2918,cloak,leather,-1,5000,1339,3439,1091,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20054,대지의 망토,$6457,$6457,cloak,cloth,-1,20000,1081,2941,878,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,10,0,0,0,0,0,0,0,0
20055,마나 망토,$2250,$2250,cloak,cloth,-1,10000,1007,13,769,-2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20056,마법 망토,$182,$182,cloak,cloth,-1,10000,265,3808,111,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20057,명법군왕의 망토,$3854,$3854,cloak,cloth,-1,10000,1908,4969,0,-5,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20058,무관의 망토,$3843,$3843,cloak,cloth,-1,10000,1897,4958,0,-2,4,0,1,0,0,1,1,0,0,0,0,0,0,0,20,0,3,0,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20059,물결의 망토,$6456,$6456,cloak,cloth,-1,20000,1092,2939,876,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,10,0,0,0,0,0,0,0,0,0,0,0
20060,바다의 망토,$3498,$3498,cloak,cloth,-1,10000,1767,4345,1489,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20061,바람의 망토,$6455,$6455,cloak,cloth,-1,20000,1094,2940,877,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,10,0,0,0,0,0,0,0,0,0,0
20062,발록의 핏빛 망토,$3373,$3373,cloak,cloth,-1,10000,1718,4314,1409,-5,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20063,보호 망토,$178,$178,cloak,cloth,-1,10000,30,3810,0,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20064,붉은 기사의 망토,$312,$312,cloak,cloth,-1,10000,29,13,0,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20065,붉은 망토,$1918,$1918,cloak,cloth,-1,10000,907,13,0,-2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20066,블랙 티거 가죽 망토,$3109,$3109,cloak,leather,-1,5000,1510,3732,1197,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20067,신관의 망토,$3850,$3850,cloak,cloth,-1,10000,1904,4965,0,-2,4,0,0,1,1,0,0,1,0,0,0,0,0,0,10,0,0,3,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20068,아덴 기사단의 망토,$2714,$2714,cloak,cloth,-1,10000,1223,3249,975,-3,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20069,야히의 망토,$3749,$3749,cloak,bone,-1,1000,2006,5056,1718,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20070,어둠의 망토,$2452 $225,$2452 $225,cloak,cloth,-1,20000,1074,2932,869,-3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20071,열화의 망토,$6454,$6454,cloak,cloth,-1,20000,1082,2938,875,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,10,0,0,0,0,0,0,0,0,0
20072,오크족 망토,$172,$172,cloak,cloth,-1,10000,29,3824,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20073,요정족 망토,$170,$170,cloak,cloth,-1,10000,28,3814,105,-1,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20074,은색의 망토,$656 $225,$656 $225,cloak,silver,-1,30000,1087,2937,874,-2,4,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20075,죽음의 망토,$3744,$3744,cloak,bone,-1,10000,1966,5023,1713,-3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,100,50,-10,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20076,타락의 망토,$3345,$3345,cloak,cloth,-1,10000,1667,4269,1381,-2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20077,투명 망토,$180,$180,cloak,cloth,-1,10000,272,3806,110,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20078,혼돈의 망토,$3740,$3740,cloak,bone,-1,5000,1979,5037,1709,-3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,10,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20079,뱀파이어의 망토,$3068,$3068,cloak,cloth,-1,100000,1514,3738,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20080,치환 망토,$184,$184,cloak,cloth,-1,10000,27,3812,0,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,-5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20081,기름 망토,$176,$176,cloak,cloth,-1,10000,69,3822,0,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20082,상아탑의 티셔츠,$3295,$3295,t_shirt,cloth,-1,5000,110,24,1336,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20083,야히의 셔츠,$3747,$3747,t_shirt,bone,-1,1000,2000,5051,1717,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20084,요정족 티셔츠,$2075,$2075,t_shirt,cloth,-1,5000,956,24,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20085,티셔츠,$168,$168,t_shirt,cloth,-1,5000,110,24,104,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20086,디 폰 더블릿 슈지츠,$3623,$3623,t_shirt,blackmithril,-1,5000,1829,24,0,-2,0,1,1,1,1,1,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20087,디 폰 더블릿 슈뷔츠,$3631,$3631,t_shirt,blackmithril,-1,5000,1829,24,0,-2,0,1,1,1,1,1,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20088,디 폰 더블릿 슈체츠,$3627,$3627,t_shirt,blackmithril,-1,5000,1829,24,0,-2,0,1,1,1,1,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20089,가죽 갑옷,$116,$116,armor,leather,-1,70000,51,3830,0,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20090,가죽 조끼,$1031,$1031,armor,leather,-1,30000,301,9,0,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20091,강철 판금 갑옷,$1212,$1212,armor,iron,-1,470000,510,9,0,-7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20092,고대의 가죽 갑옷,$1947,$1947,armor,leather,-1,180000,898,9,668,-14,-1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,8,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20093,고대의 로브,$1948,$1948,armor,cloth,-1,30000,900,9,669,-12,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20094,고대의 비늘 갑옷,$1949,$1949,armor,dragonscale,-1,200000,901,9,670,-14,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20095,고대의 판금 갑옷,$1946,$1946,armor,iron,-1,280000,899,9,667,-16,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20096,고리 갑옷,$164,$164,armor,iron,-1,250000,86,3838,0,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20097,나무 갑옷,$781,$781,armor,wood,-1,80000,109,9,0,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20098,다크 포레스터의 갑옷,$3092,$3092,armor,leather,-1,30000,1490,3712,1180,-4,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
