npc_id,note,normal_action,chaotic_action,teleport_url,teleport_urla
50081,탐사 원의 조수,subinvest1,subinvest1,,
50082,노래하는 섬의 텔레 포터,en0221,en0221,,
50083,노래하는 섬의 텔레 포터,en0231,en0231,,
50084,가이드,exitghost1,exitghost1,,
50085,정령의 오브,telgrave1,telgrave1,telgrave4,
50086,정령의 오브,telgrave1,telgrave1,telgrave5,
50087,정령의 오브,telgrave1,telgrave1,telgrave6,
50088,정령의 오브,telgrave1,telgrave1,telgrave7,
50111,리리,orenc2,orenc2,,
50112,세 리안,orenb1,orenb1,,
50113,레크 만,orena1,orena1,,
50114,치코,orenh2,orenh2,,
50115,자루 만,oreno2,oreno2,,
50116,기온,orend2,orend2,,
50117,시리아,orene2,orene2,,
50118,잡화 상인^니키,niki,niki,,
50119,오실 리아,orenf2,orenf2,,
50120,홉,oreni2,oreni2,,
50121,호닌,oreng2,oreng2,,
50122,터크,orenj2,orenj2,,
50123,갈리온,orenk2,orenk2,,
50124,포리 칸,orenm2,orenm2,,
50125,길버트,orenl2,orenl2,,
50126,제릭,orenn2,orenn2,,
50127,콘술,consul2,consul2,consul1,
50501,글 레다,agit,agit,agtel0,
50502,기네 브라,agit,agit,agtel0,
50503,노 엘라,agit,agit,agtel0,
50504,니 콜린 느,agit,agit,agtel0,
50505,다이앤,agit,agit,agtel0,
50506,두 아나,agit,agit,agtel0,
50507,레오노라,agit,agit,agtel0,
50508,루 친다,agit,agit,agtel0,
50509,리비아,agit,agit,agtel0,
50510,마리나,agit,agit,agtel0,
50511,마아 제리,agit,agit,agtel0,
50512,메어리,agit,agit,agtel0,
50513,멘 네퍼,agit,agit,agtel0,
50514,미네르바,agit,agit,agtel0,
50515,미리 얌,agit,agit,agtel0,
50516,밸 레스 카,agit,agit,agtel0,
50517,베레니스,agit,agit,agtel0,
50518,베 비나,agit,agit,agtel0,
50519,베쓰,agit,agit,agtel0,
50520,사라,agit,agit,agtel0,
50521,살 로마,agit,agit,agtel0,
50522,시그 리드,agit,agit,agtel0,
50523,에르 마,agit,agit,agtel0,
50524,에밀 라,agit,agit,agtel0,
50525,엘라 리아,agit,agit,agtel0,
50526,엘리 노라,agit,agit,agtel0,
50527,엠마,agit,agit,agtel0,
50528,오사,agit,agit,agtel0,
50529,이브,agit,agit,agtel0,
50530,이오네,agit,agit,agtel0,
50531,저스틴,agit,agit,agtel0,
50532,제랄딘,agit,agit,agtel0,
50533,조안나,agit,agit,agtel0,
50534,줄리아,agit,agit,agtel0,
50535,줄리아나,agit,agit,agtel0,
50536,질다,agit,agit,agtel0,
50537,카렐 리아,agit,agit,agtel0,
50538,카르멜,agit,agit,agtel0,
50539,캐린 느,agit,agit,agtel0,
50540,캐트리오나,agit,agit,agtel0,
50541,테사,agit,agit,agtel0,
50542,테오도라,agit,agit,agtel0,
50543,테클라,agit,agit,agtel0,
50544,폴리나,agit,agit,agtel0,
50545,헨리에타,agit,agit,agtel0,
50546,나디 네,agit,agit,agtel0,
50547,나시,agit,agit,agtel0,
50548,나탈리아,agit,agit,agtel0,
50549,노나,agit,agit,agtel0,
50550,니타,agit,agit,agtel0,
50551,다이아나,agit,agit,agtel0,
50552,도리에,agit,agit,agtel0,
50553,디나,agit,agit,agtel0,
50554,레 빈스,agit,agit,agtel0,
50555,레시에,agit,agit,agtel0,
50556,로시 리,agit,agit,agtel0,
50557,로시스,agit,agit,agtel0,
50558,루시에,agit,agit,agtel0,
50559,루신다,agit,agit,agtel0,
50560,리스,agit,agit,agtel0,
50561,리자,agit,agit,agtel0,
50562,마리 엘,agit,agit,agtel0,
50563,맥콜 리,agit,agit,agtel0,
50564,메요,agit,agit,agtel0,
50565,메이,agit,agit,agtel0,
50566,멜라,agit,agit,agtel0,
50567,모린,agit,agit,agtel0,
50568,미첼,agit,agit,agtel0,
50569,미첼 리,agit,agit,agtel0,
50570,민디,agit,agit,agtel0,
50571,베 버리,agit,agit,agtel0,
50572,베스,agit,agit,agtel0,
50573,벨라,agit,agit,agtel0,
50574,보니에,agit,agit,agtel0,
50575,보비,agit,agit,agtel0,
50576,브리티 네,agit,agit,agtel0,
50577,비안카,agit,agit,agtel0,
50578,비올 레트,agit,agit,agtel0,
50579,사디에,agit,agit,agtel0,
50580,셀레,agit,agit,agtel0,
50581,셀리나,agit,agit,agtel0,
50582,소피아,agit,agit,agtel0,
50583,쉬리에,agit,agit,agtel0,
50584,시비 아,agit,agit,agtel0,
50585,신디,agit,agit,agtel0,
50586,실비아,agit,agit,agtel0,
50587,아라나,agit,agit,agtel0,
50588,아미에,agit,agit,agtel0,
50589,아 베리,agit,agit,agtel0,
50590,아카시아,agit,agit,agtel0,
50591,안젤리나,agit,agit,agtel0,
50592,안젤리카,agit,agit,agtel0,
50593,에디에,agit,agit,agtel0,
50594,에보니,agit,agit,agtel0,
50595,엔젤 린,agit,agit,agtel0,
50596,오 디아,agit,agit,agtel0,
50597,오펠리아,agit,agit,agtel0,
50598,완다,agit,agit,agtel0,
50599,이사벨,agit,agit,agtel0,
50600,제네스,agit,agit,agtel0,
50601,제니스,agit,agit,agtel0,
50602,조안,agit,agit,agtel0,
50603,주디스,agit,agit,agtel0,
50604,첼 레네,agit,agit,agtel0,
50605,카롯,agit,agit,agtel0,
50606,카리 샤,agit,agit,agtel0,
50607,캔디스,agit,agit,agtel0,
50608,키닌,kinin2,kinin2,,
50609,탐 마라,agit,agit,agtel0,
50610,테레사,agit,agit,agtel0,
50611,프로 랜스,agit,agit,agtel0,
50612,플로리 네,agit,agit,agtel0,
50613,헬레네,agit,agit,agtel0,
50614,노비타,agit,agit,agtel0,
50615,다인,agit,agit,agtel0,
50616,델리아,agit,agit,agtel0,
50617,로레나,agit,agit,agtel0,
50618,모르나,agit,agit,agtel0,
50619,미리엄,agit,agit,agtel0,
50620,아디나,agit,agit,agtel0,
50621,에드 리,agit,agit,agtel0,
50622,엘샤,agit,agit,agtel0,
50623,제니아,agit,agit,agtel0,
50624,트리오 나,agit,agit,agtel0,
50625,고대인,acient1,acient1,,
50626,미셸,agit,agit,agtel0,
50627,포비,agit,agit,agtel0,
50628,에리 샤,agit,agit,agtel0,
50629,드로시,agit,agit,agtel0,
50630,나타샤,agit,agit,agtel0,
50631,미 노엘,agit,agit,agtel0,
51000,旅の男,netcafe101,netcafe101,,
60001,창고지기^도린,dorin,dorinl,pdorin,
60002,창고지기^바 호후,bahof,bahof,pbahof,
60003,창고지기^슬램,thram,thraml,pthram,
60004,창고지기^데닛 쯔,denitz,denitzl,pdenitz,
60005,루크,luku,lukul,pluku,
60006,창고지기^정크,jianku,jiankul,pjianku,
60007,창고지기^카림,karim,kariml,pkarim,
60008,창고지기^노디 무,nodim,nodiml,pnodim,
60009,창고지기^사우라 무,sauram,sauraml,psauram,
60010,창고지기^카샤 무,kasham,kashaml,pkasham,
60011,창고지기^크론,kuron,kuronl,pkuron,
60012,창고지기^토휀,tofen,tofen,ptofen,
60013,창고지기^에쿠 세론,axellon,axellonl,paxellon,
60014,창고지기^쿠리오 무,kriom,kriom,pkriom,
60015,창고지기^오기,ogi,ogi,pogi,
60016,창고지기^주크,juke,jukel,pjuke,
60017,창고지기^카 루디 무,karudim,karudiml,pkarudim,
60018,창고지기^캠,kamu,kamul,pkamu,
60019,창고지기^팅 뿌킨,timpukin,timpukinl,ptimpukin,
60020,창고지기^토 라쿠,tulak,tulakl,ptulak,
60021,창고지기^히 리무,hirim,hiriml,phirim,
60022,창고지기^보긴,borgin,borgin,pborgin,
60023,창고지기^타킨,tarkin,tarkinl,ptarkin,
60024,창고지기^고담,gotham,gothaml,pgotham,
60025,창고지기^구산,kusian,kusianl,pkusian,
60026,오크 론,orclon,orclon,porclon,
60027,창고지기^쿠 하팅,kuhatin,kuhatinl,pkuhatin,
60028,엘,elE1,elE1,elCE1,
60029,창고지기^하이도 리무,haidrim,haidrim,phaidrim,
60030,창고지기^하킴,hakim,hakiml,phakim,
60031,레이 아스,rayearth1,rayearth2,pgotham,
60032,창고지기 가린,garin,garinl,pgarin,
60033,창고지기 가울,gawl,gawll,pgawl,
60034,창고지기^쿠드,kuud,kuudl,pkuud,
60035,지 다르,zidar,zadarl,pgawl,
60036,티 구스,tigus,tigusl,pgawl,
60037,디온,en1011,en1011,,
60501,가이드,patguard,patguard,,
60502,가이드,patguard,patguard,,
60506,가이드,,,,
60507,가이드,,,,
60508,가이드,,,,
60509,가이드,,,,
60510,가이드,,,,
60513,가이드,,,,
60514,근위병,ktguard6,ktguard6,ktguard6,
60515,켄트 용병대,,,,
60516,켄트 용병대,,,,
60517,가이드,,,,
60522,가이드,,,,
60523,가이드,,,,
60524,근위병,grguard6,grguard6,grguard6,
60525,근위병,grguard6,grguard6,grguard6,
60526,기란 용병대,,,,
60527,기란 용병대,,,,
60528,가이드,,,,
60529,근위병,grguard6,grguard6,grguard6,
60530,드워프 가드,dcguard6,dcguard6,dcguard6,
60531,드워프 가드,dcguard6,dcguard6,dcguard6,
60533,가이드,adguard6,adguard6,adguard6,
60534,가이드,adguard6,adguard6,adguard6,
60537,아덴 가드,adguard6,adguard6,adguard6,
60538,아덴 가드,adguard6,adguard6,adguard6,
60539,아덴 용병대,adguard6,adguard6,adguard6,
60540,아덴 용병대,adguard6,adguard6,adguard6,
60551,윈 다우드 성 경비,,,,
60552,근위병,wdguard6,wdguard6,wdguard6,
60553,윈 다우드 용병대,,,,
60554,윈 다우드 용병대,,,,
60558,게라도 용병대,sdummy1,sdummy1,,
60559,게라도 용병대,sdummy1,sdummy1,,
60560,오크 근위병,orcguard6,orcguard6,orcguard6,
60563,근위병,heguard6,heguard6,heguard6,
70001,로즈,rose1,rose1,rose6,
70002,사샤,sasha,sasha,,
70003,시리스,siriss,siriss,sirissmg,
70004,요한,johan,johan,johan1,
70005,파고,en0131,en0131,,
70006,물약 상인^키리스,kiris,kiris,,
70007,티나,tina1,tina1,tina6,
70008,프라 운,fraoun,fraoun,,
70009,게렝,,,,
70010,발심,balsim,balsim,,
70011,선착장 관리인,shipEvI3,shipEvI1,,
70012,셀레나,inn,Inn1,,
70013,콜드,cold1,cold2,,
70014,판도라,pandora,pandora5,,
70015,아리에,arieh1,arieh1,arieh6,
70016,안딘,andyn,andyn,andyn3,
70017,오림,orim1,orim1,orim2,
70018,이소리 야,ysorya,ysorya,ysorya3,
70019,로리아,inn,Inn1,,
70020,무기 방어구 상인^로 루코,rollko,rollko,rollko1,
70021,룻,luth,luth,luth3,
70022,선착장 관리인,shipEvM1,shipEvM1,shipEvM2,
70023,일체 상인^아덴 인단,tzmerchant,tzmerchant,,
70024,케티,catty,catty,catty3,
70025,파심,pasim,pasim,pasim2,
70026,데렉,derek1,derek1,derek2,
70027,디오,dio1,dio1,dio2,
70028,란달,randal1,randal1,randal2,
70029,마가렛,margaret1,margaret1,margaret2,
70030,메이어,mayer,mayer,mayer3,
70031,몰리,inn,Inn1,,
70032,버질,vergil,vergil,vergil3,
70033,베리 타,verita,verita,verita3,
70034,빈센트,vincent1,vincent1,vincent2,
70035,세실,secil,secil,,
70036,스텔라,stella1,stella1,stella6,
70037,아덴 상단,tzmerchant,tzmerchant,,
70038,에버트,evert1,evert1,evert2,
70039,워너,werner,werner,werner3,
70040,제이슨,jason1,jason1,jason2,
70041,퍼킨,perkin,perkin,,
70042,폴리,polee,polee,,
70043,필립,philip1,philip1,philip2,
70044,랄프,ralf1,ralf1,ralf6,
70045,베리,berry1,berry1,berry6,
70046,진,jin1,jin1,jin6,
70047,데프 만,defman,defman,defman3,
70048,라온,raon,raon,raon3,
70049,로젠,rozen1,rozen1,rozen2,
70050,루키,ruky1,ruky1,ruky6,
70051,마구스,magus,magus,magus2,
70052,멜리사,mellisa,mellisa,mellisa3,
70053,샤루,sharu1,sharu1,sharu2,
70054,스빈,inn,Inn1,,
70055,에이시 느,ashinnue,ashinnue,,
70056,조드,jode,jode,jode1,
70057,캐서린,catherine,catherine,catherine3,
70058,페가,fega,fega,fega3,
70059,디코,dico,dico,dico3,
70060,린다,rinda,rinda,rinda3,
70061,만드 라,mandra,mandra,mandra3,
70062,바뤼 에스,varyeth,varyeth,varyeth3,
70063,비우스,bius,bius,bius3,
70064,아덴 상단,tzmerchant,tzmerchant,,
70065,엔케,inn,Inn1,,
70066,크리스 터,kreister,kreister,kreister3,
70067,파고 르,pagoru,pagoru,pagoru3,
70068,무기 방어구 상인^프랑코,franko,franko,franko1,
70069,모모,momo1,momo1,momo6,
70070,벨리 사,inn,Inn1,,
70071,아슈르,ashur,ashur,ashur3,
70072,엘 미나,elmina,elmina,elmina3,
70073,글렌,glen,glen1,,
70074,멜린,mellin,mellin1,,
70075,미란다,inn,Inn1,,
70076,아덴 상단,tzmerchant,tzmerchant,,
70077,로드니,dogdealer,dogdealer,rodney,
70078,오킴,orcm1,orcm1,orcm6,
70079,잭슨,jackson,jackson,jackson3,
70080,호런,horunev1,horunev1,horunev2,
70081,부 아크,buakheu1,buakheu1,buakheu2,
70082,브리트,britt,britt,britt3,
70083,시반,shivan,shivan,shivan3,
70084,앨리,inn,Inn1,,
70085,올드,old1,old1,old6,
70086,이스 발,isvall4,isvall4,isvall1,
70087,세 디아,sedia4,sedia4,,
70088,스크와 티,scwaty1,scwaty1,scwaty2,
70089,어 블리 젼,oblivion1,oblivion1,oblivion2,
70090,치키,chiky1,chiky1,chiky3,
70091,티론,tilon1,tilon1,tilon13,
70092,상인 에마 르트,emart,emart,,
70093,상인 카 루프,karupu,karupu,,
70094,듀란,duran,duran,duran2,
70095,듀론,duron1,duron1,,
70096,밀레,inn,Inn1,,
70097,포니,foni1,foni1,,
70098,보보,bobo1,bobo1,,
70099,쿠퍼,kuper2,kuper2,,
70100,렌고,lengo1,lengo1,,
70101,휜,fiin1,fiin1,,
70102,쥬디스,judice1,judice1,,
70503,굿 맨,goodman,goodman,,
70504,뉴트럴 맨,neutralman,neutralman,,
70506,루바,en0101,en0101,,
70507,리온,rion1,rion1,rion2,
70508,무기 강화 사,enchanterw1,enchanterw1,encw,
70509,방어구 강화 사,enchantera1,enchantera1,enca,
70510,변신 술사,newgypsy,newgypsy,gypsy1,
70511,이블 맨,evilman,evilman,,
70512,치료사,jpe0101,jpe0101,,
70513,페리아,peria1,peria1,peria2,
70514,전문가^헤이스트 사,freehaste,freehaste,,
70515,음보,mubo1,mubo1,,
70517,커스,cuse1,cuse1,cuse3,
70518,티오,tio,tio,,
70519,페리아,peria1,peria1,peria2,
70520,연금술사,new_alchemy1,new_alchemy1,,
70522,군터,,,,
70523,라 다르,ladar1,ladarC1,,
70524,라비 엔 느,lavienue9,lavienue9,lavienue2,
70525,라이 엔,lien1,lienC1,,
70526,레이더스,raiders1,raiders1,raiders3,
70527,렝고,lengo1,lengo1,,
70528,마을 관리인,othertown,othertown,othertownh,
70529,모나,mona1,mona1,,
70530,성향 치 회복^속죄의 사자,restore1pk,restore1pk,helppk,
70531,젬,jem2,jem2,,
70532,존슨,johnson1,johnson1,,
70533,쥬디스,judice1,judice1,,
70534,타운 어드바이저,secretary1,secretary1,secretary4,
70535,쿠퍼,kuper1,kuper1,,
70536,토마,touma1,touma1,touma2,
70537,파린,farlin1,farlinC1,,
70538,혈맹 집행 인,bpledge2,bpledge2,bpledge1,
70539,휜,fiin1,fiin1,,
70540,\N,new_alchemy1,new_alchemy1,,
70544,딕,dick1,dick1,dick2,
70545,리차드,richard3,richard3,,
70546,마을 관리인,othertown,othertown,othertownh,
70547,무기 강화 사,encwc,encwc,,
70549,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70550,방어구 강화 사,encac,encac,,
70553,이스마엘,ishmael1,ishmael1,ishmael2,
70554,제로,zero2,zero2,,
70555,짐,,,,
70556,타운 어드바이저,secretary1,secretary1,secretary4,
70560,혈맹 집행 인,bpledge2,bpledge2,bpledge1,
70562,훈트,hunt1,hunt1,hunt2,
70563,\N,new_alchemy1,new_alchemy1,,
70567,마을 관리인,othertown,othertown,othertownh,
70568,유노,yuno,yuno,,
70572,타운 어드바이저,secretary1,secretary1,secretary4,
70574,\N,new_alchemy1,new_alchemy1,,
70577,경매 관리자,auction1,auction1,auction3,
70594,마을 관리인,othertown,othertown,othertownh,
70598,모리아,moria1,moria1,moria4,
70599,무기 강화 사,encwc,encwc,,
70600,골키퍼,orckeeperop,orckeeperop,orckeeperop,
70601,방어구 강화 사,encac,encac,,
70605,블 레즈,blaise1,blaise1,blaise4,
70607,사 르샤,sarsha1,sarsha1,sarsha2,
70611,성향 치 회복^속죄의 사자,restore1pk,restore1pk,,
70614,안톤,anton1,anton1,,
70617,알몬,almon1,almon1,almon2,
70623,오빌,orville1,orville1,orville2,
70631,타운 어드바이저,secretary4,secretary4,secretary1,
70632,케빈,kevin1,kevin1,kevin2,
70633,콜버트,colbert1,colbert1,colbert2,
70641,허버트,herbert1,herbert1,herbert2,
70642,헥터,hector1,hector1,hector2,
70644,혈맹 집행 인,bpledge2,bpledge2,bpledge1,
70645,\N,new_alchemy1,new_alchemy1,,
70653,마샤,masha,masha,,
70654,마을 관리인,othertown,othertown,othertownh,
70655,무기 강화 사,encwc,encwc,,
70656,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70657,방어구 강화 사,encac,encac,,
70658,성향 치 회복^속죄의 사자,restore1pk,restore1pk,,
70662,이 벨빈,ivelviin1,ivelviin1,ivelviin2,
70663,타운 어드바이저,secretary1,secretary1,secretary4,
70664,코브,cove1,cove1,cove2,
70665,포 템핀,potempin1,potempin1,potempin2,
70666,프 렉슨,freckson1,freckson1,freckson2,
70667,혈맹 집행 인,bpledge2,bpledge2,bpledge1,
70668,\N,new_alchemy1,new_alchemy1,,
70670,클레이,citizen8,citizen8,,
70671,노세,nose,nose,nose1,
70674,레오나,reona1,reona1,reona2,
70675,루즈,citizen1,citizen1,,
70676,류미엘,ryumiel1,ryumiel1,,
70683,몽 테스,montes2,montes2,montes4,
70686,무기 강화 사,encwc,encwc,,
70687,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70688,뮤 라스,citizen10,citizen10,,
70690,바 무트,bamute1,bamute1,bamute2,
70692,방어구 강화 사,encac,encac,,
70695,비우 스트,biust1,biust1,biust2,
70660,웰던 용병 대장,gdummyc1,gdummyc1,,
70661,웰던 용병단,gdummy1,gdummy1,,
70701,신녀 아가타,restore,restore,,
70702,신녀 에리엘,ring1,ring1,,
70707,에노,eno1,eno1,enoc1,
70711,자이언트 장로,giantk1,giantk1,giantk2,
70712,제니퍼,jennifer1,jennifer1,,
70715,지무,jimuk1,jimuk1,jimuk2,
70721,티몬,timon1,timon1,timon2,
70722,파르 츠,paruit01,paruit01,paruitC,
70723,파우,pau1,pau1,pau2,
70724,헤이트,heit4,heit4,,
70725,혈맹 집행 인,bpledge2,bpledge2,bpledge1,
70734,\N,new_alchemy1,new_alchemy1,,
70739,디 가르뎅,dicardinge1,dicardinge1,dicardinge2,
70740,디카 덴 솔저,zero2,zero2,,
70742,디텍터,detecter1,detecter1,detecter2,
70744,로제,roje16,roje16,,
70745,록,roku,roku,,
70748,마을 관리인,othertown,othertown,othertownh,
70749,마일드,mild1,mild1,mild2,
70751,브레드,brad1,brad1,,
70757,속죄의 신녀,restore1pk,restore1pk,,
70758,여관 주인^수빈,sabin,sabin,,
70760,엘 뤼온,ellyonne,ellyonne,ellyonne4,
70761,타운 어드바이저,secretary1,secretary1,secretary4,
70762,카 리프,karif1,karif1,,
70763,타 라스,talass,talass,,
70764,타 우스,taus,taus,,
70768,\N,new_alchemy1,new_alchemy1,,
70771,란디 스,randith1,randith1,randith2,
70773,마빈,marbin1,marbin1,marbin2,
70772,레이 다스,ladar1,ladarC1,,
70774,마을 관리인,othertown,othertown,othertownh,
70775,마크,mark1,mark1,mark2,
70776,맥,meg4,meg4,,
70777,무기 강화 사,encwc,encwc,,
70778,골키퍼,gatekeeperop,gatekeeperop,gatekeeperop,
70779,문지기 개미,ants2,ants2,antss,
70780,방어구 강화 사,encac,encac,,
70781,성향 치 회복^속죄의 사자,restore1pk,restore1pk,,
70782,델피,ant2,ant2,,
70783,아리아,aria4,aria4,,
70784,오스 몬드,othmond1,othmond1,othmond2,
70788,타운 어드바이저,secretary1,secretary1,secretary4,
70789,할트,halt1,halt1,halt2,
70790,혈맹 집행 인,bpledge2,bpledge2,bpledge1,
70792,\N,new_alchemy1,new_alchemy1,,
70794,게 라드,,,,
70796,던햄,dunham2,dunham2,,
