area_x1,area_y1,area_x2,area_y2,area_map_id,getback_x1,getback_y1,getback_x2,getback_y2,getback_x3,getback_y3,getback_map_id,getback_town_id,getback_town_id_elf,getback_town_id_darkelf,scroll_escape,note
0,0,0,0,33,33429,32814,33429,32814,33429,32814,4,7,0,0,1,Dragon Valley Caves 4F
0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,1,Hall of Honor
0,0,0,0,35,33429,32814,33429,32814,33429,32814,4,7,0,0,1,Dragon Valley Caves 5F
0,0,0,0,36,33429,32814,33429,32814,33429,32814,4,7,0,0,1,Dragon Valley Caves 6F
0,0,0,0,37,33429,32814,33429,32814,33429,32814,4,7,0,0,1,Dragon Valley Caves 7F Lair of Antharas
0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,1,Hall of Honor
0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,1,Hall of Honor
0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1,Hall of Honor
0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,1,Hall of Honor
0,0,0,0,43,32612,33188,32612,33188,32612,33188,4,2,0,0,1,Ant Caves
0,0,0,0,44,32612,33188,32612,33188,32612,33188,4,2,0,0,1,Ant Caves
0,0,0,0,45,32612,33188,32612,33188,32612,33188,4,2,0,0,1,Ant Caves
0,0,0,0,46,32612,33188,32612,33188,32612,33188,4,2,0,0,1,Ant Caves
0,0,0,0,47,32612,33188,32612,33188,32612,33188,4,2,0,0,1,Ant Caves
0,0,0,0,48,32612,33188,32612,33188,32612,33188,4,2,0,0,1,Ant Caves
0,0,0,0,49,32612,33188,32612,33188,32612,33188,4,2,0,0,1,Ant Caves
0,0,0,0,50,32612,33188,32612,33188,32612,33188,4,2,0,0,1,Ant Caves
0,0,0,0,51,32612,33188,32612,33188,32612,33188,4,2,0,0,1,Ant Caves
0,0,0,0,52,33429,32814,33429,32814,33429,32814,4,7,0,0,1,Giran Inner Castle
0,0,0,0,53,33429,32814,33429,32814,33429,32814,4,7,0,0,1,Giran Prison 1F
0,0,0,0,54,33429,32814,33429,32814,33429,32814,4,7,0,0,1,Giran Prison 2F
0,0,0,0,55,33429,32814,33429,32814,33429,32814,4,7,0,0,1,Giran Prison 3F
0,0,0,0,56,33429,32814,33429,32814,33429,32814,4,7,0,0,1,Giran Prison 4F
0,0,0,0,57,32574,32941,32574,32941,32574,32941,4,0,0,0,1,Ice Country1
0,0,0,0,58,33082,33389,33082,33389,33082,33389,4,0,0,0,1,Fire Country1
0,0,0,0,59,33614,33243,33614,33243,33614,33243,4,8,0,0,1,Heine Dungeon 1F
0,0,0,0,60,33614,33243,33614,33243,33614,33243,4,8,0,0,1,Heine Dungeon 2F
0,0,0,0,61,33614,33243,33614,33243,33614,33243,4,8,0,0,1,Heine Dungeon 3F
0,0,0,0,62,33604,33237,33604,33237,33604,33237,4,8,0,0,1,Sanctuary of Eva
0,0,0,0,63,33604,33237,33604,33237,33604,33237,4,8,0,0,1,Kingdom of Eva
0,0,0,0,64,33604,33237,33604,33237,33604,33237,4,8,0,0,1,Heine Inner Castle
0,0,0,0,65,33604,33237,33604,33237,33604,33237,4,8,0,0,1,Lair of Fafurion
0,0,0,0,66,33722,32496,33722,32496,33722,32496,4,9,0,0,1,Iron Gate Guild Inner Castle
0,0,0,0,67,33719,32491,33719,32491,33719,32491,4,9,0,0,1,Lair of Valakas
0,0,0,0,68,32778,32779,32778,32779,32778,32779,68,0,0,0,1,Singing Island
0,0,0,0,69,32714,32877,32714,32877,32714,32877,69,0,0,0,1,Hidden Valley
0,0,0,0,70,32828,32848,32828,32848,32828,32848,70,0,0,0,1,Forgotten Island
0,0,0,0,72,34053,32284,34053,32284,34053,32284,4,10,0,0,1,Crystal Cavern 1F
0,0,0,0,73,34053,32284,34053,32284,34053,32284,4,10,0,0,1,Crystal Cavern 2F
0,0,0,0,74,34053,32284,34053,32284,34053,32284,4,10,0,0,1,Crystal Cavern 3F
0,0,0,0,75,34053,32284,34053,32284,34053,32284,4,10,0,0,1,Ivory Tower 1F
0,0,0,0,76,34053,32284,34053,32284,34053,32284,4,10,0,0,1,Ivory Tower 2F
0,0,0,0,77,34053,32284,34053,32284,34053,32284,4,10,0,0,1,Ivory Tower 3F
0,0,0,0,78,34053,32284,34053,32284,34053,32284,4,10,0,0,1,Ivory Tower 4F Inanimate object Laboratory
0,0,0,0,79,34053,32284,34053,32284,34053,32284,4,10,0,0,1,Ivory Tower 5F Black magic Laboratory
0,0,0,0,80,34053,32284,34053,32284,34053,32284,4,10,0,0,1,Ivory Tower 6F Monster Seal room
0,0,0,0,81,34053,32284,34053,32284,34053,32284,4,10,0,0,1,Ivory Tower 7F Monster Seal room
0,0,0,0,82,34053,32284,34053,32284,34053,32284,4,10,0,0,1,Ivory Tower 8F Demon Seal room
0,0,0,0,83,33604,33237,33604,33237,33604,33237,4,8,0,0,1,Aden Mainland Ship to Forgotten Island
0,0,0,0,84,33604,33237,33604,33237,33604,33237,4,0,0,0,1,Forgotten Island Ship to Aden Mainland
0,0,0,0,85,32831,32838,32831,32838,32831,32838,8011,0,0,0,1,Singing Island Dungeon
0,0,0,0,86,32691,32864,32691,32864,32691,32864,2005,0,0,0,1,Hidden Valley Dungeon
0,0,0,0,87,32831,32838,32831,32838,32831,32838,8011,0,0,0,1,Pago's Room
0,0,0,0,88,0,0,0,0,0,0,0,7,0,0,1,Giran Arena
0,0,0,0,89,0,0,0,0,0,0,0,7,0,0,1,Giran Arena
0,0,0,0,90,0,0,0,0,0,0,0,7,0,0,1,Giran Arena
0,0,0,0,91,0,0,0,0,0,0,0,1,0,0,1,Talking Island Arena
0,0,0,0,92,0,0,0,0,0,0,0,3,0,0,1,Gludio Arena
0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,1,Kent Arena
0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,1,Windawood Arena
0,0,0,0,95,0,0,0,0,0,0,0,2,0,0,1,Silver Knight Arena
0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,1,Lair of Valakas Arena
0,0,0,0,97,0,0,0,0,0,0,0,8,0,0,1,Heine Arena
0,0,0,0,98,0,0,0,0,0,0,0,9,0,0,1,Werldern Arena
0,0,0,0,99,0,0,0,0,0,0,0,2,0,0,1,GM Room
0,0,0,0,101,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 1F
0,0,0,0,102,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 2F
0,0,0,0,103,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 3F
0,0,0,0,104,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 4F
0,0,0,0,105,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 5F
0,0,0,0,106,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 6F
0,0,0,0,107,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 7F
0,0,0,0,108,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 8F
0,0,0,0,109,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 9F
0,0,0,0,110,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 10F
0,0,0,0,111,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 11F
0,0,0,0,112,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 12F
0,0,0,0,113,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 13F
0,0,0,0,114,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 14F
0,0,0,0,115,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 15F
0,0,0,0,116,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 16F
0,0,0,0,117,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 17F
0,0,0,0,118,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 18F
0,0,0,0,119,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 19F
0,0,0,0,120,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 20F
0,0,0,0,121,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 21F
0,0,0,0,122,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 22F
0,0,0,0,123,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 23F
0,0,0,0,124,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 24F
0,0,0,0,125,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 25F
0,0,0,0,126,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 26F
0,0,0,0,127,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 27F
0,0,0,0,128,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 28F
0,0,0,0,129,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 29F
0,0,0,0,130,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 30F
0,0,0,0,131,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 31F
0,0,0,0,132,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 32F
0,0,0,0,133,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 33F
0,0,0,0,134,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 34F
0,0,0,0,135,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 35F
0,0,0,0,136,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 36F
0,0,0,0,137,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 37F
0,0,0,0,138,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 38F
0,0,0,0,139,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 39F
0,0,0,0,140,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 40F
0,0,0,0,141,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 41F
0,0,0,0,142,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 42F
0,0,0,0,143,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 43F
0,0,0,0,144,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 44F
0,0,0,0,145,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 45F
0,0,0,0,146,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 46F
0,0,0,0,147,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 47F
0,0,0,0,148,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 48F
0,0,0,0,149,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 49F
0,0,0,0,150,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 50F
0,0,0,0,151,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 51F
0,0,0,0,152,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 52F
0,0,0,0,153,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 53F
0,0,0,0,154,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 54F
0,0,0,0,155,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 55F
0,0,0,0,156,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 56F
0,0,0,0,157,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 57F
0,0,0,0,158,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 58F
0,0,0,0,159,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 59F
0,0,0,0,160,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 60F
0,0,0,0,161,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 61F
0,0,0,0,162,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 62F
0,0,0,0,163,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 63F
0,0,0,0,164,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 64F
0,0,0,0,165,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 65F
0,0,0,0,166,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 66F
0,0,0,0,167,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 67F
0,0,0,0,168,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 68F
0,0,0,0,169,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 69F
0,0,0,0,170,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 70F
0,0,0,0,171,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 71F
0,0,0,0,172,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 72F
0,0,0,0,173,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 73F
0,0,0,0,174,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 74F
0,0,0,0,175,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 75F
0,0,0,0,176,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 76F
0,0,0,0,177,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 77F
0,0,0,0,178,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 78F
0,0,0,0,179,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 79F
0,0,0,0,180,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 80F
0,0,0,0,181,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 81F
0,0,0,0,182,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 82F
0,0,0,0,183,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 83F
0,0,0,0,184,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 84F
0,0,0,0,185,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 85F
0,0,0,0,186,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 86F
0,0,0,0,187,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 87F
0,0,0,0,188,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 88F
0,0,0,0,189,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 89F
0,0,0,0,190,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 90F
0,0,0,0,191,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 91F
0,0,0,0,192,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 92F
0,0,0,0,193,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 93F
0,0,0,0,194,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 94F
0,0,0,0,195,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 95F
0,0,0,0,196,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 96F
0,0,0,0,197,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 97F
0,0,0,0,198,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 98F
0,0,0,0,199,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 99F
0,0,0,0,200,33926,33346,33926,33346,33926,33346,4,12,0,0,1,Tower of Insolence 100F
0,0,0,0,201,32574,32941,32574,32941,32574,32941,0,1,0,0,1,Mage Quest Dungeon
0,0,0,0,202,32574,32941,32574,32941,32574,32941,0,1,0,0,1,Mage Quest Dungeon
0,0,0,0,203,32574,32941,32574,32941,32574,32941,0,1,0,0,1,Mage Quest Dungeon
0,0,0,0,204,32574,32941,32574,32941,32574,32941,0,1,0,0,1,Mage Quest Dungeon
0,0,0,0,209,0,0,0,0,0,0,0,4,11,0,1,Darkelf Dungeon
0,0,0,0,210,0,0,0,0,0,0,0,4,11,0,1,Darkelf Dungeon
0,0,0,0,211,0,0,0,0,0,0,0,4,11,0,1,Darkelf Dungeon
0,0,0,0,213,0,0,0,0,0,0,0,4,11,0,1,Darkelf Dungeon
0,0,0,0,217,32612,33188,32612,33188,32612,33188,4,2,0,0,1,Mutant Ant Dungeon
0,0,0,0,221,33082,33389,33082,33389,33082,33389,4,2,0,0,1,Gerard Test Dungeon
0,0,0,0,237,32628,32807,32628,32807,32628,32807,4,3,0,0,1,Jim's Dungeon
0,0,0,0,240,33049,32780,33049,32780,33049,32780,4,6,0,0,1,Kent Castle Dungeon 1F
0,0,0,0,241,33049,32780,33049,32780,33049,32780,4,6,0,0,1,Kent Castle Dungeon 2F
0,0,0,0,242,33049,32780,33049,32780,33049,32780,4,6,0,0,1,Kent Castle Dungeon 3F
0,0,0,0,243,33049,32780,33049,32780,33049,32780,4,6,0,0,1,Kent Castle Dungeon 4F
0,0,0,0,244,32750,32435,32745,32447,32738,32452,4,0,0,0,1,Polluted Land of Blessing
0,0,0,0,255,33722,32496,33722,32496,33722,32496,4,0,0,0,1,Dwarf Castle Dungeon Dwarf Mine
0,0,0,0,256,33722,32496,33722,32496,33722,32496,4,0,0,0,1,Dwarf Castle Dungeon Savage Land
0,0,0,0,306,32628,32807,32628,32807,32628,32807,0,14,0,0,1,Dungeon of Evil Thoughts
0,0,0,0,310,0,0,0,0,0,0,0,14,0,0,1,Oum Dungeon
0,0,0,0,320,0,0,0,0,0,0,0,14,0,0,1,Diad Fortress
0,0,0,0,330,0,0,0,0,0,0,0,14,0,0,1,Mineral Dungeon
0,0,0,0,340,0,0,0,0,0,0,0,2,0,0,1,Gludin Traders Village
0,0,0,0,350,0,0,0,0,0,0,0,7,0,0,1,Giran Traders Village
0,0,0,0,360,0,0,0,0,0,0,0,10,0,0,1,Oren Traders Village
0,0,0,0,370,0,0,0,0,0,0,0,2,0,0,1,Silver Knight Traders Village
0,0,0,0,420,32422,33074,32422,33074,32422,33074,440,17,0,0,1,Abyss Lake
0,0,0,0,430,32422,33074,32422,33074,32422,33074,440,16,0,0,1,Elemental Grave
0,0,0,0,440,32422,33074,32422,33074,32422,33074,440,16,0,0,1,Pirate Island
0,0,0,0,441,32422,33074,32422,33074,32422,33074,440,16,0,0,1,Pirate Island Dungeon 1F
0,0,0,0,442,32422,33074,32422,33074,32422,33074,440,16,0,0,1,Pirate Island Dungeon 2F
0,0,0,0,443,32422,33074,32422,33074,32422,33074,440,16,0,0,1,Pirate Island Dungeon 3F
0,0,0,0,444,32422,33074,32422,33074,32422,33074,440,16,0,0,1,Pirate Island Dungeon 4F
0,0,0,0,482,32451,33058,32451,33058,32451,33058,440,0,0,0,1,Franco's Labyrinth
0,0,0,0,483,32451,33058,32451,33058,32451,33058,440,0,0,0,1,Closed Jail of Diego
0,0,0,0,484,32451,33058,32451,33058,32451,33058,440,0,0,0,1,Underground Jail of Hose
32515,32192,32959,32536,4,32745,32445,32745,32445,32745,32445,4,4,0,0,1,Orcish Forest
32515,32537,32959,33022,4,32628,32807,32628,32807,32628,32807,4,3,0,0,1,Orcish Forest
32515,33023,32959,33532,4,32612,33188,32612,33188,32612,33188,4,5,0,0,1,Orcish Forest
32960,32192,33215,32510,4,33051,32343,33051,32343,33051,32343,4,4,11,0,1,Orcish Forest
32960,32511,33280,33022,4,33049,32780,33049,32780,33049,32780,4,6,0,0,1,Orcish Forest
32960,33023,33279,33532,4,33082,33389,33082,33389,33082,33389,4,2,0,0,1,Orcish Forest
33216,32192,33471,32510,4,33429,32814,33429,32814,33429,32814,4,7,11,0,1,Orcish Forest
33280,32511,33535,33022,4,33429,32814,33429,32814,33429,32814,4,7,0,0,1,Orcish Forest
33280,33023,33791,33532,4,33604,33237,33604,33237,33604,33237,4,8,0,0,1,Orcish Forest
33472,32192,33855,32574,4,33722,32496,33722,32496,33722,32496,4,9,0,0,1,Orcish Forest
33536,32574,33919,33022,4,33429,32814,33429,32814,33429,32814,4,7,0,0,1,Orcish Forest
33792,33023,34303,33532,4,33962,33254,33962,33254,33962,33254,4,12,0,0,1,Orcish Forest
33856,32192,33920,32738,4,34053,32284,34053,32284,34053,32284,4,10,0,0,1,Orcish Forest
33920,32128,34303,32738,4,34053,32284,34053,32284,34053,32284,4,10,0,0,1,Orcish Forest
33920,32739,34303,33532,4,33962,33254,33962,33254,33962,33254,4,12,0,0,1,Orcish Forest
0,0,0,0,521,34017,32188,34023,32160,34041,32164,4,0,0,0,1,Temple of Shadow Outland
0,0,0,0,522,34017,32188,34023,32160,34041,32164,4,0,0,0,1,Temple of Shadow 1F
0,0,0,0,523,34017,32188,34023,32160,34041,32164,4,0,0,0,1,Temple of Shadow 2F
0,0,0,0,524,34017,32188,34023,32160,34041,32164,4,0,0,0,1,Temple of Shadow 3F
0,0,0,0,480,0,0,0,0,0,0,0,16,0,0,1,Pirate's Isle
0,0,0,0,481,0,0,0,0,0,0,0,16,0,0,1,Kamyla's Room
0,0,0,0,550,32844,32694,32844,32694,32844,32694,550,0,0,0,1,Ship Grave Area
0,0,0,0,551,32844,32694,32844,32694,32844,32694,550,0,0,0,1,Inboard at Ship Grave Area
0,0,0,0,552,32844,32694,32844,32694,32844,32694,550,0,0,0,1,Inboard at Ship Grave Area
0,0,0,0,553,32844,32694,32844,32694,32844,32694,550,0,0,0,1,Inboard at Ship Grave Area
0,0,0,0,554,32844,32694,32844,32694,32844,32694,550,0,0,0,1,Inboard at Ship Grave Area
0,0,0,0,555,32844,32694,32844,32694,32844,32694,550,0,0,0,1,Inboard at Ship Grave Area
0,0,0,0,556,32844,32694,32844,32694,32844,32694,550,0,0,0,1,Inboard at Ship Grave Area
0,0,0,0,557,32844,32694,32844,32694,32844,32694,550,0,0,0,1,Inboard at Ship Grave Area
0,0,0,0,558,32844,32694,32844,32694,32844,32694,550,0,0,0,1,Deep Sea of Ship Grave Area
0,0,0,0,600,32608,33178,32626,33185,32630,33179,4,5,0,0,1,Cave of Desire Outland
0,0,0,0,601,32608,33178,32626,33185,32630,33179,4,5,0,0,1,Cave of Desire Lobby
0,0,0,0,608,34053,32284,34053,32284,34053,32284,4,10,0,0,1,Yahee's Laboratory
0,0,0,0,777,34043,32184,34023,32174,34053,32195,4,0,0,0,1,Land of Abandoned
0,0,0,0,778,32608,33178,32626,33185,32630,33179,4,5,0,0,1,Land of Abandoned
0,0,0,0,779,32608,33178,32626,33185,32630,33179,4,5,0,0,1,Land of Abandoned
0,0,0,0,8011,32831,32838,32831,32838,32831,32838,8011,0,0,0,1,Singing Island
0,0,0,0,8012,32831,32838,32831,32838,32831,32838,8011,0,0,0,1,Singing Island West Area
0,0,0,0,8013,32734,32798,32734,32798,32734,32798,8013,0,0,0,0,Doromond's Room
0,0,0,0,8014,32745,32722,32745,32722,32745,32722,8014,0,0,0,0,Training Room
0,0,0,0,8015,32831,32838,32831,32838,32831,32838,8011,0,0,0,1,Singing Island North Area
32512,32810,32581,32865,400,32563,32680,32563,32680,32563,32680,400,0,0,0,1,Great Cavern Recluse Village Area
32512,32865,32553,32880,400,32563,32680,32563,32680,32563,32680,400,0,0,0,1,Great Cavern Recluse Village Area
32512,32880,32541,32995,400,32563,32680,32563,32680,32563,32680,400,0,0,0,1,Great Cavern Recluse Village Area
32736,32595,32890,32647,400,32600,32922,32600,32922,32600,32922,400,0,0,0,1,Great Cavern Recluse Village Area
32699,32647,32740,32720,400,32600,32922,32600,32922,32600,32922,400,0,0,0,1,Great Cavern Recluse Village Area
32740,32647,32890,32720,400,32600,32922,32600,32922,32600,32922,400,0,0,0,1,Great Cavern Recluse Village Area
