id,name,skill_level,skill_number,consume_mp,consume_hp,consume_item_id,consume_amount,reuse_delay,buff_duration,target,target_to,damage_value,damage_dice,damage_dice_count,probability_value,probability_dice,probability_max,attr,type,lawful,ranged,area,through,skill_id,name_id,action_id,cast_gfx,cast_gfx2,sys_msg_id_happen,sys_msg_id_stop,sys_msg_id_fail,can_cast_with_invis,ignores_counter_magic,is_buff,impl
25,파이어볼,4,0,20,0,0,0,1000,0,attack,3,0,9,5,0,0,-1,2,64,0,6,3,0,1,$1451,18,171,-1,0,0,0,0,0,0,\N
26,인챈트 덱스터리티,4,1,50,0,0,0,0,1200,buff,4,0,0,0,0,0,-1,8,2,0,-1,0,0,2,$1452,19,750,-1,294,0,280,1,1,1,\N
27,웨폰 브레이크,4,2,32,0,40318,1,3000,0,buff,3,0,0,0,0,10,90,2,4,-10,4,0,0,4,$1453,19,172,-1,0,0,280,0,0,0,\N
28,뱀파이어릭 터치,4,3,12,0,0,0,100,0,attack,3,15,10,3,0,0,-1,4,64,-5,4,0,0,8,$1454,18,236,-1,0,0,0,0,0,0,\N
29,슬로우,4,4,20,0,40318,1,1000,64,buff,3,0,0,0,0,12,99,8,1,0,-1,0,0,16,$1455,19,752,-1,277,0,280,0,0,0,\N
30,어스 재일,4,5,24,0,0,0,400,0,attack,3,0,8,5,0,0,-1,1,64,0,8,3,0,32,$1971,18,1805,-1,0,0,0,0,0,0,\N
31,카운터 매직,4,6,20,0,40318,1,0,16,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,64,$1980,19,10701,10702,0,0,0,1,1,0,\N
32,메디테이션,4,7,5,30,0,0,0,640,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,128,$1981,19,2173,-1,0,0,0,1,1,1,L1MarkerSkill
33,커스 패럴 라이즈,5,0,80,0,40318,2,5000,4,buff,3,0,0,0,0,8,80,1,4,-500,1,0,0,1,$1456,19,10704,-1,0,0,280,0,0,0,\N
34,콜 라이트닝,5,1,18,0,0,0,1000,0,attack,3,40,8,5,0,0,-1,8,64,0,6,0,0,2,$1457,18,10,-1,0,0,0,0,0,0,\N
35,그레이터 힐,5,2,20,0,0,0,200,0,buff,3,10,8,0,0,0,-1,4,16,0,-1,0,0,4,$1458,19,830,-1,77,0,280,1,1,0,\N
36,테이밍 몬스터,5,3,30,20,40318,1,0,3600,buff,2,0,0,0,0,6,45,0,1,0,-1,0,0,8,$1459,19,228,-1,0,324,280,0,0,0,\N
37,리무브 커스,5,4,20,0,0,0,0,0,buff,3,0,0,0,0,0,-1,8,2,0,-1,0,0,16,$1460,19,227,-1,155,0,280,1,1,0,\N
38,콘 오브 콜드,5,5,18,0,0,0,400,0,attack,3,40,6,5,0,0,-1,4,64,0,6,0,0,32,$1972,18,1809,-1,0,0,0,0,0,0,\N
39,마나 드레인,5,6,1,50,0,0,400,0,buff,3,0,0,0,0,12,99,0,1,0,4,0,0,64,$1982,19,2171,-1,690,0,280,0,0,0,\N
40,다크니스,5,7,15,0,40318,1,0,32,buff,3,0,0,0,0,15,99,0,1,-10,3,0,0,128,$1983,19,2175,-1,0,0,280,0,0,0,\N
41,크리에이트 좀비,6,0,5,80,40318,1,0,0,buff,2,0,0,0,0,0,-1,1,32,-10,-1,0,0,1,$1461,19,226,-1,0,0,280,0,0,0,\N
42,인챈트 마이티,6,1,50,0,0,0,0,1200,buff,4,0,0,0,0,0,-1,2,2,0,-1,0,0,2,$1462,19,6342,-1,292,0,280,1,1,1,\N
43,헤이스트,6,2,40,0,0,0,0,1200,buff,3,0,0,0,0,0,-1,8,2,0,-1,0,0,4,$1463,19,755,-1,184,185,280,1,1,1,\N
44,캔슬레이션,6,3,40,0,40318,2,0,0,buff,3,0,0,0,0,12,80,8,1,0,-1,0,0,8,$1464,19,870,-1,0,0,280,1,1,0,\N
45,이럽션,6,4,20,0,0,0,400,0,attack,3,50,3,5,0,0,-1,1,64,0,8,0,0,16,$1465,18,129,-1,0,0,0,0,0,0,\N
46,선 버스트,6,5,20,0,0,0,500,0,attack,3,40,5,16,0,0,-1,2,64,0,3,0,0,32,$1973,18,1811,-1,0,0,0,0,0,0,\N
47,위크니스,6,6,10,0,40318,1,500,64,buff,3,0,0,0,0,15,99,0,4,-10,3,0,0,64,$1984,19,2228,-1,0,0,280,0,0,1,L1Weakness
48,블레스 웨폰,6,7,20,0,0,0,0,1200,buff,3,0,0,0,0,0,-1,0,2,0,-1,0,0,128,$1985,19,2176,-1,0,0,0,1,1,0,\N
49,힐 올,7,0,50,30,0,0,500,0,none,20,10,8,0,0,0,-1,4,16,0,0,-1,0,1,$1466,19,759,832,0,0,0,1,1,0,\N
50,아이스 랜스,7,1,36,0,0,0,1000,16,attack,3,50,5,6,0,9,35,4,64,0,6,0,0,2,$1467,18,756,-1,0,0,0,0,0,0,\N
51,서먼 몬스터,7,2,30,30,40318,3,1000,0,none,0,0,0,0,0,0,-1,1,128,-10,0,0,0,4,$1468,19,2510,-1,0,0,0,0,0,0,\N
52,홀리 워크,7,3,15,0,0,0,0,64,none,0,0,0,0,0,0,-1,8,2,0,0,0,0,8,$1469,19,3936,-1,0,0,0,1,1,1,\N
53,토네이도,7,4,40,0,0,0,1000,0,none,3,20,10,5,0,0,-1,8,64,0,0,4,0,16,$1470,18,758,-1,0,0,0,0,0,0,\N
54,그레이터 헤이스트,7,5,60,0,0,0,0,2400,none,0,0,0,0,0,0,-1,8,2,0,0,0,0,32,$1976,19,3104,-1,184,185,0,1,1,1,\N
55,버서커스,7,6,40,0,0,0,0,320,buff,12,0,0,0,0,0,-1,0,2,0,-1,0,0,64,$1986,19,3943,-1,0,0,280,1,1,1,L1Berserkers
56,디지즈,7,7,10,0,40318,1,0,64,buff,3,0,0,0,0,13,99,0,4,-10,3,0,0,128,$1987,19,2230,-1,0,0,280,0,0,1,L1Disease
57,풀 힐,8,0,48,0,0,0,500,0,buff,3,12,12,0,0,0,-1,12,16,0,-1,0,0,1,$1471,19,831,-1,77,0,280,1,1,0,\N
58,파이어월,8,1,60,0,0,0,0,10,attack,3,41,0,0,0,0,-1,2,64,0,8,0,0,2,$1472,18,168,-1,0,0,0,0,0,0,\N
59,블리자드,8,2,60,10,0,0,1500,0,none,3,3,10,3,0,0,-1,4,64,-10,0,10,0,4,$1473,18,757,-1,0,0,0,0,0,0,\N
60,인비지블리티,8,3,15,0,40318,1,0,0,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,8,$1474,19,-1,-1,0,0,0,1,1,0,\N
61,리절렉션,8,4,50,0,0,0,0,0,buff,3,0,0,0,0,0,-1,0,32,0,-1,0,0,16,$1475,19,3944,-1,0,0,280,1,1,0,\N
62,어스 퀘이크,8,5,40,0,0,0,500,0,none,3,40,10,6,0,0,-1,1,64,0,0,3,0,32,$1974,18,1812,-1,0,0,0,0,0,0,\N
63,라이프 스트림,8,6,20,0,40318,1,0,320,buff,32,0,0,0,0,0,-1,0,2,0,-1,3,0,64,$1988,19,2231,-1,0,0,0,1,1,0,\N
64,사일런스,8,7,20,0,40318,1,0,16,buff,3,0,0,0,0,13,99,0,1,0,3,0,0,128,$1989,19,2177,-1,0,0,280,0,0,1,L1MarkerSkill
65,라이트닝 스톰,9,0,48,0,0,0,500,0,attack,3,35,10,5,0,0,-1,8,64,0,10,3,0,1,$1476,18,3924,-1,0,0,0,0,0,0,\N
66,포그 오브 슬리핑,9,1,40,0,40318,1,1500,32,buff,3,0,0,0,0,8,95,4,4,-50,10,3,0,2,$1477,19,760,-1,0,0,280,0,0,0,\N
67,셰이프 체인지,9,2,80,0,40318,1,0,7200,buff,1,0,0,0,0,0,-1,0,2,0,-1,0,0,4,$1478,19,230,-1,0,0,280,1,1,1,\N
68,이뮨 투 함,9,3,30,0,40318,2,1500,32,buff,4,0,0,0,0,0,-1,0,2,0,-1,0,0,8,$1479,19,228,-1,314,315,280,1,1,0,\N
69,매스 텔레포트,9,4,60,0,40318,1,0,0,none,4,0,0,0,0,0,-1,0,128,0,0,2,0,16,$1480,19,2236,-1,0,0,0,1,1,0,\N
70,파이어 스톰,9,5,48,0,0,0,400,0,none,3,30,15,8,0,0,-1,2,64,0,0,3,0,32,$1975,18,1819,-1,0,0,0,0,0,0,\N
71,디케이 포션,9,6,20,0,40318,2,500,16,buff,3,0,0,0,0,10,95,0,1,0,3,0,0,64,$1990,19,2232,-1,0,0,280,0,0,1,L1MarkerSkill
72,카운터 디텍션,9,7,30,0,0,0,0,0,none,3,30,10,4,0,0,-1,0,64,0,0,-1,0,128,$1991,19,3934,-1,0,0,0,1,1,0,\N
73,크리에이트 매지컬 웨폰,10,0,200,0,40318,10,0,0,none,0,0,0,0,0,0,-1,2,0,0,0,0,0,1,$1481,19,763,-1,685,0,0,1,1,0,\N
74,미티어 스트라이크,10,1,60,0,0,0,1500,0,attack,3,80,15,10,0,0,-1,2,64,0,10,3,0,2,$1482,18,762,-1,0,0,0,0,0,0,\N
75,그레이트 리절렉션,10,2,100,0,40318,1,0,0,buff,3,0,0,0,0,0,-1,0,32,0,-1,0,0,4,$1483,19,3944,-1,0,0,280,1,1,0,\N
76,매스 슬로우,10,3,20,0,40318,2,3000,64,buff,3,0,0,0,0,9,99,1,1,0,-1,3,0,8,$1484,19,3932,-1,0,0,280,0,0,0,\N
77,디스인티그레이트,10,4,70,0,0,0,5000,0,attack,3,125,18,9,0,0,-1,16,64,1,10,0,0,16,$1485,18,1815,-1,0,0,0,0,0,0,\N
78,앱솔루트 배리어,10,5,30,0,40318,2,12000,12,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,32,$1992,19,2234,-1,0,0,0,1,1,1,L1AbsoluteBarrier
79,어드밴스 스피릿,10,6,20,0,0,0,0,1800,buff,1,0,0,0,0,0,-1,0,2,0,-1,0,0,64,$1993,19,3935,-1,0,0,280,1,1,0,\N
80,프리 징 블리자드,10,7,60,0,0,0,2000,32,none,3,3,10,3,0,5,50,4,64,-10,0,10,0,128,$1994,18,3933,-1,0,0,0,0,0,0,\N
81,none,7,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,19,-1,-1,0,0,0,0,0,0,\N
82,none,7,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,10,,19,-1,-1,0,0,0,0,0,0,\N
83,none,7,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,3,,19,-1,-1,0,0,0,0,0,0,\N
84,none,7,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,19,-1,-1,0,0,0,0,0,0,\N
85,none,7,0,0,0,0,0,0,900,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,19,2059,-1,0,0,0,0,0,0,\N
86,none,7,0,0,0,0,0,0,30,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,19,760,-1,0,0,0,0,0,0,\N
87,쇼크 스턴,11,6,15,0,0,0,1500,6,buff,3,0,0,0,50,0,99,0,1,0,1,0,0,64,,19,4434,-1,0,0,280,0,1,0,\N
88,리덕션 아머,11,7,7,50,0,0,3000,192,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,128,,19,4824,-1,0,0,0,1,1,0,\N
89,바운스 어택,12,0,10,60,0,0,5000,64,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,1,,19,4648,-1,0,0,0,1,1,0,\N
90,솔리드 캐리지,12,1,10,100,0,0,3000,64,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,2,,19,5831,-1,0,0,0,1,1,0,\N
91,카운터 배리어,12,2,10,100,0,0,0,64,none,0,0,0,0,25,0,-1,0,2,0,0,0,0,4,,19,10709,-1,0,0,0,1,1,0,\N
92,none,7,0,0,0,0,0,0,1200,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,19,5906,-1,0,0,0,0,0,0,\N
93,none,7,0,0,0,0,0,0,1200,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,19,5907,-1,0,0,0,0,0,0,\N
94,none,7,0,0,0,0,0,0,1200,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,19,5908,-1,0,0,0,0,0,0,\N
95,none,7,0,0,0,0,0,0,1200,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,19,5909,-1,0,0,0,0,0,0,\N
96,none,7,0,0,0,0,0,0,1200,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,19,5910,-1,0,0,0,0,0,0,\N
97,블라인드 하이딩,13,0,10,0,0,0,10000,32,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,1,$2504,19,2941,-1,0,0,0,1,1,0,\N
98,인챈트 베놈,13,1,10,1,40321,1,0,320,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,2,$2505,19,2942,-1,814,827,0,1,1,0,\N
99,쉐도우 아머,13,2,12,0,0,0,0,960,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,4,$2506,19,2943,-1,0,0,0,1,1,1,\N
100,브링 스톤,13,3,5,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,8,$2507,19,2944,-1,0,0,0,1,1,0,\N
101,무빙 악셀레이션,13,4,10,0,0,0,0,960,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,16,$2508,19,2945,-1,0,0,0,1,1,1,\N
102,버닝 스피릿츠,13,5,20,0,0,0,3000,300,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,32,$2509,19,2946,-1,0,0,0,1,1,0,\N
103,다크 블라인드,13,6,20,0,40321,1,1000,3,buff,3,0,0,0,40,0,99,0,1,-10,3,0,0,64,$2510,19,9218,-1,0,0,280,0,0,0,\N
104,베놈 레지스트,13,7,20,0,0,0,0,320,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,128,$2511,19,2948,-1,0,0,0,1,1,1,L1MarkerSkill
105,더블 브레이크,14,0,20,0,40321,1,0,192,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,1,$2512,19,2949,-1,823,829,0,1,1,0,\N
106,언케니 닷지,14,1,20,0,0,0,0,192,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,2,$2513,19,2950,-1,0,0,0,1,1,0,\N
107,쉐도우 팽,14,2,20,0,40321,1,0,192,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,4,$2514,19,2951,-1,0,0,0,1,1,0,\N
108,파이널 번,14,3,1,1,0,0,0,0,attack,3,0,0,0,0,0,-1,0,64,0,1,0,0,8,$2515,18,2952,-1,0,0,0,0,0,0,\N
109,드레스 마이티,14,4,10,0,0,0,0,960,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,16,,19,3909,-1,292,293,0,1,1,1,\N
110,드레스 덱스터리티,14,5,10,0,0,0,0,960,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,32,,19,3910,-1,294,295,0,1,1,1,\N
111,드레스 이베이젼,14,6,15,0,0,0,0,32,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,64,,19,3911,-1,0,0,0,1,1,1,L1MarkerSkill
112,Armor Break,14,7,40,30,40321,2,4000,8,buff,1,0,0,0,33,40,99,0,1,0,1,0,0,128,,19,3400,-1,0,0,0,0,0,1,\N
113,트루 타겟,15,0,1,0,0,0,0,0,buff,3,0,0,0,0,0,-1,0,2,0,15,0,0,1,$1995,19,1765,-1,0,0,0,1,1,0,\N
114,글로잉 오라,15,1,25,0,0,0,0,640,none,8,0,0,0,0,0,-1,0,2,0,0,-1,0,2,$1996,19,-1,-1,0,0,0,1,1,1,\N
115,샤이닝 오라,15,2,25,0,0,0,0,640,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,4,$1977,19,-1,-1,0,0,0,1,1,1,\N
116,콜 클렌,15,3,30,0,0,0,0,0,buff,0,0,0,0,0,0,-1,0,2,0,0,0,0,8,,19,-1,-1,0,0,280,1,1,0,\N
117,브레이브 오라,15,4,25,0,0,0,0,640,none,8,0,0,0,0,0,-1,0,2,0,0,-1,0,16,$3178,19,-1,-1,0,0,0,1,1,1,\N
118,런 클렌,15,5,30,0,0,0,0,0,buff,0,0,0,0,0,0,-1,0,2,0,0,0,0,32,,19,-1,-1,0,0,280,1,1,0,\N
119,디바인 희생,15,6,50,30,0,0,500,0,none,20,10,8,0,0,0,-1,4,16,0,0,-1,0,64,ディバイン サクリファイス,19,2279,-1,0,0,0,1,1,0,\N
120,아봐타,15,7,30,30,40318,3,1000,0,none,0,0,0,0,0,0,-1,1,128,-10,0,0,0,128,アヴァター,19,2280,-1,0,0,0,0,0,0,\N
121,none,11,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,,19,-1,-1,0,0,0,0,0,0,\N
123,none,11,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,,19,-1,-1,0,0,0,0,0,0,\N
124,none,11,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,4,,19,-1,-1,0,0,0,0,0,0,\N
125,none,11,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,8,,19,-1,-1,0,0,0,0,0,0,\N
126,none,11,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,16,,19,-1,-1,0,0,0,0,0,0,\N
127,none,11,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,32,,19,-1,-1,0,0,0,0,0,0,\N
128,none,11,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,64,,19,-1,-1,0,0,0,0,0,0,\N
129,레지스트 매직,17,0,5,0,40319,1,0,1200,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,1,,19,2186,-1,0,719,0,1,1,0,\N
130,바디 투 마인드,17,1,0,8,0,0,400,0,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,2,,19,2179,-1,702,0,0,1,1,0,\N
131,텔레포트 투 마더,17,2,10,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,128,0,0,0,0,4,,19,169,-1,0,0,0,1,1,0,\N
132,트리플 애로우,17,3,15,0,0,0,400,0,attack,3,0,0,0,0,0,-1,0,64,0,-1,0,0,8,,18,-1,-1,0,0,0,0,1,0,\N
133,엘리멘탈 폴다운,17,4,10,0,0,0,0,32,buff,3,0,0,0,33,30,-1,0,1,0,10,0,0,16,,19,4396,-1,0,0,280,1,0,1,L1ElementalFallDown
134,카운터 미러,17,5,10,0,40319,1,0,16,none,0,0,0,0,0,0,99,0,2,0,0,0,0,32,,19,4395,-1,0,0,280,1,1,1,L1MarkerSkill
135,none,11,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,128,,19,-1,-1,0,0,0,0,0,0,\N
136,none,11,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,128,,19,-1,-1,0,0,0,0,0,0,\N
137,클리어 마인드,18,0,10,0,40319,1,0,1200,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,1,,19,2180,-1,0,722,0,1,1,0,\N
138,레지스트 엘리멘트,18,1,10,0,40319,1,0,1200,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,2,,19,2184,-1,0,721,0,1,1,0,\N
139,none,11,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,4,,19,-1,-1,0,0,0,0,0,0,\N
140,none,11,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,8,,19,-1,-1,0,0,0,0,0,0,\N
141,none,11,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,16,,19,-1,-1,0,0,0,0,0,0,\N
142,none,11,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,32,,19,-1,-1,0,0,0,0,0,0,\N
143,none,11,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,64,,19,-1,-1,0,0,0,0,0,0,\N
144,none,11,0,0,0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,128,,19,-1,-1,0,0,0,0,0,0,\N
145,리턴 투 네이처,19,0,30,0,40319,2,0,0,buff,16,0,0,0,50,30,90,0,1,0,-1,0,0,1,,19,2245,-1,0,0,280,0,0,0,\N
146,블러드 투 소울,19,1,0,50,0,0,1200,0,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,2,,19,2178,-1,0,0,0,1,1,0,\N
147,프로텍션 프롬 엘리멘트,19,2,6,0,40319,1,0,64,none,0,0,0,0,0,0,-1,0,2,0,0,0,0,4,,19,2285,-1,0,0,0,1,1,0,\N
148,파이어 웨폰,19,3,15,0,0,0,0,960,buff,1,0,0,0,0,0,-1,2,2,0,-1,0,0,8,,19,2182,-1,0,723,280,1,1,1,\N
149,윈드 샷,19,4,15,0,0,0,0,960,buff,1,0,0,0,0,0,-1,8,2,0,-1,0,0,16,,19,2246,-1,0,724,280,1,1,1,\N
150,윈드 워크,19,5,15,0,0,0,0,960,none,0,0,0,0,0,0,-1,8,2,0,0,0,0,32,,19,2247,-1,0,0,0,1,1,1,\N
151,어스 스킨,19,6,15,0,0,0,0,960,buff,1,0,0,0,0,0,-1,1,2,0,-1,0,0,64,,19,2249,-1,0,725,280,1,1,1,\N
152,인탱글,19,7,20,0,40319,1,0,64,buff,3,0,0,0,33,30,-1,1,1,0,10,0,0,128,,19,2250,-1,711,0,280,0,0,0,\N
153,이레이즈 매직,20,0,18,0,40319,1,0,32,buff,3,0,0,0,33,30,99,0,1,0,8,0,0,1,,19,2181,-1,0,0,280,0,0,1,L1MarkerSkill
154,서먼 레서 엘리멘탈,20,1,20,0,40319,2,0,0,none,0,0,0,0,0,0,-1,0,128,0,0,0,0,2,,19,2510,-1,0,0,0,0,0,0,\N
155,블레스 오브 파이어,20,2,40,0,0,0,0,960,none,8,0,0,0,0,0,-1,2,2,0,0,-1,0,4,,19,2286,-1,0,723,0,1,1,1,\N
156,아이 오브 스톰,20,3,40,0,0,0,0,960,none,8,0,0,0,0,0,-1,8,2,0,0,-1,0,8,,19,2288,-1,0,724,0,1,1,1,\N
157,어스 바인드,20,4,18,0,40319,2,0,12,buff,3,0,0,0,33,30,-1,1,1,0,8,0,0,16,,19,2251,-1,0,0,280,0,0,0,\N
158,네이쳐스 터치,20,5,20,0,0,0,0,320,buff,1,0,0,0,0,0,-1,4,2,0,15,0,0,32,,19,2243,-1,0,0,280,1,1,1,L1NaturesTouch
159,블레스 오브 어스,20,6,40,0,0,0,0,960,none,8,0,0,0,0,0,-1,1,2,0,0,-1,0,64,,19,2287,-1,0,725,0,1,1,1,\N
160,아쿠아 프로텍트,20,7,30,0,0,0,0,960,buff,1,0,0,0,0,0,-1,4,2,0,8,0,0,128,,19,5829,-1,0,0,0,0,0,0,\N
161,에어리어 오브 사일런스,21,0,40,0,40319,8,9000,16,none,3,0,0,0,33,30,90,0,1,0,0,15,1,1,,19,2241,-1,0,0,0,0,1,0,\N
162,서먼 그레이터 엘리멘탈,21,1,20,0,40319,4,0,0,none,0,0,0,0,0,0,-1,0,128,0,0,0,0,2,,19,2510,-1,0,0,0,0,0,0,\N
163,버닝 웨폰,21,2,30,0,0,0,0,960,none,0,0,0,0,0,0,-1,2,2,0,0,0,0,4,,19,2242,-1,0,723,280,1,1,1,\N
