item_id,npc_id,note,ac,str,con,dex,int,wis,cha,hp,hpr,hpr_time,mp,mpr,mpr_time,mr,hit,dmg,dmg_chance,bow_hit,bow_dmg,dmg_reduction,dmg_reduction_chance,dmg_evasion_chance,weight_reduction,resist_stun,resist_stone,resist_sleep,resist_freeze,resist_hold,resist_blind,exp_bonus,make_item_id,make_time,skill_id,skill_chance,summon_time
49327,80221,노력하는 사이클롭스 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49328,80222,현명한 사이클롭스 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49329,80223,똑똑한 사이클롭스 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49330,80224,빛나는 사이클롭스 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49331,80225,눈부신 사이클롭스 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49332,80226,인어 마법 인형,0,0,0,0,0,0,0,0,0,0,0,20,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49333,80227,노력하는 인어 마법 인형,0,0,0,0,0,0,0,0,0,0,25,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49334,80228,현명한 인어 마법 인형,0,0,0,0,0,0,0,0,0,0,30,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49335,80229,똑똑한 인어 마법 인형,0,0,0,0,0,0,0,0,0,0,35,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49336,80230,빛나는 인어 마법 인형,0,0,0,0,0,0,0,0,0,0,40,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49337,80231,눈부신 인어 마법 인형,0,0,0,0,0,0,0,0,0,0,50,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,1800
49338,80232,짐승 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49339,80233,노력하는 짐승 마법 인형,0,0,0,0,0,0,0,0,15,64,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1800
49340,80234,영리한 짐승 마법 인형,0,0,0,0,0,0,0,0,15,64,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1800
49341,80235,똑똑한 짐승 마법 인형,0,0,0,0,0,0,0,0,15,64,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1800
49342,80236,빛나는 에틴 마법 인형,0,0,0,0,0,0,0,0,15,64,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1800
49343,80237,눈부신 짐승 마법 인형,0,0,0,0,0,0,0,0,15,64,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,50532,600,0,0,1800
49344,80244,드레이크 마법 인형,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,10,0,0,0,0,0,0,0,0,0,0,1800
49345,80245,로드 마법 인형,0,1,1,0,0,0,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49346,80246,로드 마법 인형,0,1,1,0,0,0,0,0,0,0,0,10,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49347,80247,나이트 마법 인형,0,0,2,0,0,0,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49348,80248,나이트 마법 인형,0,0,2,0,0,0,0,0,0,0,0,10,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49349,80249,요정 마법 인형,0,0,0,2,0,0,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49350,80250,요정 마법 인형,0,0,0,2,0,0,0,0,0,0,0,10,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49351,80251,마법사 마법 인형,0,0,0,0,2,0,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49352,80252,마법사 마법 인형,0,0,0,0,2,0,0,0,0,0,0,10,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49353,80253,다크 엘프 마법 인형,0,1,0,1,0,0,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49354,80254,다크 엘프 마법 인형,0,1,0,1,0,0,0,0,0,0,0,10,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49355,80255,용 기사 마법 인형,0,2,0,0,0,0,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49356,80256,용 기사 마법 인형,0,2,0,0,0,0,0,0,0,0,0,10,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49357,80257,환 술사 마법 인형,0,0,0,0,1,1,0,0,30,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49358,80258,환 술사 마법 인형,0,0,0,0,1,1,0,0,0,0,0,10,64,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1800
49359,80268,마법 인형 : 바다 사자 (대),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49360,80269,마법 인형 : 바다 사자 (소),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49361,80270,마법 인형 : 고슴도치 (대),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49362,80271,마법 인형 : 고슴도치 (소),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49363,80272,마법 인형 : 펭귄 (대),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49364,80273,마법 인형 : 펭귄 (소),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49365,80274,펭귄 (오빠) 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49366,80275,노력하는 펭귄 (오빠) 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49367,80276,영리한 펭귄 (오빠) 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49368,80277,똑똑한 펭귄 (오빠) 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49369,80278,빛나는 펭귄 (오빠) 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49370,80279,눈부신 펭귄 (오빠) 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49371,80280,펭귄 (여동생) 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49372,80281,노력하는 펭귄 (여동생) 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49373,80282,영리한 펭귄 (여동생) 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49374,80283,똑똑한 펭귄 (여동생) 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49375,80284,빛나는 펭귄 (여동생) 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
49376,80285,눈부신 펭귄 (여동생) 마법 인형,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800
