npc_id,note,normal_action,chaotic_action,teleport_url,teleport_urla
50549,アジト管理人^ノナ,agit,agit,agtel0,
50550,アジト管理人^ニタ,agit,agit,agtel0,
50551,アジト管理人^ダイアナ,agit,agit,agtel0,
50552,アジト管理人^ドリエ,agit,agit,agtel0,
50553,アジト管理人^ディナ,agit,agit,agtel0,
50554,アジト管理人^レビンス,agit,agit,agtel0,
50555,アジト管理人^ルーシー,agit,agit,agtel0,
50556,アジト管理人^ロシリ,agit,agit,agtel0,
50557,アジト管理人^ロシス,agit,agit,agtel0,
50558,アジト管理人^レッシエ,agit,agit,agtel0,
50559,アジト管理人^ルシンダ,agit,agit,agtel0,
50560,アジト管理人^リズ,agit,agit,agtel0,
50561,アジト管理人^リジャ,agit,agit,agtel0,
50562,アジト管理人^マリエル,agit,agit,agtel0,
50563,アジト管理人^マッカリー,agit,agit,agtel0,
50564,アジト管理人^メヨ,agit,agit,agtel0,
50565,アジト管理人^メイ,agit,agit,agtel0,
50566,アジト管理人^メラ,agit,agit,agtel0,
50567,アジト管理人^モーリン,agit,agit,agtel0,
50568,アジト管理人^ミッチェル,agit,agit,agtel0,
50569,アジト管理人^ミッチェリ,agit,agit,agtel0,
50570,アジト管理人^ミンディー,agit,agit,agtel0,
50571,アジト管理人^ビバリー,agit,agit,agtel0,
50572,アジト管理人^ベス,agit,agit,agtel0,
50573,アジト管理人^ベラ,agit,agit,agtel0,
50574,アジト管理人^ボニエ,agit,agit,agtel0,
50575,アジト管理人^ボービィ,agit,agit,agtel0,
50576,アジト管理人^ブリッタイニー,agit,agit,agtel0,
50577,アジト管理人^ビアンカ,agit,agit,agtel0,
50578,アジト管理人^バイオレット,agit,agit,agtel0,
50579,アジト管理人^サディー,agit,agit,agtel0,
50580,アジト管理人^セレー,agit,agit,agtel0,
50581,アジト管理人^セリナ,agit,agit,agtel0,
50582,アジト管理人^ソフィア,agit,agit,agtel0,
50583,アジト管理人^シェリー,agit,agit,agtel0,
50584,アジト管理人^シビア,agit,agit,agtel0,
50585,アジト管理人^シンディー,agit,agit,agtel0,
50586,アジト管理人^シルビア,agit,agit,agtel0,
50587,アジト管理人^アラナ,agit,agit,agtel0,
50588,アジト管理人^アミエ,agit,agit,agtel0,
50589,アジト管理人^アベリ,agit,agit,agtel0,
50590,アジト管理人^アカシア,agit,agit,agtel0,
50591,アジト管理人^アンジェリナ,agit,agit,agtel0,
50592,アジト管理人^アンジェリカ,agit,agit,agtel0,
50593,アジト管理人^エディエ,agit,agit,agtel0,
50594,アジト管理人^エボニー,agit,agit,agtel0,
50595,アジト管理人^アンジェリン,agit,agit,agtel0,
50596,アジト管理人^オディア,agit,agit,agtel0,
50597,アジト管理人^オフェリア,agit,agit,agtel0,
50598,アジト管理人^ワンダ,agit,agit,agtel0,
50599,アジト管理人^イサベル,agit,agit,agtel0,
50600,アジト管理人^ジェネス,agit,agit,agtel0,
50601,アジト管理人^ゼニス,agit,agit,agtel0,
50602,アジト管理人^ジョアン,agit,agit,agtel0,
50603,アジト管理人^ジュディース,agit,agit,agtel0,
50604,アジト管理人^チェレニー,agit,agit,agtel0,
50605,アジト管理人^カロット,agit,agit,agtel0,
50606,アジト管理人^カリシャ,agit,agit,agtel0,
50607,アジト管理人^キャンディス,agit,agit,agtel0,
50608,テレポーター^キニン,kinin2,kinin2,,
50609,アジト管理人^タマラ,agit,agit,agtel0,
50610,アジト管理人^テレサ,agit,agit,agtel0,
50611,アジト管理人^プロランス,agit,agit,agtel0,
50612,アジト管理人^フロリナ,agit,agit,agtel0,
50613,アジト管理人^ヘレナ,agit,agit,agtel0,
50614,アジト管理人^ノビタ,agit,agit,agtel0,
50615,アジト管理人^ダイン,agit,agit,agtel0,
50616,アジト管理人^デリア,agit,agit,agtel0,
50617,アジト管理人^ロレナ,agit,agit,agtel0,
50618,アジト管理人^モルナ,agit,agit,agtel0,
50619,アジト管理人^ミリアム,agit,agit,agtel0,
50620,アジト管理人^アディナ,agit,agit,agtel0,
50621,アジト管理人^エドリ,agit,agit,agtel0,
50622,アジト管理人^エルシャー,agit,agit,agtel0,
50623,アジト管理人^ゼニア,agit,agit,agtel0,
50624,アジト管理人^トリオナ,agit,agit,agtel0,
50625,古代人,acient1,acient1,,
50626,アジト管理人^ミシェル,agit,agit,agtel0,
50627,アジト管理人^フォビー,agit,agit,agtel0,
50628,アジト管理人^エリシャ,agit,agit,agtel0,
50629,アジト管理人^ドロシー,agit,agit,agtel0,
50630,アジト管理人^ナターシャ,agit,agit,agtel0,
50631,アジト管理人^ミノエル,agit,agit,agtel0,
51000,旅の男,netcafe101,netcafe101,,
60001,倉庫番^ドリン,dorin,dorinl,pdorin,
60002,倉庫番^バホフ,bahof,bahof,pbahof,
60003,倉庫番^スラム,thram,thraml,pthram,
60004,倉庫番^デニッツ,denitz,denitzl,pdenitz,
60005,ルーク,luku,lukul,pluku,
60006,倉庫番^ジャンク,jianku,jiankul,pjianku,
60007,倉庫番^カリム,karim,kariml,pkarim,
60008,倉庫番^ノディム,nodim,nodiml,pnodim,
60009,倉庫番^サウラム,sauram,sauraml,psauram,
60010,倉庫番^カーシャム,kasham,kashaml,pkasham,
60011,倉庫番^クロン,kuron,kuronl,pkuron,
60012,倉庫番^トフェン,tofen,tofen,ptofen,
60013,倉庫番^エクセロン,axellon,axellonl,paxellon,
60014,倉庫番^クリオム,kriom,kriom,pkriom,
60015,倉庫番^オギ,ogi,ogi,pogi,
60016,倉庫番^ジューク,juke,jukel,pjuke,
60017,倉庫番^カルディム,karudim,karudiml,pkarudim,
60018,倉庫番^カム,kamu,kamul,pkamu,
60019,倉庫番^ティンプキン,timpukin,timpukinl,ptimpukin,
60020,倉庫番^トーラク,tulak,tulakl,ptulak,
60021,倉庫番^ヒリム,hirim,hiriml,phirim,
60022,倉庫番^ボギン,borgin,borgin,pborgin,
60023,倉庫番^ターキン,tarkin,tarkinl,ptarkin,
60024,倉庫番^ゴッサム,gotham,gothaml,pgotham,
60025,倉庫番^クシャン,kusian,kusianl,pkusian,
60026,倉庫番^オークロン,orclon,orclon,porclon,
60027,倉庫番^クハティン,kuhatin,kuhatinl,pkuhatin,
60028,倉庫番^エル,elE1,elE1,elCE1,
60029,倉庫番^ハイドリム,haidrim,haidrim,phaidrim,
60030,倉庫番^ハキム,hakim,hakiml,phakim,
60031,倉庫番^レイアス,rayearth1,rayearth2,pgotham,
60032,倉庫番 ガリン,garin,garinl,pgarin,
60033,倉庫番^カウル,gawl,gawll,pgawl,
60034,倉庫番^クード,kuud,kuudl,pkuud,
60035,倉庫番^ジダール,zidar,zadarl,pgawl,
60036,倉庫番^ティグス,tigus,tigusl,pgawl,
60037,ディオン,en1011,en1011,,
60501,ガード,patguard,patguard,,
60502,ガード,patguard,patguard,,
60506,ガード,,,,
60507,ガード,,,,
60508,ガード,,,,
60509,ガード,,,,
60510,ガード,,,,
60513,ガード,,,,
60514,近衛兵,ktguard6,ktguard6,ktguard6,
60515,ケント 傭兵隊,,,,
60516,ケント 傭兵隊,,,,
60517,ガード,,,,
60522,ガード,,,,
60523,ガード,,,,
60524,近衛兵,grguard6,grguard6,grguard6,
60525,近衛兵,grguard6,grguard6,grguard6,
60526,ギラン 傭兵隊,,,,
60527,ギラン 傭兵隊,,,,
60528,ガード,,,,
60529,近衛兵,grguard6,grguard6,grguard6,
60530,ドワーフ ガード,dcguard6,dcguard6,dcguard6,
60531,ドワーフ ガード,dcguard6,dcguard6,dcguard6,
60533,ガード,adguard6,adguard6,adguard6,
60534,ガード,adguard6,adguard6,adguard6,
60537,アデン ガード,adguard6,adguard6,adguard6,
60538,アデン ガード,adguard6,adguard6,adguard6,
60539,アデン 傭兵隊,adguard6,adguard6,adguard6,
60540,アデン 傭兵隊,adguard6,adguard6,adguard6,
60551,ウィンダウッド城 ガード,,,,
60552,近衛兵,wdguard6,wdguard6,wdguard6,
60553,ウィンダウッド 傭兵隊,,,,
60554,ウィンダウッド 傭兵隊,,,,
60558,ゲラド 傭兵隊,sdummy1,sdummy1,,
60559,ゲラド 傭兵隊,sdummy1,sdummy1,,
60560,オーク近衛兵,orcguard6,orcguard6,orcguard6,
60563,近衛兵,heguard6,heguard6,heguard6,
70001,花火商人^ローズ,rose1,rose1,rose6,
70002,ポーション商人^サシャ,sasha,sasha,,
70003,魔法伝授者^シリス,siriss,siriss,sirissmg,
70004,雑貨商人^ヨハン,johan,johan,johan1,
70005,パゴ,en0131,en0131,,
70006,ポーション商人^キリス,kiris,kiris,,
70007,花火商人^ティーナ,tina1,tina1,tina6,
70008,雑貨商人^フラウン,fraoun,fraoun,,
70009,魔法伝授者^ゲレン,,,,
70010,オーク商人^バルシム,balsim,balsim,,
70011,船着場管理人,shipEvI3,shipEvI1,,
70012,宿屋の主人^セレナ,inn,Inn1,,
70013,花火商人^コルド,cold1,cold2,,
70014,雑貨商人^パンドラ,pandora,pandora5,,
70015,花火商人^アリエ,arieh1,arieh1,arieh6,
70016,武器防具商人^アンディン,andyn,andyn,andyn3,
70017,オリム,orim1,orim1,orim2,
70018,雑貨商人^イソーリア,ysorya,ysorya,ysorya3,
70019,宿屋の主人^ロリア,inn,Inn1,,
70020,武器防具商人^ロルコ,rollko,rollko,rollko1,
70021,雑貨商人^ロッテ,luth,luth,luth3,
70022,船着場管理人,shipEvM1,shipEvM1,shipEvM2,
70023,よろず商人^アデン商団,tzmerchant,tzmerchant,,
70024,武器防具商人^ケティ,catty,catty,catty3,
70025,オーク商人^パシム,pasim,pasim,pasim2,
70026,ハンター^デレック,derek1,derek1,derek2,
70027,宝石商^ディオ,dio1,dio1,dio2,
70028,ポーション商人^ランダル,randal1,randal1,randal2,
70029,料理の材料商人^マーガレット,margaret1,margaret1,margaret2,
70030,雑貨商人^メイアー,mayer,mayer,mayer3,
70031,宿屋の主人^モーリ,inn,Inn1,,
70032,武器防具商人^バージル,vergil,vergil,vergil3,
70033,商人^ベリタ,verita,verita,verita3,
70034,レザー細工職人^ビンセント,vincent1,vincent1,vincent2,
70035,チケット商人^セシル,secil,secil,,
70036,花火商人^ステラ,stella1,stella1,stella6,
70037,よろず商人^アデン商団,tzmerchant,tzmerchant,,
70038,布商人^エバート,evert1,evert1,evert2,
70039,武器商人^ワーナー,werner,werner,werner3,
70040,木こり^ジェイソン,jason1,jason1,jason2,
70041,チケット商人^パーキン,perkin,perkin,,
70042,チケット商人^ポーリー,polee,polee,,
70043,レザー販売人^フィリップ,philip1,philip1,philip2,
70044,武器防具商人^ラルフ,ralf1,ralf1,ralf6,
70045,雑貨商人^ベリー,berry1,berry1,berry6,
70046,花火商人^ジン,jin1,jin1,jin6,
70047,武器商人^デフマン,defman,defman,defman3,
70048,雑貨商人^ラオン,raon,raon,raon3,
70049,商人^ローゼン,rozen1,rozen1,rozen2,
70050,花火商人^ルキー,ruky1,ruky1,ruky6,
70051,雑貨商人^マグス,magus,magus,magus2,
70052,地図商人^メリサ,mellisa,mellisa,mellisa3,
70053,料理の材料商人^シャル,sharu1,sharu1,sharu2,
70054,宿屋の主人^スビン,inn,Inn1,,
70055,ペット商人^エイシヌ,ashinnue,ashinnue,,
70056,武器防具商人^ゾード,jode,jode,jode1,
70057,ポーション商人^キャサリン,catherine,catherine,catherine3,
70058,防具商人^フェガ,fega,fega,fega3,
70059,ディコ,dico,dico,dico3,
70060,水晶商人^リンダ,rinda,rinda,rinda3,
70061,武器防具商人^マンドラ,mandra,mandra,mandra3,
70062,魔法伝授者^バリエス,varyeth,varyeth,varyeth3,
70063,雑貨商人^ビウス,bius,bius,bius3,
70064,よろず商人^アデン商団,tzmerchant,tzmerchant,,
70065,宿屋の主人^エンケ,inn,Inn1,,
70066,魔法伝授者^クリスト,kreister,kreister,kreister3,
70067,商人^パゴル,pagoru,pagoru,pagoru3,
70068,武器防具商人^フランコ,franko,franko,franko1,
70069,花火商人^モモ,momo1,momo1,momo6,
70070,宿屋の主人^ベリッサ,inn,Inn1,,
70071,雑貨商人^アシュール,ashur,ashur,ashur3,
70072,雑貨商人^エルミナ,elmina,elmina,elmina3,
70073,武器商人^グレン,glen,glen1,,
70074,雑貨商人^メリン,mellin,mellin1,,
70075,宿屋の主人^ミランダ,inn,Inn1,,
70076,よろず商人^アデン商団,tzmerchant,tzmerchant,,
70077,ペット商人^ロドニー,dogdealer,dogdealer,rodney,
70078,花火商人^オキム,orcm1,orcm1,orcm6,
70079,雑貨商人^ジャクソン,jackson,jackson,jackson3,
70080,魔法伝授者^ホルン,horunev1,horunev1,horunev2,
70081,商人^ブアック,buakheu1,buakheu1,buakheu2,
70082,雑貨商人^ブリット,britt,britt,britt3,
70083,武器防具商人^シバン,shivan,shivan,shivan3,
70084,宿屋の主人^エリー,inn,Inn1,,
70085,花火商人^オールド,old1,old1,old6,
70086,船着場管理人^イスバール,isvall4,isvall4,isvall1,
70087,魔法伝授者^セディア,sedia4,sedia4,,
70088,雑貨商人^スクワティ,scwaty1,scwaty1,scwaty2,
70089,船着場管理人^アブリション,oblivion1,oblivion1,oblivion2,
70090,雑貨商人^チキー,chiky1,chiky1,chiky3,
70091,雑貨商人^ティロン,tilon1,tilon1,tilon13,
70092,雑貨商人^エマエルト,emart,emart,,
70093,雑貨商人^カルプ,karupu,karupu,,
70094,船着場管理人^デュラン,duran,duran,duran2,
70095,武器防具商人^デュロン,duron1,duron1,,
70096,宿屋の主人^ミーレ,inn,Inn1,,
70097,雑貨商人^ポニー,foni1,foni1,,
70098,密売人^ポポ,bobo1,bobo1,,
70099,クーパー,kuper2,kuper2,,
70100,レンゴ,lengo1,lengo1,,
70101,フィーン,fiin1,fiin1,,
70102,ジュディス,judice1,judice1,,
70503,グッドマン,goodman,goodman,,
70504,ニュートラルマン,neutralman,neutralman,,
70506,ルバー,en0101,en0101,,
70507,鍛冶屋^リオン,rion1,rion1,rion2,
70508,武器専門家,enchanterw1,enchanterw1,encw,
70509,防具専門家,enchantera1,enchantera1,enca,
70510,専門家^変身専門家,newgypsy,newgypsy,gypsy1,
70511,イーブルマン,evilman,evilman,,
70512,専門家^治療師,jpe0101,jpe0101,,
70513,ペリア,peria1,peria1,peria2,
70514,専門家^ヘイスト師,freehaste,freehaste,,
70515,ムボ,mubo1,mubo1,,
70517,鍛冶屋^クス,cuse1,cuse1,cuse3,
70518,ティーオ,tio,tio,,
70519,ペリア,peria1,peria1,peria2,
70520,魔法の触媒^錬金術師,new_alchemy1,new_alchemy1,,
70522,グンター,,,,
70523,レザー細工職人^ラダー,ladar1,ladarC1,,
70524,魔法書製作師^ラビエンヌ,lavienue9,lavienue9,lavienue2,
70525,骨細工職人^ライアン,lien1,lienC1,,
70526,進化の実製作師^レイダース,raiders1,raiders1,raiders3,
70527,テリー,lengo1,lengo1,,
70528,タウン マスター,othertown,othertown,othertownh,
70529,モナ,mona1,mona1,,
70530,性向値回復^贖罪の使者,restore1pk,restore1pk,helppk,
70531,ゼム,jem2,jem2,,
70532,ペット管理人^ジョンソン,johnson1,johnson1,,
70533,ジュディス,judice1,judice1,,
70534,タウン アドバイザー,secretary1,secretary1,secretary4,
70535,クーパー,kuper1,kuper1,,
70536,鍛冶屋^トーマ,touma1,touma1,touma2,
70537,アイテム製作師^ファーリン,farlin1,farlinC1,,
70538,血盟執行員,bpledge2,bpledge2,bpledge1,
70539,フィーン,fiin1,fiin1,,
70540,\N,new_alchemy1,new_alchemy1,,
70544,ペット管理人^リック,dick1,dick1,dick2,
70545,リチャード,richard3,richard3,,
70546,タウン マスター,othertown,othertown,othertownh,
70547,武器専門家,encwc,encwc,,
70549,キーパー,gatekeeperop,gatekeeperop,gatekeeperop,
70550,防具専門家,encac,encac,,
70553,侍従長^イスマエル,ishmael1,ishmael1,ishmael2,
70554,ゼロ,zero2,zero2,,
70555,ジム,,,,
70556,タウン アドバイザー,secretary1,secretary1,secretary4,
