area,loc_x,loc_y,map_id,note
460,32667,32863,457,ラスタバド城1F:闇の結界
461,32667,32863,457,ラスタバド城1F:闇の結界
462,32667,32863,457,ラスタバド城1F:闇の結界
463,32667,32863,457,ラスタバド城1F:闇の結界
464,32667,32863,457,ラスタバド城1F:闇の結界
465,32667,32863,457,ラスタバド城1F:闇の結界
466,32667,32863,457,ラスタバド城1F:闇の結界
470,32671,32855,467,ラスタバド城2F:闇の結界
471,32671,32855,467,ラスタバド城2F:闇の結界
472,32671,32855,467,ラスタバド城2F:闇の結界
473,32671,32855,467,ラスタバド城2F:闇の結界
474,32671,32855,467,ラスタバド城2F:闇の結界
475,32671,32855,467,ラスタバド城2F:闇の結界
476,32671,32855,467,ラスタバド城2F:闇の結界
477,32671,32855,467,ラスタバド城2F:闇の結界
478,32671,32855,467,ラスタバド城2F:闇の結界
490,32744,32818,450,ラスタバド城:正門
491,32744,32818,450,ラスタバド城:正門
492,32744,32818,450,ラスタバド城:正門
493,32744,32818,450,ラスタバド城:正門
494,32744,32818,450,ラスタバド城:正門
495,32744,32818,450,ラスタバド城:正門
496,32744,32818,450,ラスタバド城:正門
530,32744,32792,536,ラスタバド城3F:闇の結界
531,32744,32792,536,ラスタバド城3F:闇の結界
532,32744,32792,536,ラスタバド城3F:闇の結界
533,32744,32792,536,ラスタバド城3F:闇の結界
534,32744,32792,536,ラスタバド城3F:闇の結界
535,32744,32792,536,ラスタバド城3F:闇の結界
550,32844,32694,550,船の墓場:地上層
551,32844,32694,550,船の墓場:地上層
552,32844,32694,550,船の墓場:地上層
554,32844,32694,550,船の墓場:地上層
555,32844,32694,550,船の墓場:地上層
557,32844,32694,550,船の墓場:地上層
558,32844,32694,550,船の墓場:地上層
600,32608,33178,4,オーク村
601,32608,33178,4,オーク村
608,34053,32284,4,オーク村
777,34043,32184,4,オーク村
778,32608,33178,4,オーク村
779,32608,33178,4,オーク村
780,33966,33253,4,オーク村
781,33966,33253,4,オーク村
782,33966,33253,4,オーク村
783,32795,32751,783,ティカル寺院
784,32795,32751,783,ティカル寺院
1002,33705,32504,4,オーク村
1005,33710,32521,4,オーク村
1006,33710,32521,4,オーク村
1007,33710,32521,4,オーク村
1008,33710,32521,4,オーク村
1009,33710,32521,4,オーク村
1010,33710,32521,4,オーク村
1011,33710,32521,4,オーク村
1012,33710,32521,4,オーク村
1013,33710,32521,4,オーク村
1014,33710,32521,4,オーク村
1015,33710,32521,4,オーク村
1016,33710,32521,4,オーク村
1017,33710,32521,4,オーク村
1018,33710,32521,4,オーク村
1019,33710,32521,4,オーク村
1020,33710,32521,4,オーク村
1021,33710,32521,4,オーク村
1022,33710,32521,4,オーク村
2005,32691,32864,2005,Northern Valley(Beginners Zone)
5124,32815,32809,5124,釣り場
5125,32628,32781,4,オーク村
5131,32628,32781,4,オーク村
5132,32628,32781,4,オーク村
5133,32628,32781,4,オーク村
5134,32628,32781,4,オーク村
5140,32624,32813,4,オーク村
5143,32628,32772,4,オーク村
8000,32814,32806,8000,惣構え
16384,32599,32931,0,話せる島
16896,32599,32931,0,話せる島
17408,32631,32761,4,オーク村
17920,32631,32761,4,オーク村
18432,33437,32790,4,オーク村
18944,33437,32790,4,オーク村
19456,34067,32254,4,オーク村
19968,34067,32254,4,オーク村
20480,32627,33167,4,オーク村
20992,32627,33167,4,オーク村
21504,33115,33379,4,オーク村
22016,33115,33379,4,オーク村
22528,33604,33276,4,オーク村
23040,33604,33276,4,オーク村
