id,ub_id,pattern,group_id,npc_id,note,count,spawn_delay,seal_count
870,4,2,2,45040,ベアー,10,15,0
871,4,2,2,45129,スケルトン アーチャー,10,15,0
872,4,2,2,45161,スパルトイ,10,15,0
873,4,2,3,45126,ストーン ゴーレム,10,15,0
874,4,2,3,45141,ミミック,10,15,0
875,4,2,3,45174,ゴースト,1,15,0
876,4,2,3,45371,オウルベアー,10,15,0
877,4,2,3,45223,バグベアー,10,15,0
878,4,2,3,45129,スケルトン アーチャー,10,15,0
879,4,2,3,45131,スケルトン パイク,10,15,0
880,4,2,3,45127,ロバ オーク,10,15,0
881,4,2,3,45173,ライカンスロープ,10,15,0
882,4,2,3,45136,ジャイアント スパイダー,5,15,0
883,4,2,3,45184,ドレッド スパイダー,5,15,0
884,4,2,3,45155,トロッグ,10,15,0
885,4,2,4,81176,ブラック エルダー,9,15,0
886,4,2,4,81176,ブラック エルダー,1,15,15
887,4,3,1,45041,ドワーフ,10,15,0
888,4,3,1,45017,オーク,10,15,0
889,4,3,1,45068,フローティング アイ,10,15,0
890,4,3,1,45551,ファングス,15,15,0
891,4,3,1,45079,ノール,10,15,0
892,4,3,1,45082,オーク ファイター,10,15,0
893,4,3,1,45101,アリゲーター,15,15,0
894,4,3,1,45104,オーク ゾンビ,10,15,0
895,4,3,1,45121,オーク ウィザード,5,15,0
896,4,3,1,45136,ジャイアント スパイダー,15,15,0
897,4,3,1,45060,スライム,15,15,0
898,4,3,2,45107,スケルトン,20,15,0
899,4,3,2,45129,スケルトン アーチャー,20,15,0
900,4,3,2,45131,スケルトン パイク,10,15,0
901,4,3,2,45130,スケルトン アックス,10,15,0
902,4,3,2,45105,ゾンビ,15,15,0
903,4,3,2,45115,ジャイアント アント,10,15,0
904,4,3,2,45136,ジャイアント スパイダー,5,15,0
905,4,3,2,45144,リザードマン,20,15,0
906,4,3,2,45161,スパルトイ,15,15,0
907,4,3,3,45126,ストーン ゴーレム,10,15,0
908,4,3,3,45141,ミミック,10,15,0
909,4,3,3,45174,ゴースト,1,15,0
910,4,3,3,45371,オウルベアー,10,15,0
911,4,3,3,45164,クラブマン,10,15,0
912,4,3,3,45131,スケルトン パイク,15,15,0
913,4,3,3,45130,スケルトン アックス,10,15,0
914,4,3,3,45184,ドレッド スパイダー,5,15,0
915,4,3,3,45136,ジャイアント スパイダー,10,15,0
916,4,3,4,81176,ブラック エルダー,4,15,0
917,4,3,4,81176,ブラック エルダー,1,15,15
918,4,4,1,45041,ドワーフ,12,15,0
919,4,4,1,45048,キツネ,20,15,0
920,4,4,1,45068,フローティング アイ,12,15,0
921,4,4,1,45041,ドワーフ,15,15,0
922,4,4,1,45079,ノール,20,15,0
923,4,4,1,45082,オーク ファイター,15,15,0
924,4,4,1,45129,スケルトン アーチャー,15,15,0
925,4,4,1,45131,スケルトン パイク,15,15,0
926,4,4,1,45130,スケルトン アックス,7,15,0
927,4,4,1,45136,ジャイアント スパイダー,15,15,0
928,4,4,1,45060,スライム,15,15,0
929,4,4,2,45107,スケルトン,25,15,0
930,4,4,2,45129,スケルトン アーチャー,15,15,0
931,4,4,2,45131,スケルトン パイク,15,15,0
932,4,4,2,45130,スケルトン アックス,15,15,0
933,4,4,2,45105,ゾンビ,25,15,0
934,4,4,2,45115,ジャイアント アント,15,15,0
935,4,4,2,45136,ジャイアント スパイダー,5,15,0
936,4,4,2,45144,リザードマン,15,15,0
937,4,4,2,45161,スパルトイ,10,15,0
938,4,4,3,45126,ストーン ゴーレム,10,15,0
939,4,4,3,45141,ミミック,10,15,0
940,4,4,3,45174,ゴースト,2,15,0
941,4,4,3,45371,オウルベアー,12,15,0
942,4,4,3,45164,クラブマン,12,15,0
943,4,4,3,45131,スケルトン パイク,12,15,0
944,4,4,3,45130,スケルトン アックス,12,15,0
945,4,4,3,45184,ドレッド スパイダー,5,15,0
946,4,4,3,45136,ジャイアント スパイダー,10,15,0
947,4,4,4,81176,ブラック エルダー,4,15,0
948,4,4,4,81176,ブラック エルダー,1,15,15
949,5,1,1,45019,オーク アーチャー,5,15,0
950,5,1,1,45082,オーク ファイター,15,15,0
951,5,1,1,45088,ペーパーマン,10,15,0
952,5,1,1,45107,スケルトン,10,15,0
953,5,1,1,45040,ベアー,15,15,0
954,5,1,1,45121,オーク ウィザード,10,15,0
955,5,1,1,45223,バグベアー,10,15,0
956,5,1,1,45048,キツネ,20,15,0
957,5,1,1,45051,インプ,10,15,0
958,5,1,1,45064,インプ エルダー,5,15,0
959,5,1,1,45115,ジャイアント アント,10,15,0
960,5,1,1,45105,ゾンビ,20,15,0
961,5,1,1,45079,ノール,10,15,0
962,5,1,1,45129,スケルトン アーチャー,10,15,0
963,5,1,2,45141,ミミック,5,15,0
964,5,1,2,45140,ホブゴブリン,8,15,0
965,5,1,2,45371,オウルベアー,8,15,0
966,5,1,2,45155,トロッグ,8,15,0
967,5,1,2,45164,クラブマン,8,15,0
968,5,1,2,45083,クリッピング クロウ,8,15,0
969,5,1,2,45092,ドワーフ ウォリアー,8,15,0
970,5,1,2,45107,スケルトン,8,15,0
971,5,1,2,45136,ジャイアント スパイダー,8,15,0
972,5,1,2,45157,グール,8,15,0
973,5,1,2,45161,スパルトイ,8,15,0
974,5,1,2,45060,スライム,5,15,0
975,5,1,3,45157,グール,10,15,0
976,5,1,3,45027,アイドロン,15,15,0
977,5,1,3,45064,インプ エルダー,10,15,0
978,5,1,3,45155,トロッグ,15,15,0
979,5,1,3,45140,ホブゴブリン,10,15,0
980,5,1,3,45115,ジャイアント アント,10,15,0
981,5,1,3,45136,ジャイアント スパイダー,15,15,0
982,5,1,3,45092,ドワーフ ウォリアー,10,15,0
983,5,1,3,45182,アイス ゴーレム,5,15,0
984,5,1,3,45126,ストーン ゴーレム,5,15,0
985,5,1,3,45190,ジャイアント アント ソルジャー,2,15,0
986,5,1,3,45551,ファングス,10,15,0
987,5,1,3,45079,ノール,15,15,0
988,5,1,3,45259,スコーピオン,5,15,0
989,5,1,4,45213,ガースト,2,15,0
990,5,1,4,45346,ガースト ロード,1,15,15
991,5,2,1,45105,ゾンビ,20,15,0
992,5,2,1,45079,ノール,10,15,0
993,5,2,1,45101,アリゲーター,10,15,0
994,5,2,1,45023,猪,10,15,0
995,5,2,1,45551,ファングス,15,15,0
996,5,2,1,45027,アイドロン,10,15,0
997,5,2,1,45082,オーク ファイター,10,15,0
998,5,2,1,45149,アトゥバ オーク,8,15,0
999,5,2,1,45143,ドゥダ-マラ オーク,5,15,0
1000,5,2,1,45104,オーク ゾンビ,10,15,0
1001,5,2,1,45138,オーク スカウト,8,15,0
1002,5,2,1,45121,オーク ウィザード,5,15,0
1003,5,2,1,45126,ストーン ゴーレム,5,15,0
1004,5,2,2,45144,リザードマン,15,15,0
1005,5,2,2,45140,ホブゴブリン,10,15,0
1006,5,2,2,45130,スケルトン アックス,10,15,0
1007,5,2,2,45131,スケルトン パイク,8,15,0
1008,5,2,2,45129,スケルトン アーチャー,8,15,0
1009,5,2,2,45161,スパルトイ,5,15,0
1010,5,2,2,45136,ジャイアント スパイダー,8,15,0
1011,5,2,2,45371,オウルベアー,5,15,0
1012,5,2,2,45105,ゾンビ,20,15,0
1013,5,2,2,45068,フローティング アイ,5,15,0
1014,5,2,2,45155,トロッグ,15,15,0
1015,5,2,2,45060,スライム,5,15,0
1016,5,2,3,45105,ゾンビ,20,15,0
1017,5,2,3,45082,オーク ファイター,10,15,0
1018,5,2,3,45101,アリゲーター,10,15,0
1019,5,2,3,45223,バグベアー,10,15,0
1020,5,2,3,45060,スライム,8,15,0
1021,5,2,3,45115,ジャイアント アント,8,15,0
1022,5,2,3,45136,ジャイアント スパイダー,10,15,0
1023,5,2,3,45092,ドワーフ ウォリアー,10,15,0
1024,5,2,3,45182,アイス ゴーレム,5,15,0
1025,5,2,3,45126,ストーン ゴーレム,5,15,0
1026,5,2,3,45190,ジャイアント アント ソルジャー,2,15,0
1027,5,2,3,45107,スケルトン,12,15,0
1028,5,2,3,45079,ノール,15,15,0
1029,5,2,3,45387,ラミア,5,15,0
1030,5,2,3,45141,ミミック,7,15,0
1031,5,2,4,45213,ガースト,2,15,0
1032,5,2,4,45346,ガースト ロード,1,15,15
1033,5,3,1,45551,ファングス,10,15,0
1034,5,3,1,45048,キツネ,15,15,0
1035,5,3,1,45115,ジャイアント アント,5,15,0
1036,5,3,1,45136,ジャイアント スパイダー,10,15,0
1037,5,3,1,45105,ゾンビ,15,15,0
1038,5,3,1,45041,ドワーフ,15,15,0
1039,5,3,1,45092,ドワーフ ウォリアー,12,15,0
1040,5,3,1,45107,スケルトン,10,15,0
1041,5,3,1,45129,スケルトン アーチャー,5,15,0
1042,5,3,1,45130,スケルトン アックス,5,15,0
1043,5,3,1,45131,スケルトン パイク,10,15,0
1044,5,3,1,45126,ストーン ゴーレム,5,15,0
1045,5,3,1,45138,オーク スカウト,5,15,0
1046,5,3,2,45164,クラブマン,13,15,0
1047,5,3,2,45223,バグベアー,2,15,0
1048,5,3,2,45182,アイス ゴーレム,1,15,0
1049,5,3,2,45184,ドレッド スパイダー,5,15,0
1050,5,3,2,45140,ホブゴブリン,10,15,0
1051,5,3,2,45371,オウルベアー,5,15,0
1052,5,3,2,45155,トロッグ,8,15,0
1053,5,3,2,45121,オーク ウィザード,5,15,0
1054,5,3,2,45192,ラットマン,10,15,0
1055,5,3,2,45173,ライカンスロープ,8,15,0
1056,5,3,2,45060,スライム,5,15,0
1057,5,3,3,45157,グール,15,15,0
1058,5,3,3,45551,ファングス,15,15,0
1059,5,3,3,45105,ゾンビ,15,15,0
1060,5,3,3,45040,ベアー,13,15,0
1061,5,3,3,45155,トロッグ,13,15,0
1062,5,3,3,45140,ホブゴブリン,10,15,0
1063,5,3,3,45115,ジャイアント アント,8,15,0
1064,5,3,3,45136,ジャイアント スパイダー,15,15,0
1065,5,3,3,45079,ノール,15,15,0
1066,5,3,3,45182,アイス ゴーレム,5,15,0
1067,5,3,3,45121,オーク ウィザード,5,15,0
1068,5,3,3,45190,ジャイアント アント ソルジャー,2,15,0
1069,5,3,3,45184,ドレッド スパイダー,3,15,0
1070,5,3,3,45079,ノール,20,15,0
1071,5,3,3,45192,ラットマン,15,15,0
1072,5,3,3,45371,オウルベアー,8,15,0
1073,5,3,4,45213,ガースト,2,15,0
1074,5,3,4,45346,ガースト ロード,1,15,15
1075,5,4,1,45068,フローティング アイ,10,15,0
1076,5,4,1,45083,クリッピング クロウ,8,15,0
1077,5,4,1,45051,インプ,10,15,0
1078,5,4,1,45064,インプ エルダー,5,15,0
1079,5,4,1,45023,猪,10,15,0
1080,5,4,1,45041,ドワーフ,15,15,0
1081,5,4,1,45092,ドワーフ ウォリアー,15,15,0
1082,5,4,1,45107,スケルトン,8,15,0
1083,5,4,1,45040,ベアー,12,15,0
1084,5,4,1,45223,バグベアー,12,15,0
1085,5,4,1,45140,ホブゴブリン,8,15,0
1086,5,4,1,45136,ジャイアント スパイダー,10,15,0
1087,5,4,1,45144,リザードマン,10,15,0
1088,5,4,1,45155,トロッグ,10,15,0
1089,5,4,2,45115,ジャイアント アント,8,15,0
1090,5,4,2,45104,オーク ゾンビ,13,15,0
1091,5,4,2,45121,オーク ウィザード,10,15,0
1092,5,4,2,45082,オーク ファイター,13,15,0
1093,5,4,2,45048,キツネ,15,15,0
1094,5,4,2,45027,アイドロン,15,15,0
1095,5,4,2,45079,ノール,10,15,0
1096,5,4,2,45101,アリゲーター,10,15,0
1097,5,4,2,45098,ガンジ オーク,8,15,0
1098,5,4,2,45127,ロバ オーク,8,15,0
1099,5,4,2,45149,アトゥバ オーク,8,15,0
1100,5,4,2,45143,ドゥダ-マラ オーク,5,15,0
1101,5,4,2,45060,スライム,5,15,0
1102,5,4,3,45157,グール,20,15,0
1103,5,4,3,45551,ファングス,20,15,0
1104,5,4,3,45105,ゾンビ,20,15,0
1105,5,4,3,45040,ベアー,13,15,0
1106,5,4,3,45155,トロッグ,13,15,0
1107,5,4,3,45140,ホブゴブリン,8,15,0
1108,5,4,3,45115,ジャイアント アント,8,15,0
1109,5,4,3,45136,ジャイアント スパイダー,10,15,0
1110,5,4,3,45079,ノール,10,15,0
1111,5,4,3,45182,アイス ゴーレム,5,15,0
1112,5,4,3,45121,オーク ウィザード,5,15,0
1113,5,4,3,45190,ジャイアント アント ソルジャー,2,15,0
1114,5,4,3,45184,ドレッド スパイダー,5,15,0
1115,5,4,3,45079,ノール,15,15,0
1116,5,4,3,45192,ラットマン,15,15,0
1117,5,4,3,45371,オウルベアー,10,15,0
1118,5,4,4,45213,ガースト,2,15,0
1119,5,4,4,45346,ガースト ロード,1,15,15
