item_id,note,selling_price,purchasing_price
101,ラスタバド スピアー,-1,500
102,ルチェルン ハンマー,-1,5000
103,ハルバード,-1,1000
104,フォチャード,-1,4000
105,象牙の塔のスピアー,1,-1
106,ベク ド コルバン,16000,8000
107,クリムゾン ランス,200000,100000
108,魔力を失ったデーモン スタッフ,1,-1
109,魔力を失ったバフォメット スタッフ,1,-1
110,魔力を失った ベレススタッフ,1,-1
111,魔力を失った アイスクイーン スタッフ,1,-1
112,対魔法用エルフのソード,1,-1
113,エルヴン ソード：機敏,1,-1
114,威厳の印,1,-1
115,クリスタル スタッフ,1,-1
116,ブラック ウィザード スタッフ,1500,750
117,ライア ワンド,1,-1
118,漆黒の水晶球,1,-1
119,デーモン スタッフ,1,-1
120,象牙の塔のスタッフ,1,-1
121,アイスクイーン スタッフ,1,-1
122,ラスタバド スタッフ,-1,5000
123,ベレス スタッフ,1,-1
124,バフォメット スタッフ,1,-1
125,ソーサリー スタッフ,9000,4500
126,マナ スタッフ,9000,4500
127,アイアン マナ スタッフ,9000,4500
128,オーク スタッフ,-1,150
129,メイジ スタッフ,-1,1250
130,レッドクリスタル スタッフ,100000,50000
131,フォース スタッフ,1,-1
132,ビショップ スタッフ,100000,50000
133,古代人の知恵,1,-1
134,ホーリーヘドロン スタッフ,1,-1
135,謎のアックス,1,-1
136,アックス,-1,10
137,アタム,-1,7
138,クラブ,-1,15
139,フレイル,-1,20
140,メイス,-1,45
141,ウォーハンマー,-1,500
142,シルバー アックス,8000,4000
143,バトル アックス,-1,350
144,ドワヴィッシュ アックス,-1,1500
145,バーサーカー アックス,1000,500
146,モーニングスター,-1,1750
147,象牙の塔のアックス,1,-1
148,グレート アックス,12000,6000
149,ミノタウルス アックス,12000,6000
150,ヘヴン メイス,1,-1
151,デーモン アックス,200000,100000
152,ブロンズ クロウ,-1,500
153,スチール クロウ,-1,1000
154,シェイド クロウ,-1,4000
155,魔獣軍王のクロウ,1,-1
156,象牙の塔のクロウ,1,-1
157,シルバー クロウ,1,-1
158,ダーク クロウ,3000,1500
159,ショート クロウ,-1,6000
160,ビーストキング クロウ,1,-1
161,ダマスカス クロウ,40000,20000
162,ブラインド クロウ,1,-1
163,バランカ クロウ,1,-1
164,ダークネス クロウ,1,-1
165,イビル クロウ,1,-1
166,ヘイトリッド クロウ,1,-1
167,封印された 古代のボーガン,1,-1
168,ダーク クロスボウ,3000,1500
169,ハンターボウ,5000,2500
170,エルヴン ボウ,1,-1
171,オーキッシュ ボウ,-1,15
172,ボウ,-1,25
173,ショート ボウ,1,-1
174,象牙の塔のクロスボウ,1,-1
175,象牙の塔のボウ,1,-1
176,ラスタバド ボウ,-1,2500
177,ブラインド クロスボウ,1,-1
178,サイレンス クロスボウ,1,-1
179,古代のエルヴン ボウガン,1,-1
180,クロスボウ,1,-1
181,ロング ボウ,1,-1
182,エンシェント ボーガン,1,-1
183,イリュージョン ボウ,1,-1
184,フレイム ボウ,1,-1
185,イビル クロスボウ,1,-1
186,ディアド クロスボウ,1,-1
187,ラスタバド クロスボウ,-1,5000
188,ラスタバド ヘビークロスボウ,1,-1
189,ダークネス クロスボウ,1,-1
190,サイハの弓,1,-1
191,エンジェル スレイヤー,1,-1
192,古代人のボウ,1,-1
193,ガントレット,10000,5000
194,真のガントレット,1,-1
195,呪われたダンテスの剣,1,-1
196,バルログのツーハンド ソード,1,-1
197,バルログのツーハンド ソード,1,-1
198,バルログのツーハンド ソード,1,-1
199,バルログのツーハンド ソード,1,-1
200,バルログのツーハンド ソード,1,-1
201,バルログのツーハンド ソード,1,-1
202,バルログのツーハンド ソード,1,-1
203,バルログのツーハンド ソード,1,-1
204,真紅のクロスボウ,1,-1
205,ルナ ロング ボウ,1,-1
206,ダークエルフの見習用ソード,1,-1
207,煉獄のクロウ,1,-1
208,エルヴン ソード：魔力,1,-1
209,エルヴンソード：生命力,1,-1
210,シバインのスピアー,1,-1
211,ユニコーン ホーン,1,-1
212,海神のトライデント,1,-1
213,ギルタスのスタッフ,1,-1
214,%iのエルヴンボウ,1,-1
215,エルヴンボウ：機敏,1,-1
216,エルフの見習用ボウ,1,-1
217,ギルタスのソード,1,-1
218,アンガスのメイス,1,-1
219,マーブル アックス,1,-1
220,ウィザードの見習用スタッフ,1,-1
223,神秘のスタッフ,1,-1
224,象牙の塔のスタッフ,1,-1
225,見習用ソード,1,-1
226,ナイトの見習用ソード,1,-1
228,聖戦士のダガー,1,-1
231,蒼天のダガー,1,-1
232,蒼天のソード,1,-1
233,蒼天のグレート ソード,1,-1
234,蒼天のスピアー,1,-1
235,蒼天のアックス,1,-1
236,蒼天のデュアルブレード,1,-1
237,蒼天のクロウ,1,-1
238,蒼天のスタッフ,1,-1
239,蒼天のボウ,1,-1
240,蒼天のガントレット,1,-1
241,歴戦の ソード,1,-1
242,歴戦のクロスボウ,1,-1
243,歴戦の スタッフ,1,-1
244,歴戦の クロウ,1,-1
245,幸せの小槌,1,-1
246,試練の剣,1,-1
247,試練の剣,1,-1
248,試練の剣,1,-1
249,試練の剣,1,-1
250,イリュージョン ダガー,1,-1
251,イリュージョン ツヴァイハンダー,1,-1
252,イリュージョン スピアー,1,-1
253,イリュージョン アックス,1,-1
254,イリュージョン デュアルブレード,1,-1
255,イリュージョン スタッフ,1,-1
256,ハロウィン パンプキン ロングソード,1,-1
257,ハロウィン ロングソード,1,-1
258,アルティメット ハロウィン ソード,1,-1
259,マナ バゼラード,1,-1
260,レイジング ウィンド,1,-1
261,エンジェル スタッフ,1,-1
262,ディストラクション,1,-1
263,フリージング ランサー,1,-1
264,ライトニング エッジ,1,-1
265,テーベ オシリス デュアルブレード,1,-1
266,テーベ オシリス ツーハンドソード,1,-1
267,テーベ オシリス ボウ,1,-1
268,テーベ オシリス スタッフ,1,-1
269,イリュージョニストのバトル スティック,1,-1
270,サファイア キーリンク,1,-1
271,ダーク ストーン キーリンク,1,-1
272,消滅者のチェーンソード,1,-1
273,破滅者のチェーンソード,1,-1
274,ケンラウヘルのゴールデン スティック,1,-1
275,ドラゴンナイトのツーハンドソード,1,-1
276,マリス エレメント キーリンク,1,-1
277,マリス エレメント チェーンソード,1,-1
278,マリス エレメント クロウ,1,-1
279,マリス エレメント スタッフ,1,-1
280,マリス エレメント ボウ,1,-1
281,マリス エレメント ソード,1,-1
282,ククルカン スピアー,1,-1
283,ククルカン ガントレット,1,-1
284,エルモア ダガー,1,-1
285,エルモア ソード,1,-1
286,エルモア ツーハンド ソード,1,-1
287,エルモア クロウ,1,-1
288,エルモア スタッフ,1,-1
289,エルモア ボウガン,1,-1
290,エルモア チェーンソード,1,-1
291,エルモア キーリンク,1,-1
292,9周年 アニバーサリーソード,1,-1
293,9周年 アニバーサリークロウ,1,-1
294,9周年 アニバーサリーチェーンソード,1,-1
295,9周年 アニバーサリースタッフ,1,-1
296,9周年 アニバーサリーボウ,1,-1
297,9周年 アニバーサリーキーリング,1,-1
298,10周年 ツーハンドソード,1,-1
299,10周年 スピアー,1,-1
300,10周年 デュアルブレード,1,-1
301,10周年 スタッフ,1,-1
302,10周年 ボウ,1,-1
303,幸運のアックス,1,-1
304,隠された魔族のソード,1,-1
305,隠された魔族のボウ,1,-1
306,隠された魔族のスタッフ,1,-1
307,隠された魔族のクロウ,1,-1
308,隠された魔族のチェーンソード,1,-1
309,隠された魔族のキーリンク,1,-1
701,冷寒のキーリンク,1,-1
702,極寒のチェーンソード,1,-1
703,アイスクイーンスタッフ,1,-1
704,エンジェル スレイヤー,1,-1
705,破壊のデュアルブレード,1,-1
706,破壊のクロウ,1,-1
707,破壊のロングボウ,1,-1
708,ハロウィンパンプキンスタッフ,1,-1
709,ハロウィンパンプキンツーハンドソード,1,-1
710,ハロウィンパンプキンロングボウ,1,-1
721,パンプキン ソード 2012,1,-1
722,パンプキン グレートソード 2012,1,-1
723,パンプキン ロングボウ 2012,1,-1
724,パンプキン スタッフ 2012,1,-1
725,パンプキン チェーンソード 2012,1,-1
726,パンプキン キーリンク 2012,1,-1
727,パンプキン クロウ 2012,1,-1
728,メディテーション スタッフ,1,-1
729,ブラッド サッカー,1,-1
20001,レザー キャップ,1,-1
20002,レザー ヘルム,1,-1
20003,アイアン ヘルム,1,-1
20004,シャドウ マスク,1,-1
20005,ナイトフード,1,-1
20006,ナイト バイザー,5000,2500
20007,ドワヴィッシュ アイアン ヘルム,-1,250
20008,マイナー ウィンドヘルム,22000,11000
20009,デーモン ヘルム,1,-1
20010,デスナイト ヘルム,1,-1
20011,マジック ヘルム,2500,1250
20012,ウィザードの帽子,1,-1
20013,魔法のヘルム：迅速,20000,10000
20014,魔法のヘルム：治癒,15000,7500
20015,魔法のヘルム：力,18000,9000
20016,マンボ ハット,1,-1
20017,マミーロード クラウン,1,-1
20018,メルキオールの帽子,1,-1
20019,クラウン,1,-1
20020,ジェネラル ヘルム,3500,1750
20021,機敏のヘルム,1,-1
20022,バランカ ヘルム,1,-1
20023,ウィンドヘルム,1,-1
20024,反王のヘルム,1,-1
20025,バルタザールの帽子,1,-1
20026,ナイト ビジョン,1,-1
20027,レッドナイトフード,1,-1
20028,象牙の塔のヘルム,1,-1
20029,セマの帽子,1,-1
20030,ビショップ サークレット,1,-1
20031,ヤヒのヘルム,1,-1
20032,ダーク ヘッドバンド,10000,5000
20033,ブレス オブ エルム,1,-1
20034,オーキッシュ ヘルム,-1,75
20035,エルヴン レザー ヘルム,1,-1
20036,魔法のヘルム：暗視,12000,6000
20037,真実の仮面,1,-1
20038,スタデッド レザー キャップ,1,-1
20039,体力のヘルム,1,-1
20040,カスパーの帽子,1,-1
20041,カーツ ヘルム,1,-1
20042,ケレニスのサークレット,1,-1
20043,ヘルム,-1,100
20044,パイレーツ フード,1,-1
20045,ボーン ヘルム,1,-1
20046,パンプキンヘルム,1,-1
20047,パンプキン マスク,1,-1
20048,混沌のヘルム,1,-1
20049,アントクイーン ゴールデンウィング,1,-1
20050,アントクイーン シルバーウィング,1,-1
20051,君主の威厳,1,-1
20052,ドワヴィッシュ クローク,-1,52
20053,ウルフスキン クローク,1,-1
20054,地のクローク,1,-1
20055,マナ マント,1,-1
20056,マジック クローク,200,100
20057,冥法軍王のマント,1,-1
20058,ジェネラル マント,5000,2500
20059,水のクローク,1,-1
20060,パイレーツ クローク,1,-1
20061,風のクローク,1,-1
20062,バルログ ブラッディ クローク,1,-1
20063,プロテクション クローク,20000,10000
20064,レッドナイト クローク,1,-1
20065,レッド クローク,1,-1
20066,ブラック タイガー レザー クローク,1,-1
20067,ビショップ クローク,1,-1
20068,アデン騎士団のマント,1,-1
20069,ヤヒのマント,1,-1
20070,ダーク マント,10000,5000
20071,火のクローク,1,-1
20072,オーキッシュ クローク,-1,25
20073,エルヴン クローク,1200,600
20074,シルバー マント,1,-1
20075,死のマント,1,-1
20076,堕落のマント,1,-1
20077,インビジビリティ クローク,1,-1
20078,混沌のマント,1,-1
20079,ヴァンパイア マント,1,-1
20080,ディスプレイス マント,1,-1
20081,オイルスキン マント,1,-1
20082,象牙の塔のTシャツ,1,-1
20083,ヤヒのシャツ,1,-1
20084,エルヴンＴシャツ,1,-1
20085,Tシャツ,1,-1
20086,ダブレット ロムジッツ,1,-1
20087,ダブレット ロムヴィッツ,1,-1
20088,ダブレット ロムチェッツ,1,-1
20089,レザー アーマー,-1,50
20090,レザー ベスト,1,-1
20091,アイアン プレート メイル,1,-1
20092,エンシェント レザーアーマー,1,-1
20093,エンシェント ローブ,1,-1
20094,エンシェント スケイルメイル,1,-1
20095,エンシェント プレートメイル,1,-1
20096,リング メイル,-1,250
20097,ウッドン アーマー,1,-1
20098,ダーク フォレスター アーマー,1,-1
20099,デーモン アーマー,42000,21000
20100,デスナイト アーマー,1,-1
20101,バンデッド メイル,-1,5750
20102,ラスタバド レザーアーマー,-1,750
20103,ラスタバド ローブ,15000,7500
20104,ラスタバド スタデッドレザーアーマー,-1,1000
20105,ラスタバド チェーンメイル,-1,2500
20106,ライア ローブ,1,-1
20107,リッチローブ,1,-1
20108,リンドビオル マジックアーマー,1,-1
20109,魔霊軍王のローブ,1,-1
20110,マジック チェーン メイル,8000,4000
20111,ウィザードの服,1,-1
20112,マンボ コート,1,-1
20113,ジェネラル アーマー,1,-1
20114,コットン ローブ,1000,500
20115,スプリント メイル,-1,10000
20116,バランカ アーマー,1,-1
20117,バフォメット アーマー,1,-1
20118,反王のアーマー,1,-1
20119,ヴァラカス マジックアーマー,1,-1
20120,ベルト付き レザー ベスト,1,-1
20121,ブラック ウィザード ローブ,1,-1
20122,スケイル メイル,-1,1000
20123,ビースト サマナー ローブ,1,-1
20124,ボーン アーマー,2000,1000
20125,チェーン メイル,-1,3000
20126,象牙の塔のアーマー,1,-1
20127,ブルー ドラゴン スケイル メイル,1,-1
20128,クリスタル プレート メイル,80000,40000
20129,ビショップ ローブ,1,-1
20130,アンタラス マジックアーマー,1,-1
20131,ヤヒのアーマー,1,-1
20132,ダーク ローブ,20000,10000
20133,闇の執行者 プレート メイル,1,-1
20134,アイスクイーン ドレス,1,-1
20135,オーキッシュ リング メイル,-1,100
20136,オーキッシュ チェーン メイル,-1,400
20137,エルヴン チェーン メイル,1,-1
20138,エルヴン プレート メイル,1,-1
20139,エルヴン ブレスト プレート,1000,500
20140,古代のレザーアーマー,37000,18500
20141,古代のローブ,37000,18500
20142,古代のスケイルメイル,37000,18500
20143,古代のプレートメイル,37000,18500
20144,死の鎧,1,-1
20145,ハード レザー ベスト,1,-1
20146,グリーン ドラゴン スケイル メイル,1,-1
20147,スタデッド レザー アーマー,-1,150
20148,スタデッド レザー ベスト,1,-1
20149,ブロンズ プレート メイル,-1,9000
20150,カーツ アーマー,1,-1
20151,ケレニスのローブ,1,-1
20152,堕落のローブ,1,-1
20153,パプリオン マジックアーマー,1,-1
20154,プレート メイル,37000,18500
20155,パイレーツ チェストアーマー,1,-1
20156,ホワイト ドラゴン スケイル メイル,1,-1
20157,プレート ワーム リンド アーマー,1,-1
20158,混沌のローブ,1,-1
20159,レッド ドラゴン スケイル メイル,1,-1
20160,ブラックエルダー ローブ,1,-1
20161,イリュージョン アーマー,1,-1
20162,レザー グローブ,8000,4000
20163,アイアン グローブ,1,-1
20164,シャドウ グローブ,1,-1
20165,デーモン グローブ,1,-1
20166,デスナイト グローブ,1,-1
20167,リザードマン グローブ,1,-1
20168,ジェネラル グローブ,260,130
20169,バランカ グローブ,1,-1
20170,反王のガントレット,1,-1
20171,プロテクション グローブ,1,-1
20172,ウォーター グローブ,100000,50000
20173,象牙の塔のグローブ,1,-1
20174,アイス グローブ,1,-1
20175,クリスタル グローブ,8000,4000
20176,ビショップ グローブ,1,-1
20177,アース グローブ,100000,50000
20178,暗殺軍王のグローブ,1,-1
20179,ヤヒのグローブ,1,-1
20180,ダーク グローブ,10000,5000
20181,ファイアー グローブ,100000,50000
20182,グローブ,8000,4000
20183,死のグローブ,1,-1
20184,カーツ グローブ,1,-1
20185,ケレニスのグローブ,1,-1
20186,堕落のグローブ,1,-1
20187,パワー グローブ,1,-1
20188,パイレーツ グローブ,8000,4000
20189,ウィンド グローブ,100000,50000
20190,混沌のグローブ,1,-1
20191,ブレイサー,1,-1
20192,レザー ブーツ,1,-1
20193,レザー サンダル,1,-1
20194,アイアン ブーツ,1,-1
20195,シャドウ ブーツ,1,-1
20196,ダーク フォレスター ブーツ,1,-1
20197,デーモン ブーツ,1,-1
20198,デスナイト ブーツ,1,-1
20199,ラスタバド ブーツ,-1,750
20200,魔獣軍王のブーツ,1,-1
20201,ジェネラル ブーツ,1,-1
20202,バランカ ブーツ,1,-1
20203,反王のブーツ,1,-1
20204,ベレス ブーツ,1,-1
20205,ブーツ,2000,1000
20206,象牙の塔のブーツ,1,-1
20207,ウォーター ブーツ,2000,1000
20208,ビショップ ブーツ,1,-1
20209,ヤヒのブーツ,1,-1
20210,ダーク ブーツ,10000,5000
20211,アイスクイーン サンダル,1,-1
20212,スタデッド レザー サンダル,1,-1
20213,ロウ ブーツ,-1,150
20214,カーツ ブーツ,1,-1
20215,ケレニスのブーツ,1,-1
20216,堕落のブーツ,1,-1
20217,パイレーツ ブーツ,3000,1500
20218,ブラックエルダー サンダル,1,-1
20219,レザー シールド,1,-1
20220,アイアン シールド,1,-1
20221,ボーン シールド,1,-1
20222,ウッドンシールド,1,-1
20223,ドワヴィッシュ ラウンド シールド,-1,125
20224,ラスタバド ラウンドシールド,-1,500
20225,マナ クリスタル,1,-1
20226,マジック ブック,1,-1
20227,メデューサ シールド,1,-1
20228,ジェネラル シールド,1,-1
20229,リフレクション シールド,10000,5000
20230,レッドナイト シールド,1,-1
20231,タワー シールド,7000,3500
20232,象牙の塔のシールド,1,-1
20233,ビショップ ブック,1,-1
20234,信義の盾,1,-1
20235,エヴァのシールド,1,-1
20236,エルヴン シールド,1,-1
20237,オーキッシュ シールド,-1,45
20238,シルバーナイト シールド,1,-1
20239,スモール シールド,-1,30
20240,死のシールド,1,-1
20241,スタデッド レザー シールド,1,-1
20242,ラージ シールド,-1,600
20243,渓谷の印,1,-1
20244,マイナー 魅力のアミュレット,1,-1
20245,マイナー 機敏のアミュレット,1,-1
20246,マイナー 腕力のアミュレット,1,-1
20247,マイナー 知力のアミュレット,1,-1
20248,マイナー 精神のアミュレット,1,-1
20249,マイナー 体力のアミュレット,1,-1
20250,ウェアウルフアミュレット,1,-1
20251,デュペルゲノンのアミュレット,1,-1
20252,ライア アミュレット,1,-1
20253,魔霊軍王のアミュレット,1,-1
20254,魅力のアミュレット,10000,5000
20255,冥法軍王のリング,1,-1
20256,機敏のアミュレット,10000,5000
20257,ブラック ウィザード アミュレット,1,-1
20258,ビースト サマナー アミュレット,1,-1
20259,島の印,1,-1
20260,アイリスのアミュレット,1,-1
20261,ヤヒのアミュレット,1,-1
20262,栄養満点のアミュレット,1,-1
20263,オークウォリアーのアミュレット,65000,32500
20264,腕力のアミュレット,10000,5000
20265,調和の印章,1,-1
20266,知力のアミュレット,10000,5000
20267,精神のアミュレット,10000,5000
20268,体力のアミュレット,10000,5000
20269,ボーン アミュレット,1,-1
20277,オークファイターリング,1,-1
20278,スケルトンリング,1,-1
20279,ライア リング,1,-1
20280,マジック プロテクション リング,1,-1
20281,変身 コントロール リング,2000000,1000000
20282,象牙の塔のリング,1,-1
20284,サモンコントロール リング,2000000,1000000
20285,ウォーター リング,2000,1000
20286,守護団員のリング,1,-1
20287,ガーディアン リング,1,-1
20288,テレポート コントロール リング,4000000,2000000
20289,アビス リング,1,-1
20290,ヤヒのリング,1,-1
20291,栄養満点のリング,1,-1
20293,呪われたダイアモンド リング,20000,10000
20294,呪われたルビー リング,20000,10000
20295,呪われたサファイア リング,20000,10000
20296,呪われたエメラルド リング,20000,10000
20297,精神力の印章,1,-1
20298,ゼニス リング,1,-1
20299,死の代償,1,-1
20300,アース リング,2000,1000
20301,体力の印章,1,-1
20302,ウィンド リング,2000,1000
20303,マジック レジスト リング,2000,1000
20304,ファイアー リング,2000,1000
20305,カップル リング,1,-1
20306,マイナー ボディ ベルト,15000,7500
20307,マイナー ソウル ベルト,15000,7500
20308,マイナー マインド ベルト,15000,7500
20309,シャイニング ボディベルト,1,-1
20310,シャイニング ソウルベルト,1,-1
20311,シャイニング マインドベルト,1,-1
20312,ボディ ベルト,16000,8000
20313,ダーク ベルト,1,-1
20314,エンシェント ジャイアント リング,1,-1
20315,栄養満点のベルト,1,-1
20316,ソウル ベルト,30000,15000
20317,オーガ ベルト,1,-1
20318,ブレイブ ベルト,1,-1
20319,マインド ベルト,30000,15000
20320,タイタン ベルト,1,-1
20321,トロール ベルト,30000,15000
20322,レザー ジャケット,-1,10
20342,デス ローブ,1,-1
20343,ラビット変身帽子,1,-1
20344,キャロットラビット変身帽子,1,-1
20345,ハイ コリーのチョーカー,1,-1
20346,ハイ ラクーンのチョーカー,1,-1
20347,袴,1,-1
20348,晴れ着,1,-1
20349,アデン商団のアミュレット,1,-1
20350,雪だるまのネックレス,1,-1
20351,スノーマンの人参,1,-1
20352,スノーマンの靴下,1,-1
20353,聖戦士のアーマー,1,-1
20354,聖戦士のブーツ,1,-1
20355,聖戦士のグローブ,1,-1
20356,聖戦士のヘルム,1,-1
20357,聖戦士のシールド,1,-1
20358,奴隷のアミュレット,1,-1
20359,約束のアミュレット,1,-1
20360,解放のアミュレット,1,-1
20361,猟犬のアミュレット,1,-1
20362,魔族のアミュレット,1,-1
20363,勇士のアミュレット,1,-1
20364,将軍のアミュレット,1,-1
20365,大将軍のアミュレット,1,-1
20366,君主の スケイル メイル,1,-1
20367,戦士の プレート メイル,1,-1
20368,妖精の レザー アーマー,1,-1
20369,術者の ローブ,1,-1
20370,歴戦のクローク,1,-1
20371,歴戦のブーツ,1,-1
20372,歴戦のグローブ,1,-1
20373,歴戦の ヘルム,1,-1
20374,歴戦の シールド,1,-1
20375,歴戦のダブレット,1,-1
20376,君主のアミュレット,1,-1
20377,戦士のアミュレット,1,-1
20378,妖精のアミュレット,1,-1
20379,術者のアミュレット,1,-1
20380,ハロウィン祝福ハット,1,-1
20381,鮮明のヘッドバンド,1,-1
20382,赤い仮面,1,-1
20383,騎馬用ヘルム,1000000,500000
20384,ロード ヘルム,1,-1
20385,ナイト ヘルム,1,-1
20386,エルヴン ヘルム,1,-1
20387,ウィザード ヘルム,1,-1
20388,ダークエルフ ヘルム,1,-1
20389,%iのエルヴンヘルム,1,-1
20390,真冥王のヘルム,1,-1
20391,ロード アーマー,1,-1
20392,エルヴン アーマー,1,-1
20393,%iのエルヴンアーマー,1,-1
20394,ナイト アーマー,1,-1
20395,真冥王のアーマー,1,-1
20396,シバインのシールド,1,-1
20397,ロード シールド,1,-1
20398,ナイト シールド,1,-1
20399,ウィザード クローク,1,-1
20400,ダークエルフ マント,1,-1
20401,%iのエルヴンマント,1,-1
20402,真冥王のマント,1,-1
20403,エルヴン ブーツ,1,-1
20404,ウィザード ブーツ,1,-1
20405,ダークエルフ ブーツ,1,-1
20406,%iのエルヴンブーツ,1,-1
20407,ミリティア ブーツ,1,-1
20408,真冥王のブーツ,1,-1
20409,%iのブレイサー,1,-1
20410,真冥王のグローブ,1,-1
20411,苦痛のアミュレット,1,-1
20412,苦悩のアミュレット,1,-1
20413,希望のアミュレット,1,-1
20414,幸運のアミュレット,1,-1
20415,情熱のアミュレット,1,-1
20416,真実のアミュレット,1,-1
20417,奇跡のアミュレット,1,-1
20418,慈愛のアミュレット,1,-1
20419,ハイ ベアーのチョーカー,1,-1
20420,ラッキーキャットスカーフ,1,-1
20421,イリスのアミュレット,1,-1
20422,輝く古代のアミュレット,1,-1
20423,赤呪のアミュレット,1,-1
20424,青呪のアミュレット,1,-1
20425,緑呪のアミュレット,1,-1
20426,光の護符,1,-1
20427,お守り,1,-1
20428,希望の指輪,1,-1
20429,情熱の指輪,1,-1
20430,幸運の指輪,1,-1
20431,真実の指輪,1,-1
20432,奇跡の指輪,1,-1
20433,勇気の指輪,1,-1
20434,イリスのリング,1,-1
20435,男爵のアース リング,1,-1
20436,男爵のウォーター リング,1,-1
20437,男爵のファイアー リング,1,-1
20438,男爵のウィンド リング,1,-1
20439,伯爵のアース リング,1,-1
20440,伯爵のウォーター リング,1,-1
20441,伯爵のファイアー リング,1,-1
20442,伯爵のウィンド リング,1,-1
20443,公爵のアース リング,1,-1
20444,公爵のウォーター リング,1,-1
20445,公爵のファイアー リング,1,-1
20446,公爵のウィンド リング,1,-1
20447,軍王のアース リング,1,-1
20448,軍王のウォーター リング,1,-1
20449,軍王のファイアー リング,1,-1
20450,軍王のウィンド リング,1,-1
20451,英雄のリング,1,-1
20452,ドレイク船長の変身ターバン,1,-1
20453,アイリス変身ターバン,1,-1
20454,ナイトバルドの変身ターバン,1,-1
20455,サキュバス クイーンの変身ターバン,1,-1
20456,レッド ユニフォーム,1,-1
20457,ブルー ユニフォーム,1,-1
20458,赤いオークのマスク,1,-1
20459,赤いオークのイアリング,1,-1
20460,グロリアス アミュレット,1,-1
20461,ハイフォックスのチョーカー,1,-1
20462,ハイラビットのチョーカー,1,-1
20463,フィアーパンダ マフラー,1,-1
20464,シアーの心眼,1,-1
20465,フィア バンパイア マント,1,-1
21000,サキュバス 衣装,1,-1
21001,スノーマン 衣装,1,-1
21002,アイス ゴーレム 衣装,1,-1
21003,勇者のイアリング,1,-1
21004,戦士のイアリング,1,-1
