npc_id,item_id,note,min,max,chance
45069,49232,初心者秘法書,1,1,25000
45070,49046,クモ脚の肉,1,1,0
45070,49232,初心者秘法書,1,1,25000
45071,49232,初心者秘法書,1,1,25000
45072,49232,初心者秘法書,1,1,25000
45073,49232,初心者秘法書,1,1,25000
45074,49232,初心者秘法書,1,1,25000
45075,49232,初心者秘法書,1,1,25000
45076,49232,初心者秘法書,1,1,25000
45077,40056,肉,1,1,300000
45078,49232,初心者秘法書,1,1,25000
45079,40002,ランタン,1,1,1000
45079,40044,ダイアモンド,1,1,10000
45079,40045,ルビー,1,1,10000
45079,40046,サファイア,1,1,10000
45079,40047,エメラルド,1,1,10000
45079,40307,サイハの遺産,1,1,10000
45079,40308,アデナ,20,45,1000000
45079,40496,ミスリルの原石,1,1,100000
45082,20034,オーキッシュ ヘルム,1,1,10000
45082,20056,マジック クローク,1,1,5000
45082,20072,オーキッシュ クローク,1,1,5000
45082,20110,マジック チェーン メイル,1,1,5000
45082,20135,オーキッシュ リング メイル,1,1,10000
45082,20136,オーキッシュ チェーン メイル,1,1,10000
45082,20237,オーキッシュ シールド,1,1,100000
45082,40001,ランプ,1,1,3000
45082,40010,レッド ポーション,1,1,100000
45082,40267,闇精霊の水晶(シャドウ アーマー),1,1,1000
45082,40305,ファアグリオの遺産,1,1,10000
45082,40308,アデナ,20,45,1000000
45082,220135,オーキッシュ リング メイル,1,1,5000
45082,220237,オーキッシュ シールド,1,1,5000
45083,20182,グローブ,1,1,10000
45083,20187,パワー グローブ,1,1,1000
45083,40307,サイハの遺産,1,1,10000
45083,40308,アデナ,20,45,1000000
45084,40308,アデナ,20,45,1000000
45085,49232,初心者秘法書,1,1,25000
45086,49232,初心者秘法書,1,1,25000
45088,40079,帰還スクロール,1,1,100000
45088,40088,変身スクロール,1,1,100000
45088,40090,ブランク スクロール(Lv1),1,1,50000
45088,40091,ブランク スクロール(Lv2),1,1,50000
45088,40092,ブランク スクロール(Lv3),1,1,50000
45088,40100,テレポート スクロール,1,1,100000
45088,40126,確認 スクロール,1,1,100000
45088,40308,アデナ,20,45,1000000
45089,20182,グローブ,1,1,10000
45089,40306,エヴァの遺産,1,1,10000
45089,40308,アデナ,20,45,1000000
45090,49232,初心者秘法書,1,1,25000
45091,49232,初心者秘法書,1,1,25000
45092,26,ドワヴィッシュ ソード,1,1,500
45092,144,ドワヴィッシュ アックス,1,1,1000
45092,20007,ドワヴィッシュ アイアン ヘルム,1,1,100000
45092,20052,ドワヴィッシュ クローク,1,1,5000
45092,20223,ドワヴィッシュ ラウンド シールド,1,1,10000
45092,40013,グリーン ポーション,1,1,50000
45092,40018,強化 グリーン ポーション,1,1,50000
45092,40304,マーブルの遺産,1,1,10000
45092,40308,アデナ,22,50,1000000
45092,40408,ランプ メタル,1,1,100000
45093,31,ロング ソード,1,1,100
45093,20147,スタデッド レザー アーマー,1,1,1000
45093,40029,象牙の塔の体力回復剤,1,1,50000
45093,40056,肉,1,1,50000
45093,40173,魔法書(バンパイアリック タッチ),1,1,10000
45093,40308,アデナ,22,50,1000000
45093,220122,スケイル メイル,1,1,1000
45093,220125,チェーン メイル,1,1,1000
45093,220147,スタデッド レザー アーマー,1,1,1000
45094,31,ロング ソード,1,1,1000
45094,20032,ダーク ヘッドバンド,1,1,1000
45094,20147,スタデッド レザー アーマー,1,1,10000
45094,20213,ロウ ブーツ,1,1,10000
45094,20239,スモール シールド,1,1,100000
45094,40025,オペイク ポーション,1,1,10000
45094,40056,肉,1,1,300000
45094,40171,魔法書(フィジカル エンチャント：DEX),1,1,10000
45094,40173,魔法書(バンパイアリック タッチ),1,1,10000
45094,40265,闇精霊の水晶(ブラインド ハイディング),1,1,10000
45094,40267,闇精霊の水晶(シャドウ アーマー),1,1,10000
45094,40274,闇精霊の水晶(ドレス デクスタリティー),1,1,10000
45094,40308,アデナ,22,50,1000000
45094,40739,スティング,1,1,10000
45094,220147,スタデッド レザー アーマー,1,1,1000
45094,220213,ロウ ブーツ,1,1,5000
45095,49232,初心者秘法書,1,1,25000
45096,49232,初心者秘法書,1,1,25000
45097,40017,シアン ポーション,1,1,100000
45097,40306,エヴァの遺産,1,1,10000
45097,40308,アデナ,109,186,1000000
45098,40005,キャンドル,1,1,500
45098,40010,レッド ポーション,1,1,100000
45098,40056,肉,1,1,50000
45098,40060,キャロット,1,1,100000
45098,40131,ガンジのトーテム,1,1,300000
45098,40308,アデナ,25,54,1000000
45098,40609,ガンジオークの魔法書,1,1,50000
45100,40308,アデナ,25,54,1000000
45100,40581,アンデッドのキー,1,1,100000
45101,20014,魔法のヘルム：治癒,1,1,1000
45101,40014,ブレイブ ポーション,1,1,100000
45101,40047,エメラルド,1,1,100000
45101,40179,魔法書(コール ライトニング),1,1,10000
45101,40306,エヴァの遺産,1,1,10000
45101,40308,アデナ,25,54,1000000
45102,40308,アデナ,25,54,1000000
45102,40568,神秘の袋,1,1,1000000
45103,40017,シアン ポーション,1,1,100000
45103,40306,エヴァの遺産,1,1,10000
45104,2,ダイス ダガー,1,1,1000
45104,20034,オーキッシュ ヘルム,1,1,30000
45104,20135,オーキッシュ リング メイル,1,1,10000
45104,20136,オーキッシュ チェーン メイル,1,1,5000
45104,40089,復活スクロール,1,1,50000
45104,40265,闇精霊の水晶(ブラインド ハイディング),1,1,10000
45104,40266,闇精霊の水晶(エンチャント ベノム),1,1,10000
45104,40269,闇精霊の水晶(ドレス マイティー),1,1,10000
45104,40308,アデナ,25,54,1000000
45104,140100,テレポート スクロール,1,1,100000
45105,40029,象牙の塔の体力回復剤,1,1,50000
45105,40308,アデナ,15,38,1000000
45107,27,シミター,1,1,1000
45107,20043,ヘルム,1,1,10000
45107,20056,マジック クローク,1,1,5000
45107,20242,ラージ シールド,1,1,1000
45107,40006,パイン ワンド,1,1,100
45107,40013,グリーン ポーション,1,1,100000
45107,40018,強化 グリーン ポーション,1,1,50000
45107,40171,魔法書(フィジカル エンチャント：DEX),1,1,10000
45107,40308,アデナ,25,54,1000000
45107,40407,ボーン ピース,1,1,10000
45107,40605,スケルトンの頭蓋骨,1,1,50000
45107,40899,鋼鉄の原石,1,1,10000
45107,140100,テレポート スクロール,1,1,10000
45107,200027,シミター,1,1,5000
45107,220043,ヘルム,1,1,5000
45107,220056,マジック クローク,1,1,1000
45108,27,シミター,1,1,100
45108,20043,ヘルム,1,1,500
45108,20056,マジック クローク,1,1,3000
45108,20242,ラージ シールド,1,1,500
45108,40006,パイン ワンド,1,1,50
45108,40013,グリーン ポーション,1,1,10000
45108,40018,強化 グリーン ポーション,1,1,10000
45108,40029,象牙の塔の体力回復剤,1,1,50000
45108,40082,歌う島 帰還スクロール,1,1,50000
45108,40098,象牙の塔の確認スクロール,1,1,50000
45108,40308,アデナ,25,54,1000000
45108,40407,ボーン ピース,1,1,1000
45108,200027,シミター,1,1,1000
45109,2,ダイス ダガー,1,1,1000
45109,69,ブロンズ デュアル ブレード,1,1,5000
45109,71,スチール デュアル ブレード,1,1,10000
45109,152,ブロンズ クロウ,1,1,10000
45109,153,スチール クロウ,1,1,10000
45109,20070,ダーク マント,1,1,1000
45109,40089,復活スクロール,1,1,100000
45109,40265,闇精霊の水晶(ブラインド ハイディング),1,1,10000
45109,40266,闇精霊の水晶(エンチャント ベノム),1,1,10000
45109,40269,闇精霊の水晶(ドレス マイティー),1,1,10000
45109,40308,アデナ,25,54,1000000
45109,40444,ブラック ミスリルの原石,1,1,10000
45109,140100,テレポート スクロール,1,1,100000
45111,49237,スタイジャーの証,1,1,10000
45113,49236,クーカスの証,1,1,10000
45114,27,シミター,1,1,500
45114,69,ブロンズ デュアル ブレード,1,1,5000
45114,71,スチール デュアル ブレード,1,1,10000
45114,152,ブロンズ クロウ,1,1,10000
45114,153,スチール クロウ,1,1,10000
45114,20043,ヘルム,1,1,5000
45114,20056,マジック クローク,1,1,5000
45114,20070,ダーク マント,1,1,1000
45114,20242,ラージ シールド,1,1,1000
45114,40006,パイン ワンド,1,1,100
45114,40013,グリーン ポーション,1,1,50000
45114,40018,強化 グリーン ポーション,1,1,50000
45114,40171,魔法書(フィジカル エンチャント：DEX),1,1,10000
45114,40181,魔法書(テイミング モンスター),1,1,10000
45114,40265,闇精霊の水晶(ブラインド ハイディング),1,1,10000
45114,40266,闇精霊の水晶(エンチャント ベノム),1,1,10000
45114,40269,闇精霊の水晶(ドレス マイティー),1,1,10000
45114,40308,アデナ,25,54,1000000
45114,40407,ボーン ピース,1,1,10000
45114,200027,シミター,1,1,5000
45114,220043,ヘルム,1,1,5000
45114,220056,マジック クローク,1,1,1000
45115,20014,魔法のヘルム：治癒,1,1,10000
45115,40013,グリーン ポーション,1,1,100000
45115,40014,ブレイブ ポーション,1,1,50000
45115,40018,強化 グリーン ポーション,1,1,50000
45115,40047,エメラルド,1,1,50000
45115,40179,魔法書(コール ライトニング),1,1,1000
45115,40304,マーブルの遺産,1,1,10000
45115,40308,アデナ,33,65,1000000
45115,41274,蟻脚,1,1,0
45115,49106,ドラゴンナイトの書板(覚醒[アンタラス]),1,1,10000
45115,49162,古代のダークエルフの秘法書,1,1,50000
45115,140100,テレポート スクロール,1,1,300000
45116,20011,マジック ヘルム,1,1,10000
45116,20056,マジック クローク,1,1,5000
45116,40013,グリーン ポーション,1,1,100000
45116,40017,シアン ポーション,1,1,300000
45116,40018,強化 グリーン ポーション,1,1,50000
45116,40049,高級 ルビー,1,1,1600
45116,40304,マーブルの遺産,1,1,10000
45116,40308,アデナ,33,65,1000000
45117,40010,レッド ポーション,1,1,100000
45117,40017,シアン ポーション,1,1,100000
45117,40046,サファイア,1,1,10000
45117,40088,変身スクロール,1,1,10000
45117,40305,ファアグリオの遺産,1,1,10000
45117,40308,アデナ,33,65,1000000
45117,40496,ミスリルの原石,1,1,50000
45117,40522,ブルークリスタル,1,1,10000
45117,49169,汚れたオークの息吹,1,1,100000
45118,40010,レッド ポーション,1,1,100000
45118,40017,シアン ポーション,1,1,100000
45118,40088,変身スクロール,1,1,10000
45118,40234,精霊の水晶(テレポート トゥ マザー),1,1,10000
45118,40240,精霊の水晶(トリプル アロー),1,1,10000
45118,40305,ファアグリオの遺産,1,1,10000
45118,40308,アデナ,33,65,1000000
45118,40492,グリーンクリスタル,1,1,10000
45118,40496,ミスリルの原石,1,1,50000
45118,49169,汚れたオークの息吹,1,1,100000
45119,40308,アデナ,33,65,1000000
45119,40585,オーク エルダーの頭部,1,1,1000000
45120,158,ダーク クロウ,1,1,10000
45120,20032,ダーク ヘッドバンド,1,1,1000
45120,20070,ダーク マント,1,1,1000
45120,20110,マジック チェーン メイル,1,1,5000
45120,40001,ランプ,1,1,1000
45120,40267,闇精霊の水晶(シャドウ アーマー),1,1,10000
45120,40308,アデナ,20,45,1000000
45120,40408,ランプ メタル,1,1,50000
45121,128,オーク スタッフ,1,1,5000
45121,129,メイジ スタッフ,1,1,1000
45121,131,フォース スタッフ,1,1,1000
45121,40015,ブルー ポーション,1,1,100000
45121,40180,魔法書(グレーター ヒール),1,1,10000
45121,40191,魔法書(サン バースト),1,1,10000
45121,40224,魔法書(アドバンスド スピリッツ),1,1,100
45121,40305,ファアグリオの遺産,1,1,10000
45121,40308,アデナ,33,65,1000000
45121,49105,ドラゴンナイトの書板(マグマ ブレス),1,1,10000
45122,172,ボウ,1,1,10000
45122,20043,ヘルム,1,1,10000
45122,20056,マジック クローク,1,1,50000
45122,40013,グリーン ポーション,1,1,100000
45122,40018,強化 グリーン ポーション,1,1,50000
45122,40171,魔法書(フィジカル エンチャント：DEX),1,1,10000
45122,40240,精霊の水晶(トリプル アロー),1,1,10000
45122,40308,アデナ,33,65,1000000
45122,40407,ボーン ピース,1,1,10000
45124,172,ボウ,1,1,1000
45124,20043,ヘルム,1,1,1000
45124,20056,マジック クローク,1,1,5000
45124,40013,グリーン ポーション,1,1,10000
45124,40018,強化 グリーン ポーション,1,1,10000
45124,40029,象牙の塔の体力回復剤,1,1,50000
45124,40082,歌う島 帰還スクロール,1,1,50000
45124,40098,象牙の塔の確認スクロール,1,1,50000
45124,40308,アデナ,33,65,1000000
45124,40407,ボーン ピース,1,1,10000
45125,40307,サイハの遺産,1,1,10000
45125,40308,アデナ,33,65,1000000
45125,40405,動物の皮,1,1,10000
45126,136,アックス,1,1,1000
45126,137,アタム,1,1,10000
45126,138,クラブ,1,1,10000
45126,139,フレイル,1,1,10000
45126,143,バトル アックス,1,1,2000
45126,40007,エボニー ワンド,1,1,5000
45126,40015,ブルー ポーション,1,1,10000
45126,40045,ルビー,1,1,50000
45126,40049,高級 ルビー,1,1,10000
45126,40053,最高級 ルビー,1,1,1000
45126,40177,魔法書(アース ジェイル),1,1,10000
45126,40234,精霊の水晶(テレポート トゥ マザー),1,1,10000
45126,40265,闇精霊の水晶(ブラインド ハイディング),1,1,50000
45126,40267,闇精霊の水晶(シャドウ アーマー),1,1,1000
45126,40304,マーブルの遺産,1,1,10000
45126,40308,アデナ,37,72,1000000
45126,40494,ミスリル,1,1,10000
45126,40496,ミスリルの原石,1,1,100000
45126,40564,生命の秘密,1,1,300000
45127,20011,マジック ヘルム,1,1,10000
45127,20056,マジック クローク,1,1,5000
45127,20110,マジック チェーン メイル,1,1,5000
45127,40001,ランプ,1,1,1000
45127,40002,ランタン,1,1,1000
45127,40010,レッド ポーション,1,1,100000
45127,40013,グリーン ポーション,1,1,10000
45127,40018,強化 グリーン ポーション,1,1,10000
45127,40045,ルビー,1,1,10000
45127,40056,肉,1,1,100000
45127,40059,エッグ,1,1,100000
45127,40134,ロバのトーテム,1,1,300000
45127,40308,アデナ,37,72,1000000
45128,40088,変身スクロール,1,1,10000
45128,40233,精霊の水晶(ボディ トゥ マインド),1,1,10000
45128,40234,精霊の水晶(テレポート トゥ マザー),1,1,10000
45128,40305,ファアグリオの遺産,1,1,10000
45128,40308,アデナ,37,72,1000000
45128,40496,ミスリルの原石,1,1,50000
45128,40523,ホワイトクリスタル,1,1,10000
45128,49169,汚れたオークの息吹,1,1,100000
45129,69,ブロンズ デュアル ブレード,1,1,5000
45129,71,スチール デュアル ブレード,1,1,10000
45129,152,ブロンズ クロウ,1,1,10000
45129,153,スチール クロウ,1,1,10000
45129,172,ボウ,1,1,10000
45129,20043,ヘルム,1,1,5000
45129,20056,マジック クローク,1,1,10000
45129,20180,ダーク グローブ,1,1,10000
45129,40013,グリーン ポーション,1,1,100000
45129,40018,強化 グリーン ポーション,1,1,50000
45129,40171,魔法書(フィジカル エンチャント：DEX),1,1,10000
45129,40265,闇精霊の水晶(ブラインド ハイディング),1,1,10000
45129,40266,闇精霊の水晶(エンチャント ベノム),1,1,10000
45129,40274,闇精霊の水晶(ドレス デクスタリティー),1,1,10000
45129,40308,アデナ,33,65,1000000
45129,40407,ボーン ピース,1,1,10000
45130,136,アックス,1,1,1000
45130,20056,マジック クローク,1,1,50000
45130,40006,パイン ワンド,1,1,100
45130,40013,グリーン ポーション,1,1,50000
45130,40018,強化 グリーン ポーション,1,1,50000
45130,40171,魔法書(フィジカル エンチャント：DEX),1,1,10000
45130,40187,魔法書(フィジカル エンチャント：STR),1,1,10000
45130,40308,アデナ,37,72,1000000
45130,40407,ボーン ピース,1,1,10000
45131,96,槍,1,1,1000
45131,20056,マジック クローク,1,1,20000
45131,40013,グリーン ポーション,1,1,50000
45131,40018,強化 グリーン ポーション,1,1,50000
45131,40171,魔法書(フィジカル エンチャント：DEX),1,1,10000
45131,40308,アデナ,37,72,1000000
45131,40407,ボーン ピース,1,1,10000
45131,40739,スティング,1,1,10000
45133,20174,アイス グローブ,1,1,10000
45133,40088,変身スクロール,1,1,50000
45133,40237,精霊の水晶(リターン トゥ ネイチャー),1,1,10000
45133,40306,エヴァの遺産,1,1,10000
45133,40308,アデナ,41,78,1000000
45133,140100,テレポート スクロール,1,1,100000
45134,69,ブロンズ デュアル ブレード,1,1,5000
45134,71,スチール デュアル ブレード,1,1,10000
45134,136,アックス,1,1,1000
45134,137,アタム,1,1,10000
45134,138,クラブ,1,1,1000
45134,139,フレイル,1,1,1000
45134,143,バトル アックス,1,1,1000
45134,152,ブロンズ クロウ,1,1,10000
45134,153,スチール クロウ,1,1,10000
45134,20032,ダーク ヘッドバンド,1,1,1000
45134,40007,エボニー ワンド,1,1,5000
45134,40010,レッド ポーション,1,1,50000
45134,40011,オレンジ ポーション,1,1,50000
45134,40015,ブルー ポーション,1,1,50000
45134,40265,闇精霊の水晶(ブラインド ハイディング),1,1,10000
45134,40267,闇精霊の水晶(シャドウ アーマー),1,1,10000
45134,40269,闇精霊の水晶(ドレス マイティー),1,1,10000
45134,40304,マーブルの遺産,1,1,10000
45134,40308,アデナ,37,72,1000000
45134,40740,ヘビー スティング,1,1,10000
45135,40002,ランタン,1,1,1000
45135,40260,精霊の水晶(ウィンド ショット),1,1,10000
45135,40308,アデナ,41,78,1000000
45136,40006,パイン ワンド,1,1,100
45136,40007,エボニー ワンド,1,1,5000
45136,40013,グリーン ポーション,1,1,100000
45136,40018,強化 グリーン ポーション,1,1,50000
45136,40174,魔法書(スロー),1,1,50000
45136,40190,魔法書(イラプション),1,1,10000
45136,40211,魔法書(フォグ オブ スリーピング),1,1,10000
45136,40273,闇精霊の水晶(ベノム レジスト),1,1,10000
45136,40304,マーブルの遺産,1,1,10000
45136,40308,アデナ,41,78,1000000
45136,49046,クモ脚の肉,1,1,0
45136,140100,テレポート スクロール,1,1,100000
45137,40044,ダイアモンド,1,1,10000
45137,40045,ルビー,1,1,10000
45137,40048,高級 ダイアモンド,1,1,1000
45137,40068,エルヴン ワッフル,1,1,10000
45137,40088,変身スクロール,1,1,10000
45137,40233,精霊の水晶(ボディ トゥ マインド),1,1,10000
45137,40234,精霊の水晶(テレポート トゥ マザー),1,1,10000
45137,40235,精霊の水晶(クリアー マインド),1,1,10000
45137,40248,精霊の水晶(エンタングル),1,1,10000
45137,40260,精霊の水晶(ウィンド ショット),1,1,10000
45137,40308,アデナ,41,78,1000000
45137,40696,遠征隊員の遺品,1,1,100000
45138,40002,ランタン,1,1,1000
45138,40260,精霊の水晶(ウィンド ショット),1,1,10000
45138,40305,ファアグリオの遺産,1,1,10000
45138,40308,アデナ,41,78,1000000
45139,20217,パイレーツ ブーツ,1,1,5000
45139,20425,緑呪のアミュレット,1,1,1000
45139,40010,レッド ポーション,1,1,100000
45139,40045,ルビー,1,1,10000
45139,40056,肉,1,1,100000
45139,40079,帰還スクロール,1,1,100000
45139,40088,変身スクロール,1,1,100000
45139,40305,ファアグリオの遺産,1,1,10000
45139,40308,アデナ,41,78,1000000
45139,40405,動物の皮,1,1,10000
45139,41276,猪肉,1,1,0
45139,140329,原住民のトーテム,1,1,10000
45140,23,ブロード ソード,1,1,10000
45140,20043,ヘルム,1,1,10000
45140,40001,ランプ,1,1,1000
45140,40013,グリーン ポーション,1,1,100000
45140,40018,強化 グリーン ポーション,1,1,100000
45140,40020,濃縮高級体力回復剤,1,1,100000
45140,40304,マーブルの遺産,1,1,10000
45140,40308,アデナ,41,78,1000000
45140,40408,ランプ メタル,1,1,100000
45140,40899,鋼鉄の原石,1,1,10000
45141,20011,マジック ヘルム,1,1,10000
45141,40013,グリーン ポーション,1,1,50000
45141,40014,ブレイブ ポーション,1,1,100000
45141,40016,ウィズダム ポーション,1,1,100000
45141,40018,強化 グリーン ポーション,1,1,50000
