id,npc_id,note,count,loc_x,loc_y,random_x,random_y,heading,respawn_delay,map_id,movement_distance
50029,50079,テレポーター^ダニエル,1,32659,32524,0,0,6,0,4,100
50030,50080,パウル,1,32657,32540,0,0,4,0,4,100
50031,50065,テレポーター^リビアン,0,33054,32348,0,0,4,0,4,100
50032,50006,ダンジョンテレポーター^ココ,1,32680,32811,0,0,6,0,69,0
50034,50003,話せる島テレポーター^イルドラス,1,32688,32871,0,0,4,0,69,0
50035,50001,エルフの森テレポーター^バルニア,1,32697,32852,0,0,6,0,69,0
50036,50060,市場テレポーター^ベルガー,1,33077,33383,0,0,4,0,4,100
50037,50060,市場テレポーター^ベルガー,1,33095,33358,0,0,4,0,4,100
50038,50027,市場テレポーター^メデ,1,32633,32797,0,0,6,0,4,100
50039,50027,市場テレポーター^メデ,1,32629,32721,0,0,5,0,4,100
50041,50050,市場テレポーター^エルボー,1,34061,32305,0,0,4,0,4,100
50042,50050,市場テレポーター^エルボー,1,34063,32273,0,0,6,0,4,100
50043,50034,市場テレポーター^エルバ,1,33438,32808,0,0,4,0,4,100
50044,50034,市場テレポーター^エルバ,1,33510,32766,0,0,4,0,4,100
50045,50007,イスメラルダ,1,32721,32885,0,0,4,0,69,0
50057,50007,イスメラルダ,1,32802,32776,0,0,4,0,68,0
50058,50009,話せる島テレポーター^イシター,1,32795,32773,0,0,4,0,68,0
50059,50016,テレポーター^ジェノ,0,32600,32914,0,0,5,0,0,0
50060,50071,テレポーター^アシリス,1,32623,32692,0,0,7,0,70,0
50061,50070,テレポーター^ラッキー,1,32852,32890,0,0,6,0,70,0
50062,50011,ダンジョンテレポーター^クン,1,32785,32851,0,0,6,0,68,0
50064,50045,テレポーター^エドレン,1,33978,32923,0,0,4,0,4,100
50065,50005,沈黙の洞窟の村テレポーター^カレン,1,32685,32847,0,0,4,0,69,0
50066,50069,テレポーター^エニャ,1,32918,32802,0,0,4,0,69,0
50067,50068,テレポーター^ディアノス,1,32894,32886,0,0,6,0,304,0
50068,50057,火田村のテレポーター^バンチ,1,33075,33405,0,0,6,0,4,100
50070,50030,火田村のテレポーター^フッファー,1,32631,32792,0,0,6,0,4,100
50071,50022,火田村のテレポーター^ハリソン,1,33060,32756,0,0,6,0,4,100
50072,50053,火田村のテレポーター^コッブ,1,32626,33182,0,0,6,0,4,100
50073,50043,ラムダ,1,32793,32796,0,0,4,0,102,0
50074,50014,ディロン,1,32669,32811,0,0,6,0,1,0
50075,50019,コロシアム副管理人,1,33140,33355,0,0,5,0,4,100
50076,50013,決闘場案内員,1,32829,32774,0,0,4,0,68,0
50077,50019,コロシアム副管理人,1,32838,32782,0,0,4,0,68,0
50078,50008,決闘場案内員,1,32701,32787,0,0,4,0,69,0
50079,50019,コロシアム副管理人,1,32709,32770,0,0,4,0,69,0
50080,50061,コロシアム管理人,1,33055,33362,0,0,4,0,4,100
50081,50062,コロシアム副管理人,1,33060,33362,0,0,6,0,4,100
50082,50037,コロシアム管理人,1,33505,32762,0,0,4,0,4,0
50083,50038,コロシアム副管理人,1,33497,32761,0,0,4,0,4,0
50084,50084,ガード,1,33516,32739,0,0,6,0,88,0
50085,50019,コロシアム副管理人,1,33678,33223,0,0,5,0,97,0
50087,50019,コロシアム副管理人,1,32546,33006,0,0,5,0,91,0
50088,50028,コロシアム管理人,1,32573,32751,0,0,4,0,4,100
50089,50029,コロシアム副管理人,1,32573,32756,0,0,6,0,4,100
50090,50019,コロシアム副管理人,1,33093,32750,0,0,5,0,4,100
50091,50019,コロシアム副管理人,1,33093,32750,0,0,5,0,93,0
50092,50019,コロシアム副管理人,1,32599,33141,0,0,5,0,4,100
50093,50019,コロシアム副管理人,1,32599,33141,0,0,5,0,94,0
50094,50041,コロシアム管理人,1,33746,32528,0,0,4,0,4,100
50095,50042,コロシアム副管理人,1,33751,32528,0,0,6,0,4,100
50096,50023,テレポーター^オベール,1,32751,32796,0,0,4,0,15,0
50097,50021,テレポーター^王宮ゲートキーパー,1,32734,32783,0,0,4,0,15,0
50098,50052,テレポーター^王宮ゲートキーパー,1,32733,32784,0,0,4,0,29,0
50099,50063,要塞ゲートキーパー,1,32801,32268,0,0,2,0,4,100
50100,50035,テレポーター^王宮ゲートキーパー,1,32733,32790,0,0,5,0,52,0
50101,50067,テレポーター^王宮ゲートキーパー,1,32579,32811,0,0,6,0,64,0
50102,50040,テレポーター^王宮ゲートキーパー,1,32865,32803,0,0,6,0,66,0
50103,50047,テレポーター^王宮ゲートキーパー,1,32890,32526,0,0,4,0,300,0
50104,70853,フェアリープリンセス,1,32968,32443,0,0,5,0,4,100
50105,50031,セピア,1,32713,32842,0,0,6,0,32,0
50111,50118,雑貨商人^ニキ,1,32749,32795,0,0,4,0,15,0
50112,50127,テレポート スクロール製作師^コンスル,1,32755,32889,0,0,5,0,320,0
50216,50019,コロシアム副管理人,0,0,0,0,0,0,0,4,100
50217,50019,コロシアム副管理人,0,0,0,0,0,0,0,4,100
50218,50019,コロシアム副管理人,0,0,0,0,0,0,0,4,100
50219,50019,コロシアム副管理人,0,0,0,0,0,0,0,4,100
50230,50064,テレポーター^デュバル,1,32721,32443,0,0,6,0,4,100
50231,50072,テレポーター^ディアルズ,1,32805,32794,0,0,3,0,310,0
50232,50073,テレポーター^ディアベス,0,32958,32857,0,0,2,0,320,0
50233,50074,大空洞テレポーター,0,32963,32938,0,0,6,0,320,0
50234,50075,要塞ゲートキーパー,0,33000,32928,0,0,4,0,320,0
50235,50076,精霊のオーブ,1,32922,32798,0,0,6,0,430,0
50236,50077,精霊のオーブ,1,32804,33047,0,0,6,0,420,0
50237,50078,精霊のオーブ,1,32736,32807,0,0,6,0,444,0
50301,50501,アジト管理人^グレダ,1,33352,32776,0,0,6,0,4,100
50302,50502,アジト管理人^ギネブラ,1,33400,32861,0,0,6,0,4,100
50303,50503,アジト管理人^ノエラ,1,33359,32790,0,0,6,0,4,100
50304,50504,アジト管理人^ニコリン,1,33345,32674,0,0,6,0,4,100
50305,50505,アジト管理人^ダイアン,1,33385,32656,0,0,6,0,4,100
50306,50506,アジト管理人^ドゥアナ,1,33414,32852,0,0,6,0,4,100
50307,50507,アジト管理人^レオノラ,1,33460,32841,0,0,6,0,4,100
50308,50508,アジト管理人^ルティンダ,1,33371,32791,0,0,6,0,4,100
50309,50509,アジト管理人^リビナ,1,33425,32692,0,0,6,0,4,100
50310,50510,アジト管理人^マリナ,1,33342,32662,0,0,6,0,4,100
50311,50511,アジト管理人^マージェリー,1,33367,32762,0,0,6,0,4,100
50312,50512,アジト管理人^メアリー,1,33361,32671,0,0,6,0,4,100
50313,50513,アジト管理人^メンネファ,1,33405,32740,0,0,6,0,4,100
50314,50514,アジト管理人^ミネルバ,1,33383,32775,0,0,4,0,4,100
50315,50515,アジト管理人^ミリヤム,1,33380,32714,0,0,6,0,4,100
50316,50516,アジト管理人^ベレスカ,1,33476,32667,0,0,4,0,4,100
50317,50517,アジト管理人^ベレニス,1,33398,32812,0,0,4,0,4,100
50318,50518,アジト管理人^ベビナ,1,33458,32699,0,0,4,0,4,100
50319,50519,アジト管理人^ベス,1,33397,32657,0,0,6,0,4,100
50320,50520,アジト管理人^サラ,1,33419,32708,0,0,4,0,4,100
50321,50521,アジト管理人^サロマ,1,33378,32829,0,0,6,0,4,100
50322,50522,アジト管理人^シグリド,1,33376,32874,0,0,6,0,4,100
50323,50523,アジト管理人^エルマ,1,33444,32871,0,0,6,0,4,100
50324,50524,アジト管理人^メミーラ,1,33498,32803,0,0,4,0,4,100
50325,50525,アジト管理人^エラリア,1,33342,32711,0,0,6,0,4,100
50326,50526,アジト管理人^エリノラ,1,33362,32683,0,0,4,0,4,100
50327,50527,アジト管理人^エンマ,1,33373,32656,0,0,4,0,4,100
50328,50528,アジト管理人^オサ,1,33425,32719,0,0,6,0,4,100
50329,50529,イブ,1,33458,32655,0,0,6,0,4,100
50330,50530,アジト管理人^イオネ,1,33390,32850,0,0,4,0,4,100
50331,50531,アジト管理人^ジャスティン,1,33440,32667,0,0,6,0,4,100
50332,50532,アジト管理人^ジェラルディン,1,33402,32793,0,0,4,0,4,100
50333,50533,アジト管理人^ジョアンナ,1,33448,32731,0,0,4,0,4,100
50334,50534,アジト管理人^ジュリア,1,33354,32733,0,0,4,0,4,100
50335,50535,アジト管理人^ジュリアナ,1,33383,32805,0,0,6,0,4,100
50336,50536,アジト管理人^ジルダ,1,33410,32676,0,0,6,0,4,100
50337,50537,アジト管理人^カレーリア,1,33398,32823,0,0,6,0,4,100
50338,50538,アジト管理人^カーメル,1,33472,32680,0,0,6,0,4,100
50339,50539,アジト管理人^カリン,1,33436,32843,0,0,4,0,4,100
50340,50540,アジト管理人^カトリオナ,1,33367,32715,0,0,6,0,4,100
50341,50541,アジト管理人^テサ,1,33429,32872,0,0,6,0,4,100
50342,50542,アジト管理人^テオドラ,1,33404,32756,0,0,4,0,4,100
50343,50543,アジト管理人^テクラ,1,33376,32699,0,0,6,0,4,100
50344,50544,アジト管理人^ポーリナ,1,33484,32793,0,0,4,0,4,100
50345,50545,アジト管理人^ヘンリエッタ,1,33427,32658,0,0,6,0,4,100
50346,50546,アジト管理人^ナディン,1,33914,33388,0,0,4,0,4,100
50347,50547,アジト管理人^ナッシュ,1,34092,33352,0,0,4,0,4,100
50348,50548,アジト管理人^ナタリア,1,33899,33216,0,0,4,0,4,100
50349,50549,アジト管理人^ノナ,1,33931,33212,0,0,2,0,4,100
50350,50550,アジト管理人^ニタ,1,34042,33111,0,0,2,0,4,100
50351,50551,アジト管理人^ダイアナ,1,34125,33369,0,0,6,0,4,100
50352,50552,アジト管理人^ドリエ,1,34041,33131,0,0,6,0,4,100
50353,50553,アジト管理人^ディナ,1,34105,33393,0,0,6,0,4,100
50354,50554,アジト管理人^レビンス,1,34061,33398,0,0,6,0,4,100
50355,50555,アジト管理人^ルーシー,1,34100,33112,0,0,6,0,4,100
50356,50556,アジト管理人^ロシリ,1,33933,33407,0,0,6,0,4,100
50357,50557,アジト管理人^ロシス,1,34002,33326,0,0,6,0,4,100
50358,50558,アジト管理人^レッシエ,1,33964,33416,0,0,4,0,4,100
50359,50559,アジト管理人^ルシンダ,1,34128,33112,0,0,2,0,4,100
50360,50560,アジト管理人^リズ,1,34072,33354,0,0,4,0,4,100
50361,50561,アジト管理人^リジャ,1,34092,33392,0,0,6,0,4,100
50362,50562,アジト管理人^マリエル,1,33933,33296,0,0,2,0,4,100
50363,50563,アジト管理人^マッカリー,1,34028,33110,0,0,2,0,4,100
50364,50564,アジト管理人^メヨ,1,34003,33402,0,0,4,0,4,100
50365,50565,アジト管理人^メイ,1,33897,33317,0,0,4,0,4,100
50366,50566,アジト管理人^メラ,1,33977,33203,0,0,5,0,4,100
50367,50567,アジト管理人^モーリン,1,34144,33398,0,0,6,0,4,100
50368,50568,アジト管理人^ミッチェル,1,34095,33371,0,0,6,0,4,100
50369,50569,アジト管理人^ミッチェリ,1,33956,33323,0,0,4,0,4,100
50370,50570,アジト管理人^ミンディー,1,34072,33381,0,0,4,0,4,100
50371,50571,アジト管理人^ビバリー,1,33954,33402,0,0,4,0,4,100
50372,50572,アジト管理人^ベス,1,34125,33355,0,0,6,0,4,100
50373,50573,アジト管理人^ベラ,1,33911,33290,0,0,4,0,4,100
50374,50574,アジト管理人^ボニエ,1,33890,33352,0,0,2,0,4,100
50375,50575,アジト管理人^ボービィ,1,34074,33397,0,0,6,0,4,100
50376,50576,アジト管理人^ブリッタイニー,1,34158,33143,0,0,6,0,4,100
50377,50577,アジト管理人^ビアンカ,1,33920,33295,0,0,2,0,4,100
50378,50578,アジト管理人^バイオレット,1,33948,33307,0,0,6,0,4,100
50379,50579,アジト管理人^サディー,1,33915,33194,0,0,2,0,4,100
50380,50580,アジト管理人^セレー,1,33890,33384,0,0,6,0,4,100
50381,50581,アジト管理人^セリナ,1,34125,33392,0,0,6,0,4,100
50382,50582,アジト管理人^ソフィア,1,33918,33408,0,0,4,0,4,100
50383,50583,アジト管理人^シェリー,1,33895,33395,0,0,4,0,4,100
50384,50584,アジト管理人^シビア,1,33916,33398,0,0,4,0,4,100
50385,50585,アジト管理人^シンディー,1,34125,33402,0,0,6,0,4,100
50386,50586,アジト管理人^シルビア,1,34146,33166,0,0,4,0,4,100
50387,50587,アジト管理人^アラナ,1,34012,33373,0,0,4,0,4,100
50388,50588,アジト管理人^アミエ,1,34146,33372,0,0,6,0,4,100
50389,50589,アジト管理人^アベリ,1,33913,33364,0,0,4,0,4,100
50390,50590,アジト管理人^アカシア,1,34059,33377,0,0,6,0,4,100
50391,50591,アジト管理人^アンジェリナ,1,33923,33303,0,0,6,0,4,100
50392,50592,アジト管理人^アンジェリカ,1,34125,33161,0,0,6,0,4,100
50393,50593,アジト管理人^エディエ,1,34023,33385,0,0,6,0,4,100
50394,50594,アジト管理人^エボニー,1,34105,33408,0,0,4,0,4,100
50395,50595,アジト管理人^アンジェリン,1,34078,33372,0,0,4,0,4,100
50396,50596,アジト管理人^オディア,1,34159,33403,0,0,6,0,4,100
50397,50597,アジト管理人^オフェリア,1,33904,33349,0,0,4,0,4,100
50398,50598,アジト管理人^ワンダ,1,33922,33327,0,0,6,0,4,100
50399,50599,アジト管理人^イサベル,1,33940,33404,0,0,4,0,4,100
50400,50600,アジト管理人^ジェネス,1,33973,33273,0,0,4,0,4,100
50401,50601,アジト管理人^ゼニス,1,34056,33110,0,0,6,0,4,100
50402,50602,アジト管理人^ジョアン,1,33906,33330,0,0,6,0,4,100
50403,50603,アジト管理人^ジュディース,1,33985,33300,0,0,6,0,4,100
50404,50604,アジト管理人^チェレニー,1,34128,33130,0,0,6,0,4,100
50405,50605,アジト管理人^カロット,1,33916,33373,0,0,2,0,4,100
50406,50606,アジト管理人^カリシャ,1,34105,33120,0,0,4,0,4,100
50407,50607,アジト管理人^キャンディス,1,34132,33419,0,0,6,0,4,100
50408,50608,テレポーター^キニン,0,34109,33350,0,0,4,0,4,100
50409,50609,アジト管理人^タマラ,1,34142,33142,0,0,4,0,4,100
50410,50610,アジト管理人^テレサ,1,33916,33229,0,0,2,0,4,100
50411,50611,アジト管理人^プロランス,1,33986,33402,0,0,4,0,4,100
50412,50612,アジト管理人^フロリナ,1,33919,33316,0,0,6,0,4,100
50413,50613,アジト管理人^ヘレナ,1,34031,33132,0,0,6,0,4,100
50414,50614,アジト管理人^ノビタ,1,33582,33339,0,0,6,0,4,100
50415,50615,アジト管理人^ダイン,1,33626,33446,0,0,6,0,4,100
50416,50616,アジト管理人^デリア,1,33625,33397,0,0,6,0,4,100
50417,50617,アジト管理人^ロレナ,1,33583,33305,0,0,6,0,4,100
50418,50618,アジト管理人^モルナ,1,33619,33380,0,0,6,0,4,100
50419,50619,アジト管理人^ミリアム,1,33626,33225,0,0,6,0,4,100
50420,50620,アジト管理人^アディナ,1,33610,33218,0,0,6,0,4,100
50421,50621,アジト管理人^エドリ,1,33632,33247,0,0,6,0,4,100
50422,50622,アジト管理人^エルシャー,1,33618,33266,0,0,4,0,4,100
50423,50623,アジト管理人^ゼニア,1,33629,33209,0,0,4,0,4,100
50424,50624,アジト管理人^トリオナ,1,33576,33233,0,0,4,0,4,100
50425,50085,精霊のオーブ,1,32909,32916,0,0,6,0,430,0
50426,50086,精霊のオーブ,1,32821,32957,0,0,6,0,430,0
50427,50087,精霊のオーブ,1,32775,32924,0,0,6,0,430,0
50428,50088,精霊のオーブ,1,32811,32807,0,0,6,0,430,0
50429,46164,ラスタバド キューブ,1,32662,32854,0,0,4,0,457,0
50430,46164,ラスタバド キューブ,1,32672,32862,0,0,4,0,457,0
50431,46165,ラスタバド キューブ,1,32662,32856,0,0,4,0,467,0
50432,46165,ラスタバド キューブ,1,32677,32856,0,0,4,0,467,0
50433,46166,ラスタバド キューブ,1,32659,32874,0,0,4,0,468,0
50434,46166,ラスタバド キューブ,1,32676,32877,0,0,4,0,468,0
50435,46167,ラスタバド キューブ,1,32723,32788,0,0,4,0,536,0
50436,46167,ラスタバド キューブ,1,32741,32789,0,0,4,0,536,0
50437,46167,ラスタバド キューブ,1,32746,32808,0,0,4,0,536,0
50438,80259,テレポーター^ピーター,1,34035,32271,0,0,4,0,4,0
50439,80260,魔術師 アドニス,1,32766,32842,0,0,6,0,77,0
50440,70745,ロク,1,32766,32844,0,0,7,0,77,0
50441,46197,テレポーター^マエノブ,1,33933,33334,0,0,6,0,4,0
50442,46198,テレポーター^マエノブの炎,1,33770,32867,0,0,5,0,106,0
50443,46198,テレポーター^マエノブの炎,1,33816,32862,0,0,5,0,106,0
50444,46199,テレポーター^マエノブの炎,1,32746,32867,0,0,5,0,116,0
50445,46199,テレポーター^マエノブの炎,1,32792,32862,0,0,5,0,116,0
50446,46200,テレポーター^マエノブの炎,1,32746,32867,0,0,5,0,126,0
50447,46200,テレポーター^マエノブの炎,1,32792,32862,0,0,5,0,126,0
50448,46201,テレポーター^マエノブの炎,1,32746,32867,0,0,5,0,136,0
50449,46201,テレポーター^マエノブの炎,1,32792,32862,0,0,5,0,136,0
50450,46202,テレポーター^マエノブの炎,1,32746,32867,0,0,5,0,146,0
50451,46202,テレポーター^マエノブの炎,1,32792,32862,0,0,5,0,146,0
50452,46203,テレポーター^マエノブの炎,1,32734,32799,0,0,5,0,156,0
50453,46203,テレポーター^マエノブの炎,1,32795,32798,0,0,5,0,156,0
50454,46204,テレポーター^マエノブの炎,1,32734,32799,0,0,5,0,166,0
50455,46204,テレポーター^マエノブの炎,1,32795,32798,0,0,5,0,166,0
50456,46205,テレポーター^マエノブの炎,1,32734,32799,0,0,5,0,176,0
50457,46205,テレポーター^マエノブの炎,1,32795,32798,0,0,5,0,176,0
50458,46206,テレポーター^マエノブの炎,1,32734,32799,0,0,5,0,186,0
50459,46206,テレポーター^マエノブの炎,1,32795,32798,0,0,5,0,186,0
50460,46207,テレポーター^マエノブの炎,1,32734,32799,0,0,5,0,196,0
50461,46207,テレポーター^マエノブの炎,1,32795,32798,0,0,5,0,196,0
50462,46208,休憩ポイント,1,33806,32863,0,0,5,0,106,0
50463,46208,休憩ポイント,1,32782,32863,0,0,5,0,116,0
50464,46208,休憩ポイント,1,32782,32863,0,0,5,0,126,0
50465,46208,休憩ポイント,1,32782,32863,0,0,5,0,136,0
50466,46208,休憩ポイント,1,32782,32863,0,0,5,0,146,0
50467,46208,休憩ポイント,1,32784,32798,0,0,5,0,156,0
50468,46208,休憩ポイント,1,32784,32798,0,0,5,0,166,0
50469,46208,休憩ポイント,1,32784,32798,0,0,5,0,176,0
50470,46208,休憩ポイント,1,32784,32798,0,0,5,0,186,0
50471,46208,休憩ポイント,1,32784,32798,0,0,5,0,196,0
50472,46209,錬金術師^ムブニ,1,33935,33336,0,0,4,0,4,0
50475,80263,キルトン,1,32727,32426,0,0,4,0,4,0
50476,80264,メーリン,1,32730,32425,0,0,4,0,4,0
50477,80265,ハリン,1,32732,32424,0,0,4,0,4,0
50478,80266,特産物管理人^モポ,1,32867,32806,0,0,6,0,4,0
50479,80267,密売人^コペオンバ,1,32875,32798,0,0,6,0,4,0
50480,80195,お知らせ少年,1,32611,32792,0,0,0,0,4,0
50481,80195,お知らせ少年,1,33428,32809,0,0,4,0,4,0
50482,80195,お知らせ少年,1,33962,33246,0,0,7,0,4,0
50483,46290,佐ノ吉,1,33439,32795,0,0,4,0,4,0
50484,46293,佐ノ吉,1,33414,32824,0,0,5,0,4,0
50485,46294,時の歪み,1,33416,32822,0,0,0,0,4,0
50486,46295,虎助,1,32812,32795,0,0,4,0,8000,0
50487,46296,小六郎,1,32808,32794,0,0,4,0,8000,0
50488,46297,万吉,1,32823,32795,0,0,5,0,8000,0
50489,46298,日吉丸,1,32816,32799,0,0,5,0,8000,0
50490,46299,日ノ本の特典女将,1,33415,32820,0,0,5,0,4,0
60001,60024,倉庫番^ゴッサム,1,33079,33395,0,0,5,0,4,100
60002,60008,倉庫番^ノディム,1,33431,32816,0,0,5,0,4,100
60003,60023,倉庫番^ターキン,1,32610,33184,0,0,5,0,4,100
60004,60007,倉庫番^カリム,1,32618,32800,0,0,5,0,4,100
60005,60017,倉庫番^カルディム,1,33922,33345,0,0,4,0,4,100
60006,60018,倉庫番^カム,1,33962,33243,0,0,4,0,4,100
60007,60030,倉庫番^ハキム,1,33601,33235,0,0,5,0,4,100
60008,60021,倉庫番^ヒリム,1,34054,32287,0,0,5,0,4,100
60009,60001,倉庫番^ドリン,1,32575,32946,0,0,5,0,0,0
60010,60016,倉庫番^ジューク,1,34001,33351,0,0,4,0,4,100
60011,60019,倉庫番^ティンプキン,1,34086,33144,0,0,4,0,4,100
60012,60003,倉庫番^スラム,1,33073,32799,0,0,5,0,4,100
60013,60027,倉庫番^クハティン,1,32746,32444,0,0,5,0,4,100
60014,60013,倉庫番^エクセロン,1,33723,32490,0,0,5,0,4,100
60015,60009,倉庫番^サウラム,1,33422,32812,0,0,5,0,4,100
60016,60028,倉庫番^エル,1,33079,32334,0,0,5,0,4,100
60017,60015,倉庫番^オギ,1,32873,32535,0,0,4,0,300,0
60018,60031,倉庫番^レイアス,1,32877,32910,0,0,5,0,304,0
60019,60002,倉庫番^バホフ,1,32749,32786,0,0,5,0,15,0
60020,60022,倉庫番^ボギン,1,32749,32786,0,0,5,0,29,0
60021,60026,倉庫番^オークロン,1,32804,32283,0,0,6,0,4,100
60022,60012,倉庫番^トフェン,1,32742,32815,0,0,7,0,52,0
60023,60014,倉庫番^クリオム,1,32851,32796,0,0,2,0,66,0
60024,60029,倉庫番^ハイドリム,1,32558,32847,0,0,7,0,64,0
60025,60032,倉庫番 ガリン,0,32978,32860,0,0,4,0,320,0
60033,60035,倉庫番^ジダール,1,32609,32920,0,0,6,0,400,0
60034,60033,倉庫番^カウル,1,32806,32797,0,0,4,0,310,0
60035,60034,倉庫番^クード,1,32425,33068,0,0,5,0,440,0
60036,60036,倉庫番^ティグス,1,32575,32664,0,0,5,0,401,0
60051,70664,ペット管理人^コブ,1,33689,32501,0,0,2,0,4,100
60052,70836,ペット管理人^ハンス,1,32763,32448,0,0,6,0,4,100
60053,70544,ペット管理人^リック,1,33037,32748,0,0,2,0,4,100
60054,70873,ペット管理人^エラン,1,33649,33410,0,0,4,0,4,100
60056,70632,ペット管理人^ケビン,1,33492,32688,0,0,6,0,4,100
60057,70617,ペット管理人^アルモン,1,33340,32724,0,0,2,0,4,100
60058,70773,ペット管理人^マービン,1,32604,33200,0,0,1,0,4,100
60059,70749,ペット管理人^マイルド,1,34079,32296,0,0,4,0,4,100
60060,70723,ペット管理人^パウ,1,33921,33174,0,0,4,0,4,100
60801,70014,雑貨商人^パンドラ,1,32643,32951,0,0,6,0,0,0
60802,70008,雑貨商人^フラウン,1,32675,32841,0,0,5,0,69,0
60803,70074,雑貨商人^メリン,1,33097,33385,0,0,4,0,4,100
60804,70033,商人^ベリタ,1,33383,32730,0,0,6,0,4,100
60805,70028,ポーション商人^ランダル,1,33488,32777,0,0,4,0,4,100
60806,70030,雑貨商人^メイアー,1,33455,32820,0,0,6,0,4,100
60807,70004,雑貨商人^ヨハン,1,32757,32757,0,0,4,0,68,0
60808,70005,パゴ,1,32735,32798,0,0,5,0,87,0
