id,name,unidentified_name_id,identified_name_id,type,material,grade,weight,inv_gfx_id,grd_gfx_id,item_desc_id,ac,safe_enchant,use_royal,use_knight,use_wizard,use_elf,use_darkelf,use_dragonknight,use_illusionist,str,con,dex,int,wis,cha,hp,mp,hpr,mpr,sp,min_level,max_level,mr,is_haste,damage_reduction,weight_reduction,hit_modifier,dmg_modifier,bow_hit_modifier,bow_dmg_modifier,bless,tradable,deletable,charge_time,expiration_time,defense_water,defense_wind,defense_fire,defense_earth,resist_stun,resist_stone,resist_sleep,resist_freeze,resist_hold,resist_blind,exp_bonus,potion_recovery_rate
20011,マジック ヘルム,$569,$569,helm,iron,-1,35000,1204,18,229,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20012,ウィザードの帽子,$1206,$1206,helm,cloth,-1,20000,526,1503,0,-2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20013,魔法のヘルム：迅速,$939,$939,helm,mithril,-1,50000,168,357,291,-1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20014,魔法のヘルム：治癒,$938,$938,helm,mithril,-1,50000,167,357,292,-1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20015,魔法のヘルム：力,$940,$940,helm,mithril,-1,50000,170,357,293,-1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20016,マンボ ハット,$3252,$3252,helm,leather,-1,10000,1628,4111,1287,1,4,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,8,0,0,0,0
20017,マミーロード クラウン,$3022,$3022,helm,gold,-1,20000,1420,3513,1123,-2,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,7,0,0,0
20018,メルキオールの帽子,$2748,$2748,helm,cloth,-1,20000,1233,3257,982,-2,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20019,クラウン,$413,$413,helm,gold,-1,30000,184,462,139,-3,4,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20020,ジェネラル ヘルム,$3842,$3842,helm,steel,-1,50000,1896,4957,0,-2,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20021,機敏のヘルム,$1903,$1903,helm,leather,-1,13000,913,18,0,-1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20022,バランカ ヘルム,$3075,$3075,helm,leather,-1,50000,1527,3818,1163,-2,4,0,1,0,1,1,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20023,ウィンドヘルム,$1942,$1942,helm,leather,-1,50000,903,18,663,-2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20024,反王のヘルム,$2192,$2192,helm,iron,-1,15000,959,18,0,-3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20025,バルタザールの帽子,$2746,$2746,helm,cloth,-1,20000,1231,3255,980,-2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20026,ナイト ビジョン,$2245,$2245,helm,cloth,-1,25000,1001,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20027,レッドナイトフード,$1924,$1924,helm,cloth,-1,20000,916,18,0,-2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20028,象牙の塔のヘルム,$3289,$3289,helm,leather,-1,40000,445,18,1330,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20029,セマの帽子,$2749,$2749,helm,cloth,-1,20000,1234,3258,983,-2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20030,ビショップ サークレット,$3849,$3849,helm,leather,-1,20000,1903,4964,0,-1,6,0,0,1,1,0,0,1,0,0,0,0,0,0,10,0,0,1,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20031,ヤヒのヘルム,$3746,$3746,helm,bone,-1,1000,1994,5045,1715,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20032,ダーク ヘッドバンド,$2452 $2468,$2452 $2468,helm,cloth,-1,5000,1071,2935,872,-1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20033,ブレス オブ エルム,$790,$790,helm,leather,-1,13000,267,18,275,-2,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20034,オーキッシュ ヘルム,$120,$120,helm,iron,-1,30000,54,18,0,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20035,エルヴン レザー ヘルム,$118,$118,helm,leather,-1,3000,53,18,0,-1,6,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20036,魔法のヘルム：暗視,$1008,$1008,helm,mithril,-1,50000,167,18,304,-1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20037,真実の仮面,$2651,$2651,helm,wood,-1,10000,1319,3372,1051,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20038,スタデッド レザー キャップ,$1022,$1022,helm,leather,-1,20000,445,18,0,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20039,体力のヘルム,$1904,$1904,helm,leather,-1,13000,908,18,0,-1,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20040,カスパーの帽子,$2747,$2747,helm,cloth,-1,20000,1232,3256,981,-2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20041,カーツ ヘルム,$2776,$2776,helm,iron,-1,50000,1245,3261,1010,-3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20042,ケレニスのサークレット,$2199,$2199,helm,iron,-1,5000,969,18,0,-3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20043,ヘルム,$128,$128,helm,iron,-1,30000,55,18,0,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20044,パイレーツ フード,$3495,$3495,helm,leather,-1,15000,1764,4342,1449,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20045,ボーン ヘルム,$1024,$1024,helm,bone,-1,30000,453,18,0,-3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20046,パンプキンヘルム,$2067,$2067,helm,vegetation,-1,25000,950,2474,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20047,パンプキン マスク,$2072,$2072,helm,vegetation,-1,20000,951,2474,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20048,混沌のヘルム,$3741,$3741,helm,bone,-1,5000,1993,5044,1710,-1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,9,0,0,0,0,0,0,0
20049,アントクイーン ゴールデンウィング,$2769,$2769,cloak,gold,-1,10000,1248,3311,1003,-4,4,1,1,0,1,0,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20050,アントクイーン シルバーウィング,$2770,$2770,cloak,silver,-1,1000,1249,3312,1004,0,4,0,0,1,1,1,0,1,0,0,0,0,1,0,0,50,0,3,0,0,0,10,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20051,君主の威厳,$2076,$2076,cloak,cloth,-1,10000,941,13,0,-2,4,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20052,ドワヴィッシュ クローク,$174,$174,cloak,cloth,-1,10000,27,3812,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20053,ウルフスキン クローク,$2918,$2918,cloak,leather,-1,5000,1339,3439,1091,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20054,地のクローク,$6457,$6457,cloak,cloth,-1,20000,1081,2941,878,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,10,0,0,0,0,0,0,0,0
20055,マナ マント,$2250,$2250,cloak,cloth,-1,10000,1007,13,769,-2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20056,マジック クローク,$182,$182,cloak,cloth,-1,10000,265,3808,111,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20057,冥法軍王のマント,$3854,$3854,cloak,cloth,-1,10000,1908,4969,0,-5,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20058,ジェネラル マント,$3843,$3843,cloak,cloth,-1,10000,1897,4958,0,-2,4,0,1,0,0,1,1,0,0,0,0,0,0,0,20,0,3,0,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20059,水のクローク,$6456,$6456,cloak,cloth,-1,20000,1092,2939,876,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,10,0,0,0,0,0,0,0,0,0,0,0
20060,パイレーツ クローク,$3498,$3498,cloak,cloth,-1,10000,1767,4345,1489,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20061,風のクローク,$6455,$6455,cloak,cloth,-1,20000,1094,2940,877,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,10,0,0,0,0,0,0,0,0,0,0
20062,バルログ ブラッディ クローク,$3373,$3373,cloak,cloth,-1,10000,1718,4314,1409,-5,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20063,プロテクション クローク,$178,$178,cloak,cloth,-1,10000,30,3810,0,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20064,レッドナイト クローク,$312,$312,cloak,cloth,-1,10000,29,13,0,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20065,レッド クローク,$1918,$1918,cloak,cloth,-1,10000,907,13,0,-2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20066,ブラック タイガー レザー クローク,$3109,$3109,cloak,leather,-1,5000,1510,3732,1197,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20067,ビショップ クローク,$3850,$3850,cloak,cloth,-1,10000,1904,4965,0,-2,4,0,0,1,1,0,0,1,0,0,0,0,0,0,10,0,0,3,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20068,アデン騎士団のマント,$2714,$2714,cloak,cloth,-1,10000,1223,3249,975,-3,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20069,ヤヒのマント,$3749,$3749,cloak,bone,-1,1000,2006,5056,1718,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20070,ダーク マント,$2452 $225,$2452 $225,cloak,cloth,-1,20000,1074,2932,869,-3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20071,火のクローク,$6454,$6454,cloak,cloth,-1,20000,1082,2938,875,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,10,0,0,0,0,0,0,0,0,0
20072,オーキッシュ クローク,$172,$172,cloak,cloth,-1,10000,29,3824,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20073,エルヴン クローク,$170,$170,cloak,cloth,-1,10000,28,3814,105,-1,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20074,シルバー マント,$656 $225,$656 $225,cloak,silver,-1,30000,1087,2937,874,-2,4,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20075,死のマント,$3744,$3744,cloak,bone,-1,10000,1966,5023,1713,-3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,100,50,-10,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20076,堕落のマント,$3345,$3345,cloak,cloth,-1,10000,1667,4269,1381,-2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20077,インビジビリティ クローク,$180,$180,cloak,cloth,-1,10000,272,3806,110,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20078,混沌のマント,$3740,$3740,cloak,bone,-1,5000,1979,5037,1709,-3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,10,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20079,ヴァンパイア マント,$3068,$3068,cloak,cloth,-1,100000,1514,3738,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20080,ディスプレイス マント,$184,$184,cloak,cloth,-1,10000,27,3812,0,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,-5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20081,オイルスキン マント,$176,$176,cloak,cloth,-1,10000,69,3822,0,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20082,象牙の塔のTシャツ,$3295,$3295,t_shirt,cloth,-1,5000,110,24,1336,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20083,ヤヒのシャツ,$3747,$3747,t_shirt,bone,-1,1000,2000,5051,1717,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20084,エルヴンＴシャツ,$2075,$2075,t_shirt,cloth,-1,5000,956,24,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20085,Tシャツ,$168,$168,t_shirt,cloth,-1,5000,110,24,104,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20086,ダブレット ロムジッツ,$3623,$3623,t_shirt,blackmithril,-1,5000,1829,24,0,-2,0,1,1,1,1,1,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20087,ダブレット ロムヴィッツ,$3631,$3631,t_shirt,blackmithril,-1,5000,1829,24,0,-2,0,1,1,1,1,1,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20088,ダブレット ロムチェッツ,$3627,$3627,t_shirt,blackmithril,-1,5000,1829,24,0,-2,0,1,1,1,1,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20089,レザー アーマー,$116,$116,armor,leather,-1,70000,51,3830,0,-2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20090,レザー ベスト,$1031,$1031,armor,leather,-1,30000,301,9,0,-1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20091,アイアン プレート メイル,$1212,$1212,armor,iron,-1,470000,510,9,0,-7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20092,エンシェント レザーアーマー,$1947,$1947,armor,leather,-1,180000,898,9,668,-14,-1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,8,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20093,エンシェント ローブ,$1948,$1948,armor,cloth,-1,30000,900,9,669,-12,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20094,エンシェント スケイルメイル,$1949,$1949,armor,dragonscale,-1,200000,901,9,670,-14,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20095,エンシェント プレートメイル,$1946,$1946,armor,iron,-1,280000,899,9,667,-16,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20096,リング メイル,$164,$164,armor,iron,-1,250000,86,3838,0,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
20097,ウッドン アーマー,$781,$781,armor,wood,-1,80000,109,9,0,-3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N,0,0,0,0,0,0,0,0,0,0,0,0
