npc_id,item_id,note,order_id,pack_count
70005,20102,ラスタバド レザーアーマー,178,0
70005,20104,ラスタバド スタデッドレザーアーマー,179,0
70005,20105,ラスタバド チェーンメイル,180,0
70005,20110,マジック チェーン メイル,181,0
70005,20101,バンデッド メイル,182,0
70005,120101,バンデッド メイル,183,0
70005,220101,バンデッド メイル,184,0
70005,20149,ブロンズ プレート メイル,185,0
70005,120149,ブロンズ プレート メイル,186,0
70005,20115,スプリント メイル,187,0
70005,220115,スプリント メイル,188,0
70005,20154,プレート メイル,189,0
70005,120154,プレート メイル,190,0
70005,220154,プレート メイル,191,0
70005,20213,ロウ ブーツ,192,0
70005,220213,ロウ ブーツ,193,0
70005,20199,ラスタバド ブーツ,194,0
70005,20205,ブーツ,195,0
70005,20239,スモール シールド,196,0
70005,20237,オーキッシュ シールド,197,0
70005,220237,オーキッシュ シールド,198,0
70005,20223,ドワヴィッシュ ラウンド シールド,199,0
70005,120223,ドワヴィッシュ ラウンド シールド,200,0
70005,20224,ラスタバド ラウンドシールド,201,0
70005,20242,ラージ シールド,202,0
70005,120242,ラージ シールド,203,0
70005,20231,タワー シールド,204,0
70005,20229,リフレクション シールド,205,0
70005,40744,シルバー アロー,206,10
70005,40746,ミスリルの矢,207,10
70005,40748,オリハルコン アロー,208,10
70005,40747,ブラック ミスリル アロー,209,10
70005,40739,スティング,210,10
70005,40738,シルバー スティング,211,10
70005,40740,ヘビー スティング,212,10
70005,40087,武器強化スクロール,213,0
70005,40074,防具強化スクロール,214,0
70005,49148,装飾品強化スクロール,215,0
70005,41430,地の武器強化スクロール,216,0
70005,41431,水の武器強化スクロール,217,0
70005,41432,火の武器強化スクロール,218,0
70005,41429,風の武器強化スクロール,219,0
70005,43001,性別変更スクロール(オリジナルアイテム),220,0
70005,43002,ユニーク強化スクロール(ランダム),221,0
70005,43003,ユニーク強化スクロール(AC),222,0
70005,43004,ユニーク強化スクロール(STR),223,0
70005,43005,ユニーク強化スクロール(CON),224,0
70005,43006,ユニーク強化スクロール(DEX),225,0
70005,43007,ユニーク強化スクロール(WIS),226,0
70005,43008,ユニーク強化スクロール(INT),227,0
70005,43009,ユニーク強化スクロール(CHA),228,0
70005,43010,ユニーク強化スクロール(HP),229,0
70005,43011,ユニーク強化スクロール(HPR),230,0
70005,43012,ユニーク強化スクロール(MP),231,0
70005,43013,ユニーク強化スクロール(MPR),232,0
70005,43014,ユニーク強化スクロール(MR),233,0
70005,43015,ユニーク強化スクロール(SP),234,0
70005,43016,ユニーク強化スクロール(武器命中),235,0
70005,43017,ユニーク強化スクロール(追加ダメージ),236,0
70005,43018,ユニーク強化スクロール(遠距離命中),237,0
70005,43019,ユニーク強化スクロール(遠距離ダメージ),238,0
70005,43020,ユニーク強化スクロール(地の属性抵抗),239,0
70005,43021,ユニーク強化スクロール(水の属性抵抗),240,0
70005,43022,ユニーク強化スクロール(火の属性抵抗),241,0
70005,43023,ユニーク強化スクロール(風の属性抵抗),242,0
70005,43024,ユニーク強化スクロール(スタン耐性),243,0
70005,43025,ユニーク強化スクロール(石化耐性),244,0
70005,43026,ユニーク強化スクロール(睡眠耐性),245,0
70005,43027,ユニーク強化スクロール(凍結耐性),246,0
70005,43028,ユニーク強化スクロール(ホールド耐性),247,0
70005,43029,ユニーク強化スクロール(暗闇耐性),248,0
70005,43030,ユニーク強化スクロール(経験値増加),249,0
70005,43031,ユニーク強化スクロール(ヘイスト),250,0
70005,43032,ユニーク強化スクロール(武器非損傷),251,0
70006,40010,レッド ポーション,0,0
70006,40011,オレンジ ポーション,1,0
70006,40012,クリアー ポーション,2,0
70006,40019,濃縮体力回復剤,3,0
70006,40020,濃縮高級体力回復剤,4,0
70006,40021,濃縮強力体力回復剤,5,0
70006,40022,迅速体力回復剤,6,0
70006,40023,迅速高級体力回復剤,7,0
70006,40024,迅速強力体力回復剤,8,0
70006,40013,グリーン ポーション,9,0
70006,40018,強化 グリーン ポーション,10,0
70006,40031,イビル ブラッド,11,0
70006,40014,ブレイブ ポーション,12,0
70006,41415,強化ブレイブ ポーション,13,0
70006,40068,エルヴン ワッフル,14,0
70006,49158,ユグドラの実,15,0
70006,40016,ウィズダム ポーション,16,0
70006,40015,ブルー ポーション,17,0
70006,40017,シアン ポーション,18,0
70006,40032,エヴァの祝福,19,0
70006,40025,オペイク ポーション,20,0
70007,40141,ブルー 花火,0,0
70007,40145,レッド 花火,1,0
70007,40160,イエロー 花火,2,0
70007,40152,グリーン 花火,3,0
70007,40151,グリーン 円形 花火,4,0
70007,40159,イエロー 円形 花火,5,0
70007,40149,グリーン 雪結晶 花火,6,0
70007,40157,イエロー 雪結晶 花火,7,0
70007,40142,ブルー ハート 花火,8,0
70007,40161,イエロー ハート 花火,9,0
70007,40153,グリーン ハート 花火,10,0
70007,40146,レッド ハート 花火,11,0
70007,40139,ブルー 2段階 花火,12,0
70007,40143,レッド 2段階 花火,13,0
70007,40156,イエロー 2段階 花火,14,0
70007,40148,グリーン 2段階 花火,15,0
70007,40155,イエロー 2段階 円形 花火,16,0
70007,40147,グリーン 2段階 円形 花火,17,0
70007,40136,3連発 花火,18,0
70007,40138,高級 6連発 花火,19,0
70007,40137,6連発 花火,20,0
70007,40158,イエロー スパーク,21,0
70007,40140,ブルー スパーク,22,0
70007,40144,レッド スパーク,23,0
70007,40150,グリーン スパーク,24,0
70007,41357,文字花火：A,25,0
70007,41358,文字花火：B,26,0
70007,41359,文字花火：C,27,0
70007,41360,文字花火：D,28,0
70007,41361,文字花火：E,29,0
70007,41362,文字花火：F,30,0
70007,41363,文字花火：G,31,0
70007,41364,文字花火：H,32,0
70007,41365,文字花火：I,33,0
70007,41366,文字花火：J,34,0
70007,41367,文字花火：K,35,0
70007,41368,文字花火：L,36,0
70007,41369,文字花火：M,37,0
70007,41370,文字花火：N,38,0
70007,41371,文字花火：O,39,0
70007,41372,文字花火：P,40,0
70007,41373,文字花火：Q,41,0
70007,41374,文字花火：R,42,0
70007,41375,文字花火：S,43,0
70007,41376,文字花火：T,44,0
70007,41377,文字花火：U,45,0
70007,41378,文字花火：V,46,0
70007,41379,文字花火：W,47,0
70007,41380,文字花火：X,48,0
70007,41381,文字花火：Y,49,0
70007,41382,文字花火：Z,50,0
70008,40010,レッド ポーション,0,0
70008,40011,オレンジ ポーション,1,0
70008,40012,クリアー ポーション,2,0
70008,40019,濃縮体力回復剤,3,0
70008,40020,濃縮高級体力回復剤,4,0
70008,40021,濃縮強力体力回復剤,5,0
70008,40022,迅速体力回復剤,6,0
70008,40023,迅速高級体力回復剤,7,0
70008,40024,迅速強力体力回復剤,8,0
70008,40013,グリーン ポーション,9,0
70008,40018,強化 グリーン ポーション,10,0
70008,40031,イビル ブラッド,11,0
70008,40014,ブレイブ ポーション,12,0
70008,41415,強化ブレイブ ポーション,13,0
70008,40068,エルヴン ワッフル,14,0
70008,49158,ユグドラの実,15,0
70008,40016,ウィズダム ポーション,16,0
70008,40015,ブルー ポーション,17,0
70008,40017,シアン ポーション,18,0
70008,40032,エヴァの祝福,19,0
70008,40025,オペイク ポーション,20,0
70008,40126,確認 スクロール,21,0
70008,40089,復活スクロール,22,0
70008,40088,変身スクロール,23,0
70008,40100,テレポート スクロール,24,0
70008,40079,帰還スクロール,25,0
70008,40124,血盟帰還スクロール,26,0
70008,40119,解呪スクロール,27,0
70008,40090,ブランク スクロール(Lv1),28,0
70008,40091,ブランク スクロール(Lv2),29,0
70008,40092,ブランク スクロール(Lv3),30,0
70008,40093,ブランク スクロール(Lv4),31,0
70008,40094,ブランク スクロール(Lv5),32,0
70008,40318,魔力の石,33,0
70008,40319,精霊の玉,34,0
70008,40320,黒魔石,35,0
70008,49157,刻印のボーン ピース,36,0
70008,49156,属性石,37,0
70008,41245,溶解剤,38,0
70008,40056,肉,39,0
70008,40057,フローティング アイ 肉,40,0
70008,40315,ペットの笛,41,0
70008,41160,召喚の笛,42,0
70008,40004,パンプキン ランタン,43,0
70008,40002,ランタン,44,0
70008,40003,ランタン オイル,45,0
70008,40317,砥石,46,0
70008,40006,パイン ワンド,47,0
70008,40007,エボニー ワンド,48,0
70008,40008,メイプル ワンド,49,0
70008,40009,追放ワンド,50,0
70008,40325,2面 コイン,51,0
70008,40326,3方向 ルーレット,52,0
70008,40327,4方向 ルーレット,53,0
70008,40328,6面 ダイス,54,0
70008,40901,シルバー エンゲージ リング,55,0
70008,40902,ゴールド エンゲージ リング,56,0
70008,40903,サファイア エンゲージ リング,57,0
70008,40904,エメラルド エンゲージ リング,58,0
70008,40905,ルビー エンゲージ リング,59,0
70008,40906,ダイアモンド エンゲージ リング,60,0
70008,43001,性別変更スクロール(オリジナルアイテム),61,0
70008,43002,ユニーク強化スクロール(ランダム),62,0
70008,43003,ユニーク強化スクロール(AC),63,0
70008,43004,ユニーク強化スクロール(STR),64,0
70008,43005,ユニーク強化スクロール(CON),65,0
70008,43006,ユニーク強化スクロール(DEX),66,0
70008,43007,ユニーク強化スクロール(WIS),67,0
70008,43008,ユニーク強化スクロール(INT),68,0
70008,43009,ユニーク強化スクロール(CHA),69,0
70008,43010,ユニーク強化スクロール(HP),70,0
70008,43011,ユニーク強化スクロール(HPR),71,0
70008,43012,ユニーク強化スクロール(MP),72,0
70008,43013,ユニーク強化スクロール(MPR),73,0
70008,43014,ユニーク強化スクロール(MR),74,0
70008,43015,ユニーク強化スクロール(SP),75,0
70008,43016,ユニーク強化スクロール(武器命中),76,0
70008,43017,ユニーク強化スクロール(追加ダメージ),77,0
70008,43018,ユニーク強化スクロール(遠距離命中),78,0
70008,43019,ユニーク強化スクロール(遠距離ダメージ),79,0
70008,43020,ユニーク強化スクロール(地の属性抵抗),80,0
70008,43021,ユニーク強化スクロール(水の属性抵抗),81,0
70008,43022,ユニーク強化スクロール(火の属性抵抗),82,0
70008,43023,ユニーク強化スクロール(風の属性抵抗),83,0
70008,43024,ユニーク強化スクロール(スタン耐性),84,0
70008,43025,ユニーク強化スクロール(石化耐性),85,0
70008,43026,ユニーク強化スクロール(睡眠耐性),86,0
70008,43027,ユニーク強化スクロール(凍結耐性),87,0
70008,43028,ユニーク強化スクロール(ホールド耐性),88,0
70008,43029,ユニーク強化スクロール(暗闇耐性),89,0
70008,43030,ユニーク強化スクロール(経験値増加),90,0
70008,43031,ユニーク強化スクロール(ヘイスト),91,0
70008,43032,ユニーク強化スクロール(武器非損傷),92,0
70010,40010,レッド ポーション,0,0
70010,40011,オレンジ ポーション,1,0
70010,40012,クリアー ポーション,2,0
70010,40019,濃縮体力回復剤,3,0
70010,40020,濃縮高級体力回復剤,4,0
70010,40021,濃縮強力体力回復剤,5,0
70010,40022,迅速体力回復剤,6,0
70010,40023,迅速高級体力回復剤,7,0
70010,40024,迅速強力体力回復剤,8,0
70010,40013,グリーン ポーション,9,0
70010,40018,強化 グリーン ポーション,10,0
70010,40031,イビル ブラッド,11,0
70010,40014,ブレイブ ポーション,12,0
70010,41415,強化ブレイブ ポーション,13,0
70010,40068,エルヴン ワッフル,14,0
70010,49158,ユグドラの実,15,0
70010,40016,ウィズダム ポーション,16,0
70010,40015,ブルー ポーション,17,0
70010,40017,シアン ポーション,18,0
70010,40032,エヴァの祝福,19,0
70010,40025,オペイク ポーション,20,0
70010,40126,確認 スクロール,21,0
70010,40089,復活スクロール,22,0
70010,40088,変身スクロール,23,0
70010,40100,テレポート スクロール,24,0
70010,40079,帰還スクロール,25,0
70010,40124,血盟帰還スクロール,26,0
70010,40119,解呪スクロール,27,0
70010,40090,ブランク スクロール(Lv1),28,0
70010,40091,ブランク スクロール(Lv2),29,0
70010,40092,ブランク スクロール(Lv3),30,0
70010,40093,ブランク スクロール(Lv4),31,0
70010,40094,ブランク スクロール(Lv5),32,0
70010,40318,魔力の石,33,0
70010,40319,精霊の玉,34,0
70010,40320,黒魔石,35,0
70010,49157,刻印のボーン ピース,36,0
70010,49156,属性石,37,0
70010,41245,溶解剤,38,0
70010,40056,肉,39,0
70010,40057,フローティング アイ 肉,40,0
70010,40315,ペットの笛,41,0
70010,41160,召喚の笛,42,0
70010,40004,パンプキン ランタン,43,0
70010,40002,ランタン,44,0
70010,40003,ランタン オイル,45,0
70010,40317,砥石,46,0
70010,40006,パイン ワンド,47,0
70010,40007,エボニー ワンド,48,0
70010,40008,メイプル ワンド,49,0
70010,40009,追放ワンド,50,0
70010,40325,2面 コイン,51,0
70010,40326,3方向 ルーレット,52,0
70010,40327,4方向 ルーレット,53,0
70010,40328,6面 ダイス,54,0
70010,40901,シルバー エンゲージ リング,55,0
70010,40902,ゴールド エンゲージ リング,56,0
70010,40903,サファイア エンゲージ リング,57,0
70010,40904,エメラルド エンゲージ リング,58,0
70010,40905,ルビー エンゲージ リング,59,0
70010,40906,ダイアモンド エンゲージ リング,60,0
70010,43001,性別変更スクロール(オリジナルアイテム),61,0
70010,43002,ユニーク強化スクロール(ランダム),62,0
70010,43003,ユニーク強化スクロール(AC),63,0
70010,43004,ユニーク強化スクロール(STR),64,0
70010,43005,ユニーク強化スクロール(CON),65,0
70010,43006,ユニーク強化スクロール(DEX),66,0
70010,43007,ユニーク強化スクロール(WIS),67,0
70010,43008,ユニーク強化スクロール(INT),68,0
70010,43009,ユニーク強化スクロール(CHA),69,0
70010,43010,ユニーク強化スクロール(HP),70,0
70010,43011,ユニーク強化スクロール(HPR),71,0
70010,43012,ユニーク強化スクロール(MP),72,0
70010,43013,ユニーク強化スクロール(MPR),73,0
70010,43014,ユニーク強化スクロール(MR),74,0
70010,43015,ユニーク強化スクロール(SP),75,0
70010,43016,ユニーク強化スクロール(武器命中),76,0
70010,43017,ユニーク強化スクロール(追加ダメージ),77,0
70010,43018,ユニーク強化スクロール(遠距離命中),78,0
70010,43019,ユニーク強化スクロール(遠距離ダメージ),79,0
70010,43020,ユニーク強化スクロール(地の属性抵抗),80,0
70010,43021,ユニーク強化スクロール(水の属性抵抗),81,0
70010,43022,ユニーク強化スクロール(火の属性抵抗),82,0
70010,43023,ユニーク強化スクロール(風の属性抵抗),83,0
70010,43024,ユニーク強化スクロール(スタン耐性),84,0
70010,43025,ユニーク強化スクロール(石化耐性),85,0
70010,43026,ユニーク強化スクロール(睡眠耐性),86,0
70010,43027,ユニーク強化スクロール(凍結耐性),87,0
70010,43028,ユニーク強化スクロール(ホールド耐性),88,0
70010,43029,ユニーク強化スクロール(暗闇耐性),89,0
70010,43030,ユニーク強化スクロール(経験値増加),90,0
70010,43031,ユニーク強化スクロール(ヘイスト),91,0
70010,43032,ユニーク強化スクロール(武器非損傷),92,0
70010,1,オーキッシュ ダガー,93,0
